condition,seed,mode,commit_count,complete,expected,fvs_size,peak_rss_kib,successful,total_ms,validator_commits_per_second
main-l4-n40-zipf-k1,11,lazy,14,True,3,26,3884,3,0.382723,36579.98082163863
main-l4-n40-zipf-k1,11,paper,14,True,3,26,1996,3,0.163914,85410.64216601389
main-l4-n40-zipf-k1,11,profile,14,True,3,26,3856,3,0.465872,30051.172854346256
main-l4-n40-zipf-k1,29,accept_id,16,True,3,24,2016,3,0.060376,265005.96263415925
main-l4-n40-zipf-k1,29,accept_static_degree,17,True,3,23,2012,3,0.29002,58616.647127784294
main-l4-n40-zipf-k1,29,adaptive,17,True,3,23,3916,3,0.263056,64625.02280883158
main-l4-n40-zipf-k1,29,graph,17,True,3,23,1984,3,0.147888,114951.85545818458
main-l4-n40-zipf-k1,29,lazy,17,True,3,23,3920,3,0.259007,65635.29171026267
main-l4-n40-zipf-k1,29,paper,17,True,3,23,2036,3,0.112169,151557.0255596466
main-l4-n40-zipf-k1,29,profile,17,True,3,23,3972,3,0.315444,53892.29150023459
main-l4-n40-zipf-k1,47,accept_id,17,True,3,23,1956,3,0.081842,207717.3089611691
main-l4-n40-zipf-k1,47,accept_static_degree,18,True,3,22,1984,3,0.291681,61711.253046993115
main-l4-n40-zipf-k1,47,adaptive,18,True,3,22,3888,3,0.252351,71329.22001497913
main-l4-n40-zipf-k1,47,graph,18,True,3,22,2020,3,0.138091,130348.82794678872
main-l4-n40-zipf-k1,47,lazy,18,True,3,22,3860,3,0.341315,52737.20756485945
main-l4-n40-zipf-k1,47,paper,18,True,3,22,1976,3,0.107713,167110.74800627594
main-l4-n40-zipf-k1,47,profile,18,True,3,22,3924,3,0.443756,40562.83182649925
main-l4-n40-zipf-k1,71,accept_id,14,True,3,26,2004,3,0.078426,178512.228087624
main-l4-n40-zipf-k1,71,accept_static_degree,15,True,3,25,2000,3,0.428456,35009.42920626622
main-l4-n40-zipf-k1,71,adaptive,15,True,3,25,3908,3,0.360535,41604.83725574493
main-l4-n40-zipf-k1,71,graph,15,True,3,25,1996,3,0.149173,100554.38986948041
main-l4-n40-zipf-k1,71,lazy,15,True,3,25,3908,3,0.319727,46915.02438017434
main-l4-n40-zipf-k1,71,paper,15,True,3,25,1980,3,0.151706,98875.45647502405
main-l4-n40-zipf-k1,71,profile,15,True,3,25,3984,3,0.352329,42573.84433299558
main-l4-n40-zipf-k1,101,accept_id,15,True,3,25,1984,3,0.07906,189729.31950417403
main-l4-n40-zipf-k1,101,accept_static_degree,16,True,3,24,1980,3,0.424739,37670.19275366755
main-l4-n40-zipf-k1,101,adaptive,16,True,3,24,3860,3,0.275829,58006.95358356083
main-l4-n40-zipf-k1,101,graph,16,True,3,24,2072,3,0.194701,82177.28722502709
main-l4-n40-zipf-k1,101,lazy,16,True,3,24,3968,3,0.374194,42758.569084485585
main-l4-n40-zipf-k1,101,paper,16,True,3,24,2004,3,0.140809,113629.10041261568
main-l4-n40-zipf-k1,101,profile,16,True,3,24,3928,3,0.343784,46540.851232169036
paper_k-l2-n40-uniform-k2,11,accept_id,40,True,3,0,2008,3,0.064539,619780.2878879437
paper_k-l2-n40-uniform-k2,11,accept_static_degree,40,True,3,0,1988,3,0.053529,747258.4953950195
paper_k-l2-n40-uniform-k2,11,adaptive,40,True,3,0,2000,3,0.051326,779332.1123796906
paper_k-l2-n40-uniform-k2,11,graph,40,True,3,0,1984,3,0.067274,594583.3457204864
paper_k-l2-n40-uniform-k2,11,lazy,40,True,3,0,1968,3,0.049026,815893.6074735854
paper_k-l2-n40-uniform-k2,11,paper,40,True,3,0,2052,3,0.0554,722021.6606498195
