condition,seed,mode,commit_count,complete,expected,fvs_size,peak_rss_kib,successful,total_ms,validator_commits_per_second
paper_k-l2-n40-uniform-k2,11,profile,40,True,3,0,2012,3,0.063264,632271.1178553364
paper_k-l2-n40-uniform-k2,29,accept_id,39,True,3,1,2020,3,0.056101,695174.7740681984
paper_k-l2-n40-uniform-k2,29,accept_static_degree,39,True,3,1,1984,3,0.059384,656742.5569176882
paper_k-l2-n40-uniform-k2,29,adaptive,38,True,3,2,2016,3,0.074199,512136.2821601369
paper_k-l2-n40-uniform-k2,29,graph,38,True,3,2,2016,3,0.061217,620742.6041785779
paper_k-l2-n40-uniform-k2,29,lazy,38,True,3,2,2008,3,0.064479,589339.1646892787
paper_k-l2-n40-uniform-k2,29,paper,38,True,3,2,1964,3,0.056565,671793.5118889774
paper_k-l2-n40-uniform-k2,29,profile,38,True,3,2,2004,3,0.076543,496452.9741452517
paper_k-l2-n40-uniform-k2,47,accept_id,39,True,3,1,1984,3,0.049297,791123.192080654
paper_k-l2-n40-uniform-k2,47,accept_static_degree,39,True,3,1,1976,3,0.058593,665608.5197890534
paper_k-l2-n40-uniform-k2,47,adaptive,38,True,3,2,2016,3,0.059072,643282.7735644637
paper_k-l2-n40-uniform-k2,47,graph,38,True,3,2,2012,3,0.06312,602027.8833967047
paper_k-l2-n40-uniform-k2,47,lazy,38,True,3,2,2020,3,0.0569,667838.3128295254
paper_k-l2-n40-uniform-k2,47,paper,38,True,3,2,2016,3,0.039838,953863.145740248
paper_k-l2-n40-uniform-k2,47,profile,38,True,3,2,2016,3,0.092294,411727.7396147095
paper_k-l2-n40-uniform-k2,71,accept_id,40,True,3,0,2016,3,0.045577,877635.6495600851
paper_k-l2-n40-uniform-k2,71,accept_static_degree,40,True,3,0,2016,3,0.050206,796717.5238019361
paper_k-l2-n40-uniform-k2,71,adaptive,40,True,3,0,2052,3,0.047745,837784.0611582365
paper_k-l2-n40-uniform-k2,71,graph,40,True,3,0,2000,3,0.047888,835282.325425994
paper_k-l2-n40-uniform-k2,71,lazy,40,True,3,0,2004,3,0.046624,857927.2477693892
paper_k-l2-n40-uniform-k2,71,paper,40,True,3,0,2004,3,0.039697,1007632.8186009018
paper_k-l2-n40-uniform-k2,71,profile,40,True,3,0,2004,3,0.047695,838662.3335779432
paper_k-l2-n40-uniform-k2,101,accept_id,39,True,3,1,2000,3,0.045974,848305.564014443
paper_k-l2-n40-uniform-k2,101,accept_static_degree,39,True,3,1,1992,3,0.053802,724880.1159808185
paper_k-l2-n40-uniform-k2,101,adaptive,38,True,3,2,2008,3,0.05477,693810.480189885
paper_k-l2-n40-uniform-k2,101,graph,38,True,3,2,2000,3,0.058884,645336.5939813871
paper_k-l2-n40-uniform-k2,101,lazy,38,True,3,2,1968,3,0.054786,693607.8560216114
paper_k-l2-n40-uniform-k2,101,paper,38,True,3,2,1992,3,0.039517,961611.4583596934
paper_k-l2-n40-uniform-k2,101,profile,38,True,3,2,2036,3,0.068898,551539.9576185085
paper_k-l2-n40-zipf-k2,11,accept_id,26,True,3,14,2008,3,0.044853,579671.3709227922
paper_k-l2-n40-zipf-k2,11,accept_static_degree,26,True,3,14,1992,3,0.055052,472280.75274286134
paper_k-l2-n40-zipf-k2,11,adaptive,24,True,3,16,2016,3,0.083452,287590.47116905526
paper_k-l2-n40-zipf-k2,11,graph,24,True,3,16,2032,3,0.076913,312040.87735493353
paper_k-l2-n40-zipf-k2,11,lazy,24,True,3,16,2012,3,0.086961,275985.7867319833
paper_k-l2-n40-zipf-k2,11,paper,24,True,3,16,2020,3,0.058636,409304.86390613276
paper_k-l2-n40-zipf-k2,11,profile,24,True,3,16,2004,3,0.106009,226395.87204859965
paper_k-l2-n40-zipf-k2,29,accept_id,25,True,3,15,1980,3,0.04511,554200.8423852804
paper_k-l2-n40-zipf-k2,29,accept_static_degree,26,True,3,14,2008,3,0.052821,492228.469737415
paper_k-l2-n40-zipf-k2,29,adaptive,24,True,3,16,1992,3,0.085253,281515.01999929623
paper_k-l2-n40-zipf-k2,29,graph,24,True,3,16,2036,3,0.07574,316873.51465540007
paper_k-l2-n40-zipf-k2,29,lazy,24,True,3,16,2000,3,0.087093,275567.4968137508
paper_k-l2-n40-zipf-k2,29,paper,24,True,3,16,2004,3,0.056016,428449.01456726645
paper_k-l2-n40-zipf-k2,29,profile,24,True,3,16,1996,3,0.116177,206581.33709770435
paper_k-l2-n40-zipf-k2,47,accept_id,23,True,3,17,2016,3,0.044388,518158.0607371362
paper_k-l2-n40-zipf-k2,47,accept_static_degree,23,True,3,17,2020,3,0.053619,428952.42358119326
paper_k-l2-n40-zipf-k2,47,adaptive,22,True,3,18,1988,3,0.087513,251391.22187560707
paper_k-l2-n40-zipf-k2,47,graph,22,True,3,18,1992,3,0.07989,275378.6456377519
paper_k-l2-n40-zipf-k2,47,lazy,22,True,3,18,2016,3,0.086509,254308.8002404374
paper_k-l2-n40-zipf-k2,47,paper,22,True,3,18,1980,3,0.062369,352739.3416601196
paper_k-l2-n40-zipf-k2,47,profile,22,True,3,18,2004,3,0.110199,199638.83519814155
paper_k-l2-n40-zipf-k2,71,accept_id,24,True,3,16,2032,3,0.045,533333.3333333334
paper_k-l2-n40-zipf-k2,71,accept_static_degree,25,True,3,15,2036,3,0.054257,460770.0388889913
paper_k-l2-n40-zipf-k2,71,adaptive,24,True,3,16,1996,3,0.087663,273775.70925019676
paper_k-l2-n40-zipf-k2,71,graph,24,True,3,16,2016,3,0.079935,300243.9482079189
paper_k-l2-n40-zipf-k2,71,lazy,24,True,3,16,2016,3,0.088558,271008.8303710563
paper_k-l2-n40-zipf-k2,71,paper,24,True,3,16,2000,3,0.060875,394250.5133470226
paper_k-l2-n40-zipf-k2,71,profile,24,True,3,16,1996,3,0.120203,199662.2380473033
paper_k-l2-n40-zipf-k2,101,accept_id,21,True,3,19,2036,3,0.042754,491182.11161528743
paper_k-l2-n40-zipf-k2,101,accept_static_degree,22,True,3,18,1984,3,0.053902,408148.12066342623
paper_k-l2-n40-zipf-k2,101,adaptive,20,True,3,20,1992,3,0.091734,218021.67135413262
paper_k-l2-n40-zipf-k2,101,graph,20,True,3,20,2036,3,0.086533,231125.69771069995
paper_k-l2-n40-zipf-k2,101,lazy,20,True,3,20,1988,3,0.088212,226726.52246859838
paper_k-l2-n40-zipf-k2,101,paper,20,True,3,20,2040,3,0.06313,316806.58957706316
paper_k-l2-n40-zipf-k2,101,profile,20,True,3,20,2012,3,0.120289,166266.24213352843
