condition,suite,arity,n,distribution,workers,variant,policy,policy_k,implementation,baseline,seed,metric,count,median,minimum,maximum,q1,q3,iqr
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,native,71,selector_delta_ms,3,0.152463,0.150497,0.152698,0.15148,0.1525805,0.0011005000000000043
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,native,71,batch_speedup,3,0.5256688382122746,0.525445769467684,0.535430430923972,0.5255573038399792,0.5305496345681233,0.00499233072814409
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,native,71,selector_speedup,3,0.0,0.0,0.0,0.0,0.0,0.0
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,native,71,rate_ratio,3,0.5173248883990765,0.5171053604279154,0.5269315351952004,0.5172151244134959,0.5221282117971384,0.004913087383642489
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,71,commit_delta,3,-2,-2,-2,-2.0,-2.0,0.0
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,71,batch_delta_ms,3,0.010970000000000035,0.008936,0.014770999999999979,0.009953000000000017,0.012870500000000007,0.0029174999999999895
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,71,selector_delta_ms,3,0.017522999999999983,0.01721399999999998,0.018539,0.01736849999999998,0.01803099999999999,0.0006625000000000103
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,71,batch_speedup,3,0.9642471865436447,0.9520300595605381,0.970627485783782,0.9581386230520914,0.9674373361637134,0.009298713111622003
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,71,selector_speedup,3,0.8835657853644924,0.8785904203067493,0.8870939178685977,0.8810781028356208,0.8853298516165451,0.004251748780924269
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,71,rate_ratio,3,0.9489416756464151,0.93691847131317,0.9552207002959208,0.9429300734797925,0.9520811879711679,0.0091511144913754
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,71,commit_delta,3,-2,-2,-2,-2.0,-2.0,0.0
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,71,batch_delta_ms,3,-0.005195999999999978,-0.007821000000000022,-0.0017080000000000428,-0.0065085,-0.0034520000000000106,0.0030564999999999898
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,71,selector_delta_ms,3,-0.003492999999999996,-0.005215999999999998,-0.003369000000000011,-0.004354499999999997,-0.0034310000000000035,0.0009234999999999938
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,71,batch_speedup,3,1.016934514012691,1.0055468592695553,1.0257075239128293,1.0112406866411232,1.0213210189627602,0.010080332321636964
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,71,selector_speedup,3,1.0228752177500688,1.0220971645579584,1.0346584981760434,1.0224861911540137,1.0287668579630562,0.00628066680904249
