condition,suite,arity,n,distribution,workers,variant,policy,policy_k,implementation,seed,repetition,baseline,status,commit_delta,batch_delta_ms,selector_delta_ms,batch_speedup,selector_speedup,rate_ratio,baseline_commits,commits,baseline_batch_ms,batch_ms,quality_cost
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k1_adaptive,eas,1,adaptive,47,2,accept_id,ok,0,0.016361999999999988,0.018435000000000007,0.949147959484953,0.8850657123619042,0.9491479594849187,122,122,0.305395,0.321757,baseline_dominates
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k1_adaptive,eas,1,adaptive,47,2,accept_static_degree,ok,0,-0.005903999999999965,0.0018750000000000155,1.018349251142943,0.9883101822988104,1.0183492511424301,122,122,0.327661,0.321757,variant_dominates
l2-n128-uniform-w1,main,2,128,uniform,1,native,native,,native,47,2,accept_id,ok,0,-0.13617600000000002,-0.141961,1.8047323291119792,,1.8047323291121269,122,122,0.305395,0.169219,variant_dominates
l2-n128-uniform-w1,main,2,128,uniform,1,native,native,,native,47,2,accept_static_degree,ok,0,-0.15844199999999997,-0.158521,1.9363132981520985,,1.9363132981513513,122,122,0.327661,0.169219,variant_dominates
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,47,2,native,ok,0,0.15598099999999998,0.15787,0.5203536285362854,0.0,0.5203536285372997,122,122,0.169219,0.3252,baseline_dominates
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,47,2,accept_id,ok,0,0.01980499999999996,0.015909000000000006,0.93909901599016,0.8992272122632545,0.9390990159920674,122,122,0.305395,0.3252,baseline_dominates
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,47,2,accept_static_degree,ok,0,-0.002460999999999991,-0.0006509999999999849,1.0075676506765068,1.004123646037879,1.007567650678082,122,122,0.327661,0.3252,variant_dominates
l2-n128-uniform-w1,main,2,128,uniform,1,accept_id,accept_id,,greedy,47,2,native,ok,0,0.13617600000000002,0.141961,0.5540987900915207,0.0,0.5540987900914754,122,122,0.169219,0.305395,baseline_dominates
l2-n128-uniform-w1,main,2,128,uniform,1,accept_id,accept_id,,greedy,47,2,accept_static_degree,ok,0,-0.022265999999999952,-0.01655999999999999,1.0729088557442,1.1166517564683258,1.0729088557436983,122,122,0.327661,0.305395,variant_dominates
l2-n128-uniform-w1,main,2,128,uniform,1,accept_static_degree,accept_static_degree,,greedy,47,2,native,ok,0,0.15844199999999997,0.158521,0.5164453505299685,0.0,0.5164453505301678,122,122,0.169219,0.327661,baseline_dominates
l2-n128-uniform-w1,main,2,128,uniform,1,accept_static_degree,accept_static_degree,,greedy,47,2,accept_id,ok,0,0.022265999999999952,0.01655999999999999,0.9320456203210027,0.8955343456072067,0.9320456203214386,122,122,0.305395,0.327661,baseline_dominates
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k1_adaptive,eas,1,adaptive,47,3,native,ok,0,0.164607,0.162054,0.49695926949123537,0.0,0.49695926949132574,122,122,0.162617,0.327224,baseline_dominates
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k1_adaptive,eas,1,adaptive,47,3,accept_id,ok,0,0.028054000000000023,0.029338000000000003,0.914266679705645,0.8189615807076653,0.9142666797064253,122,122,0.29917,0.327224,baseline_dominates
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k1_adaptive,eas,1,adaptive,47,3,accept_static_degree,ok,0,0.0012989999999999946,0.002734000000000014,0.9960302422805173,0.98312908042998,0.996030242281273,122,122,0.325925,0.327224,baseline_dominates
l2-n128-uniform-w1,main,2,128,uniform,1,accept_static_degree,accept_static_degree,,greedy,47,3,native,ok,0,0.163308,0.15932,0.4989399401702846,0.0,0.49893994016999677,122,122,0.162617,0.325925,baseline_dominates
l2-n128-uniform-w1,main,2,128,uniform,1,accept_static_degree,accept_static_degree,,greedy,47,3,accept_id,ok,0,0.02675500000000003,0.02660399999999999,0.9179105622459154,0.8330153150891288,0.9179105622460024,122,122,0.29917,0.325925,baseline_dominates
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,47,3,native,ok,0,0.16007099999999996,0.168875,0.5039449871082904,0.0,0.5039449871082752,122,122,0.162617,0.322688,baseline_dominates
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,47,3,accept_id,ok,0,0.023517999999999983,0.036159,0.9271184549781833,0.7858830495928941,0.927118454978778,122,122,0.29917,0.322688,baseline_dominates
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,47,3,accept_static_degree,ok,0,-0.0032370000000000454,0.009555000000000008,1.010031361562872,0.943419689119171,1.0100313615634242,122,122,0.325925,0.322688,variant_dominates
l2-n128-uniform-w1,main,2,128,uniform,1,accept_id,accept_id,,greedy,47,3,native,ok,0,0.13655299999999998,0.132716,0.5435605174315608,0.0,0.5435605174311956,122,122,0.162617,0.29917,baseline_dominates
l2-n128-uniform-w1,main,2,128,uniform,1,accept_id,accept_id,,greedy,47,3,accept_static_degree,ok,0,-0.02675500000000003,-0.02660399999999999,1.089430758431661,1.2004581211006962,1.0894307584315577,122,122,0.325925,0.29917,variant_dominates
l2-n128-uniform-w1,main,2,128,uniform,1,native,native,,native,47,3,accept_id,ok,0,-0.13655299999999998,-0.132716,1.8397215543270382,,1.839721554328274,122,122,0.29917,0.162617,variant_dominates
l2-n128-uniform-w1,main,2,128,uniform,1,native,native,,native,47,3,accept_static_degree,ok,0,-0.163308,-0.15932,2.0042492482335796,,2.0042492482347356,122,122,0.325925,0.162617,variant_dominates
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,71,1,native,ok,-2,0.148262,0.150357,0.5352142700398131,0.0,0.5267188054356693,126,124,0.170728,0.31899,baseline_dominates
