condition,suite,arity,n,distribution,workers,variant,policy,policy_k,implementation,baseline,metric,count,median,minimum,maximum,q1,q3,iqr
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,native,rate_ratio,5,0.3733260210037264,0.35102262991265176,0.394838497626467,0.3642983914755827,0.37647641413566235,0.012178022660079668
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_id,commit_delta,5,0,-3,2,-1.0,1.0,2.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_id,batch_delta_ms,5,0.141027,0.135208,0.15609999999999996,0.136716,0.14477399999999996,0.008057999999999954
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_id,selector_delta_ms,5,0.137103,0.127811,0.14900899999999997,0.13449100000000003,0.142964,0.00847299999999998
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_id,batch_speedup,5,0.6626438871293381,0.6366881957742364,0.6744251005321582,0.6494576271186442,0.6648854814971575,0.01542785437851335
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_id,selector_speedup,5,0.49067370024332707,0.46663445190156605,0.5148106671728196,0.4844075143987507,0.5032815160345546,0.01887400163580394
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_id,rate_ratio,5,0.6579111356346408,0.6359774170821433,0.6844911468078666,0.6376493066267178,0.6626438871317425,0.024994580505024677
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,commit_delta,5,-2,-4,0,-3.0,-1.0,2.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,batch_delta_ms,5,0.10747700000000004,0.10367599999999999,0.12489999999999996,0.10650400000000004,0.11698400000000003,0.01047999999999999
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,selector_delta_ms,5,0.10889600000000002,0.102599,0.12073499999999998,0.10265000000000002,0.11268499999999998,0.01003499999999996
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,batch_speedup,5,0.742303886105015,0.7074646861393536,0.7506757601700703,0.7151421440311682,0.7429001330028991,0.027757988971730985
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,selector_speedup,5,0.5955309918583229,0.5678389261744967,0.6158249170895133,0.5947457383298569,0.6131911913935977,0.01844545306374079
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,rate_ratio,5,0.7077800024452403,0.6775030838192103,0.7315458587689707,0.7074646861369632,0.7216744149187744,0.014209728781811148
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,native,commit_delta,5,5,5,7,5.0,6.0,1.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,native,batch_delta_ms,5,0.15775499999999998,0.15452999999999997,0.16264699999999999,0.15689399999999998,0.158294,0.0014000000000000123
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,native,selector_delta_ms,5,0.16219,0.160336,0.165375,0.161869,0.163964,0.0020949999999999858
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,native,batch_speedup,5,0.48244733546727003,0.4774307434260362,0.4857866481523132,0.4789493580050745,0.4831753812097914,0.004226023204716933
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,native,selector_speedup,5,0.0,0.0,0.0,0.0,0.0,0.0
