condition,suite,arity,n,distribution,workers,variant,policy,policy_k,implementation,metric,expected_seeds,count,median,minimum,maximum,q1,q3,iqr
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,selector_light_scans,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,selector_normalize_ms,5,5,0.095523,0.092819,0.096948,0.094552,0.096543,0.0019910000000000067
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,selector_profile_links,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,selector_profiles,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,selector_select_ms,5,5,0.004568,0.004474,0.004808,0.004539,0.004617,7.799999999999994e-05
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,selector_sort_ms,5,5,0.000187,0.00018,0.000199,0.000186,0.000194,8.000000000000005e-06
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,selector_subsets,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,selector_switch_ms,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,selector_switch_queries,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,selector_switch_remaining,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,selector_switch_round,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,selector_switches,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,selector_total_ms,5,5,0.134925,0.130837,0.136268,0.134317,0.135614,0.0012970000000000204
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,selector_tree_updates,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,selector_trim_key_visits,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,selector_trim_ms,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,commit_count,5,5,66,54,68,62.0,68.0,6.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,abort_count,5,5,62,60,74,60.0,66.0,6.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,batch_ms,5,5,0.413492,0.410749,0.426957,0.413,0.413778,0.0007780000000000009
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,selector_ms,5,5,0.269232,0.263425,0.279376,0.269185,0.277281,0.008095999999999992
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,effective_commits_per_second,5,5,160682.071046,130750.605327,164453.0003,145213.686624,164339.331719,19125.645095000014
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,ms_per_commit,5,5,0.00622346969697,0.00608076470588,0.00764814814815,0.00608497058824,0.00688640322581,0.0008014326375699998
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,peak_rss_kib,5,5,8136,8080,8216,8088.0,8152.0,64.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,runner_peak_rss_kib,5,5,8136,8080,8216,8088.0,8152.0,64.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,read_wall_ms,5,5,0.118971,0.116333,0.120616,0.118701,0.119011,0.0003100000000000047
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,commit_wall_ms,5,5,0.024273,0.021663,0.025461,0.023553,0.025068,0.001514999999999999
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,extract_ms,5,5,0.094798,0.091912,0.095905,0.093236,0.095832,0.002596000000000001
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,read_worker_ms,5,5,0.11716,0.114732,0.118851,0.116651,0.117242,0.0005909999999999943
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,commit_worker_ms,5,5,0.023225,0.020213,0.024412,0.022542,0.023899,0.0013570000000000006
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,reservation_worker_ms,5,5,0.016611,0.015916,0.017257,0.016263,0.016654,0.000390999999999999
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,dependency_worker_ms,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,apply_worker_ms,5,5,0.014963,0.012588,0.016002,0.014592,0.015124,0.0005319999999999995
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,sync_wait_ms,5,5,0.003032,0.002817,0.003133,0.003027,0.003096,6.899999999999962e-05
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,selector_B,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,selector_acceptance_key_visits,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,selector_build_ms,5,5,0.075278,0.072901,0.07935,0.074893,0.077187,0.0022940000000000044
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,selector_certificate_ms,5,5,0.020138,0.019536,0.021238,0.019934,0.020163,0.00022900000000000004
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,selector_count_ms,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,selector_degree_queries,5,5,334,312,436,331.0,385.0,54.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,selector_degree_requeries,5,5,257,231,348,248.0,295.0,47.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,selector_graph_bytes,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,selector_heavy_subsets,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,selector_heavy_updates,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,selector_incidences,5,5,249,231,270,243.0,264.0,21.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,selector_index_payload_bytes,5,5,33840,33584,34272,33680.0,34152.0,472.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,selector_initial_core_size,5,5,83,77,90,81.0,88.0,7.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,selector_initial_degree_evaluations,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,selector_kernel_ms,5,5,0.168877,0.162897,0.178653,0.166984,0.176625,0.00964100000000001
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,selector_light_scans,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,selector_normalize_ms,5,5,0.094798,0.091912,0.095905,0.093236,0.095832,0.002596000000000001
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,selector_profile_links,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,selector_profiles,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,selector_select_ms,5,5,0.038916,0.035898,0.047299,0.037254,0.044566,0.007311999999999999
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,selector_sort_ms,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,selector_subsets,5,5,162,153,178,158.0,164.0,6.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,selector_switch_ms,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,selector_switch_queries,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,selector_switch_remaining,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,selector_switch_round,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,selector_switches,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,selector_total_ms,5,5,0.269232,0.263425,0.279376,0.269185,0.277281,0.008095999999999992
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,selector_tree_updates,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,selector_trim_key_visits,5,5,768,768,768,768.0,768.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,selector_trim_ms,5,5,0.013883,0.013234,0.013972,0.013384,0.013944,0.0005599999999999997
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,commit_count,5,5,69,57,70,62.0,70.0,8.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,abort_count,5,5,59,58,71,58.0,66.0,8.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,batch_ms,5,5,0.304996,0.295712,0.307572,0.302057,0.306789,0.0047319999999999585
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,selector_ms,5,5,0.16219,0.160336,0.165375,0.161869,0.163964,0.0020949999999999858
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,effective_commits_per_second,5,5,224910.280356,192755.113083,229511.206704,205259.272257,227588.987294,22329.715036999987
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,ms_per_commit,5,5,0.0044462173913,0.00435708571429,0.00518792982456,0.00439388571429,0.00487188709677,0.0004780013824800004
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,peak_rss_kib,5,5,8176,8032,8192,8044.0,8188.0,144.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,runner_peak_rss_kib,5,5,8176,8032,8192,8044.0,8188.0,144.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,read_wall_ms,5,5,0.117401,0.114402,0.119019,0.117297,0.117623,0.00032600000000000684
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,commit_wall_ms,5,5,0.023907,0.021315,0.026994,0.02369,0.026113,0.0024230000000000015
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,extract_ms,5,5,0.095353,0.094096,0.097961,0.095095,0.097451,0.002355999999999997
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,read_worker_ms,5,5,0.115612,0.112209,0.117107,0.115353,0.115852,0.0004989999999999994
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,commit_worker_ms,5,5,0.022541,0.020221,0.025816,0.022487,0.025016,0.002529
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,reservation_worker_ms,5,5,0.016381,0.016019,0.016971,0.016161,0.016612,0.000451
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,dependency_worker_ms,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,apply_worker_ms,5,5,0.01447,0.012823,0.016718,0.014257,0.015665,0.0014079999999999978
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,sync_wait_ms,5,5,0.003074,0.002886,0.003476,0.00302,0.003147,0.00012699999999999994
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,selector_B,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,selector_acceptance_key_visits,5,5,335,299,339,315.0,339.0,24.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,selector_build_ms,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,selector_certificate_ms,5,5,0.002646,0.002355,0.002696,0.00251,0.002663,0.00015299999999999992
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,selector_count_ms,5,5,0.01712,0.016665,0.0174,0.017002,0.017376,0.00037399999999999933
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,selector_degree_queries,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,selector_degree_requeries,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,selector_graph_bytes,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,selector_heavy_subsets,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,selector_heavy_updates,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,selector_incidences,5,5,384,384,384,384.0,384.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,selector_index_payload_bytes,5,5,3336,3264,3456,3320.0,3424.0,104.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,selector_initial_core_size,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,selector_initial_degree_evaluations,5,5,128,128,128,128.0,128.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,selector_kernel_ms,5,5,0.059725,0.059472,0.060137,0.059576,0.059903,0.0003270000000000009
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,selector_light_scans,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,selector_normalize_ms,5,5,0.095353,0.094096,0.097961,0.095095,0.097451,0.002355999999999997
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,selector_profile_links,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,selector_profiles,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,selector_select_ms,5,5,0.00649,0.006328,0.00664,0.006388,0.006525,0.00013700000000000084
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,selector_sort_ms,5,5,0.009595,0.009094,0.010218,0.00937,0.009765,0.0003949999999999995
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,selector_subsets,5,5,293,284,306,292.0,303.0,11.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,selector_switch_ms,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,selector_switch_queries,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,selector_switch_remaining,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,selector_switch_round,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,selector_switches,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,selector_total_ms,5,5,0.16219,0.160336,0.165375,0.161869,0.163964,0.0020949999999999858
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,selector_tree_updates,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,selector_trim_key_visits,5,5,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_static_degree,accept_static_degree,,greedy,selector_trim_ms,5,5,0,0,0,0.0,0.0,0.0
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,commit_count,5,5,20,19,24,19.0,23.0,4.0
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,abort_count,5,5,12,8,13,9.0,13.0,4.0
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,batch_ms,5,5,0.086386,0.084618,0.08948,0.08521,0.087323,0.0021130000000000038
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,selector_ms,5,5,0.041875,0.041297,0.042698,0.041473,0.042096,0.0006229999999999986
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,effective_commits_per_second,5,5,236356.330804,219943.046327,268216.361198,222978.523647,263389.943085,40411.41943799998
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,ms_per_commit,5,5,0.0042309,0.00372833333333,0.00454663157895,0.00379665217391,0.00448473684211,0.0006880846682000004
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,peak_rss_kib,5,5,7980,7932,8060,7940.0,8048.0,108.0
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,runner_peak_rss_kib,5,5,7980,7932,8060,7940.0,8048.0,108.0
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,read_wall_ms,5,5,0.034762,0.033842,0.035998,0.034081,0.034995,0.0009139999999999981
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,commit_wall_ms,5,5,0.009666,0.008958,0.010003,0.009333,0.009941,0.0006080000000000009
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,extract_ms,5,5,0.029043,0.028497,0.029643,0.028609,0.029099,0.0004900000000000009
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,read_worker_ms,5,5,0.032975,0.031999,0.034179,0.032164,0.033119,0.0009550000000000045
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,commit_worker_ms,5,5,0.008478,0.007838,0.008924,0.00833,0.008701,0.0003709999999999998
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,reservation_worker_ms,5,5,0.004321,0.004253,0.004434,0.004308,0.004394,8.600000000000014e-05
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,dependency_worker_ms,5,5,0,0,0,0.0,0.0,0.0
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,apply_worker_ms,5,5,0.004934,0.004663,0.005297,0.004819,0.005096,0.00027699999999999947
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,sync_wait_ms,5,5,0.002944,0.002886,0.003176,0.002923,0.003138,0.00021500000000000035
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,selector_B,5,5,0,0,0,0.0,0.0,0.0
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,selector_acceptance_key_visits,5,5,92,89,104,89.0,101.0,12.0
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,selector_build_ms,5,5,0,0,0,0.0,0.0,0.0
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,selector_certificate_ms,5,5,0.001209,0.001139,0.001266,0.001202,0.001255,5.3000000000000096e-05
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,selector_count_ms,5,5,0,0,0,0.0,0.0,0.0
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,selector_degree_queries,5,5,0,0,0,0.0,0.0,0.0
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,selector_degree_requeries,5,5,0,0,0,0.0,0.0,0.0
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,selector_graph_bytes,5,5,0,0,0,0.0,0.0,0.0
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,selector_heavy_subsets,5,5,0,0,0,0.0,0.0,0.0
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,selector_heavy_updates,5,5,0,0,0,0.0,0.0,0.0
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,selector_incidences,5,5,0,0,0,0.0,0.0,0.0
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,selector_index_payload_bytes,5,5,0,0,0,0.0,0.0,0.0
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,selector_initial_core_size,5,5,0,0,0,0.0,0.0,0.0
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,selector_initial_degree_evaluations,5,5,0,0,0,0.0,0.0,0.0
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,selector_kernel_ms,5,5,0.01057,0.010123,0.011633,0.010146,0.011486,0.0013399999999999992
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,selector_light_scans,5,5,0,0,0,0.0,0.0,0.0
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,selector_normalize_ms,5,5,0.029043,0.028497,0.029643,0.028609,0.029099,0.0004900000000000009
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,selector_profile_links,5,5,0,0,0,0.0,0.0,0.0
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,selector_profiles,5,5,0,0,0,0.0,0.0,0.0
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,selector_select_ms,5,5,0.001803,0.001755,0.001856,0.001776,0.001847,7.099999999999988e-05
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,selector_sort_ms,5,5,0.00012,0.000117,0.000125,0.000117,0.000122,4.9999999999999996e-06
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,selector_subsets,5,5,0,0,0,0.0,0.0,0.0
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,selector_switch_ms,5,5,0,0,0,0.0,0.0,0.0
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,selector_switch_queries,5,5,0,0,0,0.0,0.0,0.0
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,selector_switch_remaining,5,5,0,0,0,0.0,0.0,0.0
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,selector_switch_round,5,5,0,0,0,0.0,0.0,0.0
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,selector_switches,5,5,0,0,0,0.0,0.0,0.0
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,selector_total_ms,5,5,0.041875,0.041297,0.042698,0.041473,0.042096,0.0006229999999999986
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,selector_tree_updates,5,5,0,0,0,0.0,0.0,0.0
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,selector_trim_key_visits,5,5,0,0,0,0.0,0.0,0.0
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,accept_id,accept_id,,greedy,selector_trim_ms,5,5,0,0,0,0.0,0.0,0.0
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,native,native,,native,commit_count,5,5,20,19,24,19.0,23.0,4.0
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,native,native,,native,abort_count,5,5,12,8,13,9.0,13.0,4.0
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,native,native,,native,batch_ms,5,5,0.044709,0.043621,0.04571,0.044162,0.044769,0.0006070000000000034
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,native,native,,native,selector_ms,5,5,0,0,0,0.0,0.0,0.0
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,native,native,,native,effective_commits_per_second,5,5,452878.039944,424970.363909,525049.223365,435570.023612,513748.352655,78178.329043
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,native,native,,native,ms_per_commit,5,5,0.0022081,0.00190458333333,0.00235310526316,0.00194647826087,0.00229584210526,0.0003493638443900001
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,native,native,,native,peak_rss_kib,5,5,7984,7940,8108,7980.0,8108.0,128.0
l2-n32-zipf-w1,smoke_parallel,2,32,zipf,1,native,native,,native,runner_peak_rss_kib,5,5,7984,7940,8108,7980.0,8108.0,128.0
