condition,suite,arity,n,distribution,workers,variant,policy,policy_k,implementation,baseline,seed,repetition,commit_delta,batch_delta_ms,extra_cost_us,eas_rate,baseline_rate,rate_ratio
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,11,3,-2,0.012131000000000003,0.1,386689.1611651818,408374.9270759059,0.9468974109992475
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,11,3,-2,0.012131000000000003,1,284487.8415861574,297352.14990324253,0.9567371269342725
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,11,3,-2,0.012131000000000003,10,78091.98606184004,79962.43035018467,0.9766084612466971
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,11,3,-2,0.012131000000000003,100,9459.964932520315,9621.44941790231,0.9832161997254254
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,11,3,-2,0.012131000000000003,1000,966.4255125860517,982.1058750664675,0.9840339388262446
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,11,3,-2,0.0011150000000000326,0,402766.0935911469,410749.91198216175,0.9805628238543322
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,11,3,-2,0.0011150000000000326,0.1,386689.1611651818,394297.0872085019,0.9807050919468318
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,11,3,-2,0.0011150000000000326,1,284487.8415861574,289817.73684549495,0.9816094925129479
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,11,3,-2,0.0011150000000000326,10,78091.98606184004,79407.29387505073,0.9834359320281036
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,11,3,-2,0.0011150000000000326,100,9459.964932520315,9613.36275734438,0.9840432709452401
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,11,3,-2,0.0011150000000000326,1000,966.4255125860517,982.021554656093,0.9841184320282022
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_id,29,1,0,0.013830000000000009,0,411329.18086731696,430778.067242405,0.9548517256238491
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_id,29,1,0,0.013830000000000009,0.1,394830.8494503704,412716.9220489103,0.9566626139055664
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_id,29,1,0,0.013830000000000009,1,290106.00381282176,299647.55739677616,0.9681574124386403
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_id,29,1,0,0.013830000000000009,10,79428.91868243813,80127.49174241682,0.991281730592237
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_id,29,1,0,0.013830000000000009,100,9613.679625194676,9623.834847661568,0.9989447842125678
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_id,29,1,0,0.013830000000000009,1000,982.0248610660844,982.1307238753967,0.999892211080726
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,29,1,0,-0.01658200000000004,0,411329.18086731696,390206.43778684817,1.0541322260090624
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,29,1,0,-0.01658200000000004,0.1,394830.8494503704,375328.4123608157,1.051960993218937
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,29,1,0,-0.01658200000000004,1,290106.00381282176,279437.39936926984,1.038178871073208
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,29,1,0,-0.01658200000000004,10,79428.91868243813,78607.22961920412,1.0104530978539061
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,29,1,0,-0.01658200000000004,100,9613.679625194676,9601.531855825226,1.0012651907582935
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,29,1,0,-0.01658200000000004,1000,982.0248610660844,981.897962940459,1.0001292375892556
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,29,1,0,0.005731000000000042,0,422499.79042669124,430778.067242405,0.9807829658814652
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,29,1,0,0.005731000000000042,0.1,405112.1292500603,412716.9220489103,0.9815738284703801
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,29,1,0,0.005731000000000042,1,295618.5113496393,299647.55739677616,0.9865540500909145
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,29,1,0,0.005731000000000042,10,79836.52521028371,80127.49174241682,0.9963687053493641
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,29,1,0,0.005731000000000042,100,9619.624033027376,9623.834847661568,0.9995624597989422
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,29,1,0,0.005731000000000042,1000,982.086852721462,982.1307238753967,0.9999553306368815
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,29,1,0,-0.02468100000000001,0,422499.79042669124,390206.43778684817,1.0827596613295332
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,29,1,0,-0.02468100000000001,0.1,405112.1292500603,375328.4123608157,1.0793537496985774
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,29,1,0,-0.02468100000000001,1,295618.5113496393,279437.39936926984,1.0579060355446068
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,29,1,0,-0.02468100000000001,10,79836.52521028371,78607.22961920412,1.0156384545929764
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,29,1,0,-0.02468100000000001,100,9619.624033027376,9601.531855825226,1.0018843011171361
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,29,1,0,-0.02468100000000001,1000,982.086852721462,981.897962940459,1.000192372108032
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_id,29,2,0,0.021048999999999984,0,409029.82022165525,439028.9793969972,0.9316692961440824
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_id,29,2,0,0.021048999999999984,0.1,392711.76826265565,420284.39243888366,0.9343953173796775
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_id,29,2,0,0.021048999999999984,1,288960.33904679783,303616.6526505011,0.9517275700270155
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_id,29,2,0,0.021048999999999984,10,79342.78981843095,80408.5776807486,0.9867453461675542
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_id,29,2,0,0.021048999999999984,100,9612.416679038202,9627.87719749611,0.9983941923914518
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_id,29,2,0,0.021048999999999984,1000,982.0116814809884,982.1728074280201,0.9998359494929883
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,29,2,0,-0.001933000000000018,0,409029.82022165525,406479.14858748496,1.0062750368451465
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,29,2,0,-0.001933000000000018,0.1,392711.76826265565,390359.9676558884,1.0060246972067597
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,29,2,0,-0.001933000000000018,1,288960.33904679783,287685.025994397,1.0044330185347419
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,29,2,0,-0.001933000000000018,10,79342.78981843095,79246.32966850506,1.0012172191485635
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,29,2,0,-0.001933000000000018,100,9612.416679038202,9610.999376886874,1.0001474666780998
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,29,2,0,-0.001933000000000018,1000,982.0116814809884,981.9968873971992,1.000015065306193
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,29,2,0,0.018069,0,413025.37811489974,439028.9793969972,0.9407701939908085
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,29,2,0,0.018069,0.1,396393.4488117635,420284.39243888366,0.9431552918525417
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,29,2,0,0.018069,1,290948.72375111416,303616.6526505011,0.958276567543977
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,29,2,0,0.018069,10,79491.95806357589,80408.5776807486,0.9886004746805493
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,29,2,0,0.018069,100,9614.602475103902,9627.87719749611,0.9986212202212489
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,29,2,0,0.018069,1000,982.0344895812609,982.1728074280201,0.9998591715778394
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,29,2,0,-0.004913000000000001,0,413025.37811489974,406479.14858748496,1.0161047117672897
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,29,2,0,-0.004913000000000001,0.1,396393.4488117635,390359.9676558884,1.0154561985239063
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,29,2,0,-0.004913000000000001,1,290948.72375111416,287685.025994397,1.0113446911094384
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,29,2,0,-0.004913000000000001,10,79491.95806357589,79246.32966850506,1.0030995554759232
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,29,2,0,-0.004913000000000001,100,9614.602475103902,9610.999376886874,1.0003748931901602
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,29,2,0,-0.004913000000000001,1000,982.0344895812609,981.9968873971992,1.0000382915511692
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_id,29,3,0,0.016019000000000005,0,409243.7111259074,431704.96049556986,0.9479708332656673
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_id,29,3,0,0.016019000000000005,0.1,392908.9293231676,413567.64456815005,0.9500475544537474
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_id,29,3,0,0.016019000000000005,1,289067.070442892,300095.74483287527,0.9632494809410738
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_id,29,3,0,0.016019000000000005,10,79350.8346007425,80159.5046906034,0.98991173794072
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_id,29,3,0,0.016019000000000005,100,9612.534745307881,9624.296490660689,0.9987779111580549
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_id,29,3,0,0.016019000000000005,1000,982.0129137036278,982.1355314919186,0.9998751518661537
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,29,3,0,-0.0019589999999999885,0,409243.7111259074,406656.2528240018,1.0063627653182194
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,29,3,0,-0.0019589999999999885,0.1,392908.9293231676,390523.3012236397,1.0061087983535244
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,29,3,0,-0.0019589999999999885,1,289067.070442892,287773.72762901854,1.0044943046904573
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,29,3,0,-0.0019589999999999885,10,79350.8346007425,79253.05879067381,1.001233716547483
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,29,3,0,-0.0019589999999999885,100,9612.534745307881,9611.098347165687,1.000149452028302
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,29,3,0,-0.0019589999999999885,1000,982.0129137036278,981.9979205960223,1.0000152679626821
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,29,3,0,0.011947999999999959,0,414727.43191557995,431704.96049556986,0.9606733066942275
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,29,3,0,0.011947999999999959,0.1,397960.9240273646,413567.64456815005,0.9622631974581036
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,29,3,0,0.011947999999999959,1,291792.2994622685,300095.74483287527,0.9723306794128953
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,29,3,0,0.011947999999999959,10,79554.79620713038,80159.5046906034,0.9924561848802952
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,29,3,0,0.011947999999999959,100,9615.521099429525,9624.296490660689,0.9990882043960637
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,29,3,0,0.011947999999999959,1000,982.0440723609355,982.1355314919186,0.9999068772811384
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,29,3,0,-0.006030000000000035,0,414727.43191557995,406656.2528240018,1.01984766995596
