condition,suite,arity,n,distribution,workers,variant,policy,policy_k,implementation,metric,expected_seeds,count,median,minimum,maximum,q1,q3,iqr
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,commit_wall_ms,5,5,0.031969,0.028952,0.032556,0.030668,0.031994,0.0013260000000000008
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,extract_ms,5,5,0.096287,0.095475,0.098209,0.095813,0.097563,0.0017500000000000016
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,read_worker_ms,5,5,0.1233,0.12026,0.125562,0.120431,0.123638,0.0032070000000000015
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,commit_worker_ms,5,5,0.030927,0.027934,0.031501,0.029593,0.030952,0.001358999999999999
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,reservation_worker_ms,5,5,0.017486,0.017295,0.018383,0.017315,0.017638,0.00032300000000000037
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,dependency_worker_ms,5,5,0,0,0,0.0,0.0,0.0
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,apply_worker_ms,5,5,0.020771,0.018509,0.021851,0.020185,0.021115,0.0009299999999999968
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,sync_wait_ms,5,5,0.003061,0.002755,0.003116,0.003045,0.003077,3.199999999999991e-05
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,selector_B,5,5,0,0,0,0.0,0.0,0.0
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,selector_acceptance_key_visits,5,5,0,0,0,0.0,0.0,0.0
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,selector_build_ms,5,5,0.008546,0.008489,0.016759,0.008489,0.008995,0.0005059999999999995
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,selector_certificate_ms,5,5,0.004129,0.004049,0.005806,0.00412,0.004218,9.8e-05
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,selector_count_ms,5,5,0,0,0,0.0,0.0,0.0
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,selector_degree_queries,5,5,6,4,16,4.0,6.0,2.0
l2-n128-uniform-w1,main,2,128,uniform,1,eas_k2_adaptive,eas,2,adaptive,selector_degree_requeries,5,5,2,0,4,0.0,2.0,2.0
