condition,suite,arity,n,distribution,workers,variant,policy,policy_k,implementation,seed,repetition,baseline,status,commit_delta,batch_delta_ms,selector_delta_ms,batch_speedup,selector_speedup,rate_ratio,baseline_commits,commits,baseline_batch_ms,batch_ms,quality_cost
l2-n8192-uniform-w1,main,2,8192,uniform,1,accept_static_degree,accept_static_degree,,greedy,11,2,native,ok,1088,8.773215999999998,9.157518,0.482828019880184,0.0,0.700530831994866,2413,3501,8.190611,16.963827,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,accept_static_degree,accept_static_degree,,greedy,11,2,accept_id,ok,397,1.9859439999999982,1.8752629999999995,0.8829306618135165,0.7952214781341408,0.9958570383396279,3104,3501,14.977883,16.963827,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,accept_id,accept_id,,greedy,11,2,native,ok,691,6.787272,7.282255,0.5468470410671522,0.0,0.7034451783991472,2413,3104,8.190611,14.977883,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,accept_id,accept_id,,greedy,11,2,accept_static_degree,ok,-397,-1.9859439999999982,-1.8752629999999995,1.1325917688100513,1.2575113065939052,1.0041601971978624,3501,3104,16.963827,14.977883,tradeoff_or_tie
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_graph,eas,1,graph,11,2,native,ok,972,33.48211499999999,33.877605,0.1965460814826465,0.0,0.27571839445499174,2413,3385,8.190611,41.672726,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_graph,eas,1,graph,11,2,accept_id,ok,281,26.694843,26.595350000000003,0.35941692415322196,0.21495778701003213,0.39195434544373864,3104,3385,14.977883,41.672726,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_graph,eas,1,graph,11,2,accept_static_degree,ok,-116,24.708899,24.720087000000003,0.40707264986696573,0.2703118476055199,0.3935849528133437,3501,3385,16.963827,41.672726,baseline_dominates
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_adaptive,eas,1,adaptive,11,2,native,ok,972,21.085404999999998,21.65086,0.2797720495848889,0.0,0.39246928630054,2413,3385,8.190611,29.276016,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_adaptive,eas,1,adaptive,11,2,accept_id,ok,281,14.298132999999998,14.368605000000002,0.5116093323627094,0.33634945678832157,0.5579244813273082,3104,3385,14.977883,29.276016,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_adaptive,eas,1,adaptive,11,2,accept_static_degree,ok,-116,12.312189,12.493342000000002,0.5794445186804106,0.4229632448780325,0.5602455571911449,3501,3385,16.963827,29.276016,baseline_dominates
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_adaptive,eas,1,adaptive,11,2,eas_k1_graph,ok,0,-12.396709999999999,-12.226745000000001,1.423442520321071,1.564723295056178,1.4234425203161654,3385,3385,41.672726,29.276016,variant_dominates
l2-n8192-uniform-w1,main,2,8192,uniform,1,native,native,,native,11,2,accept_id,ok,-691,-6.787272,-7.282255,1.8286649188931081,,1.4215748870092935,3104,2413,14.977883,8.190611,tradeoff_or_tie
l2-n8192-uniform-w1,main,2,8192,uniform,1,native,native,,native,11,2,accept_static_degree,ok,-1088,-8.773215999999998,-9.157518,2.0711308350500346,,1.427488918870781,3501,2413,16.963827,8.190611,tradeoff_or_tie
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k2_adaptive,eas,2,adaptive,11,2,native,ok,969,20.615949,21.114508,0.28433145089174133,0.0,0.3985117973140341,2413,3382,8.190611,28.80656,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k2_adaptive,eas,2,adaptive,11,2,accept_id,ok,278,13.828677,13.832253000000001,0.5199469495837059,0.3448934258851781,0.5665143632385684,3104,3382,14.977883,28.80656,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k2_adaptive,eas,2,adaptive,11,2,accept_static_degree,ok,-119,11.842733000000003,11.956990000000001,0.5888876353164001,0.4337073826205185,0.5688711747050623,3501,3382,16.963827,28.80656,baseline_dominates
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_lazy,eas,1,lazy,11,2,native,ok,972,20.98124,21.584611,0.2807710419198288,0.0,0.39387069080004433,2413,3385,8.190611,29.171851,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_lazy,eas,1,lazy,11,2,accept_id,ok,281,14.193968,14.302356,0.5134361545998573,0.33738180410107926,0.5599166827703453,3104,3385,14.977883,29.171851,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_lazy,eas,1,lazy,11,2,accept_static_degree,ok,-116,12.208024000000002,12.427093,0.5815135625092833,0.4242614332961572,0.562246046585043,3501,3385,16.963827,29.171851,baseline_dominates
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_lazy,eas,1,lazy,11,2,eas_k1_graph,ok,0,-12.500874999999997,-12.292994000000004,1.4285252588188524,1.5695258533962,1.4285252588192472,3385,3385,41.672726,29.171851,variant_dominates
l2-n8192-uniform-w1,main,2,8192,uniform,1,accept_id,accept_id,,greedy,11,3,native,ok,691,6.193425000000001,7.076354,0.5765635495664568,0.0,0.7416714703081404,2413,3104,8.43315,14.626575,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,accept_id,accept_id,,greedy,11,3,accept_static_degree,ok,-397,-2.7858590000000003,-2.300597999999999,1.1904655737929077,1.3251106431362816,1.0554713342060091,3501,3104,17.412434,14.626575,tradeoff_or_tie
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_adaptive,eas,1,adaptive,11,3,native,ok,972,21.159772000000004,21.792421,0.2849718591492925,0.0,0.3997636731124701,2413,3385,8.43315,29.592922,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_adaptive,eas,1,adaptive,11,3,accept_id,ok,281,14.966347,14.716067,0.49425923536715977,0.32471628553798587,0.5390037086722256,3104,3385,14.626575,29.592922,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_adaptive,eas,1,adaptive,11,3,accept_static_degree,ok,-116,12.180488,12.415469000000002,0.5883986042338097,0.43028500596606495,0.568902963534261,3501,3385,17.412434,29.592922,baseline_dominates
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_adaptive,eas,1,adaptive,11,3,eas_k1_graph,ok,0,-11.445898999999997,-11.587498,1.38677826407274,1.5317214640814805,1.386778264074381,3385,3385,41.038821,29.592922,variant_dominates
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_graph,eas,1,graph,11,3,native,ok,972,32.605671,33.379919,0.20549201450012416,0.0,0.2882679109333288,2413,3385,8.43315,41.038821,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_graph,eas,1,graph,11,3,accept_id,ok,281,26.412245999999996,26.303565,0.35640826523744434,0.2119943430659613,0.38867331759918294,3104,3385,14.626575,41.038821,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_graph,eas,1,graph,11,3,accept_static_degree,ok,-116,23.626386999999998,24.002967,0.42429176998042906,0.2809159602813895,0.4102335450966856,3501,3385,17.412434,41.038821,baseline_dominates
l2-n8192-uniform-w1,main,2,8192,uniform,1,accept_static_degree,accept_static_degree,,greedy,11,3,native,ok,1088,8.979284000000002,9.376952,0.48431770078783926,0.0,0.7026921966251897,2413,3501,8.43315,17.412434,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,accept_static_degree,accept_static_degree,,greedy,11,3,accept_id,ok,397,2.7858590000000003,2.300597999999999,0.8400074911985309,0.75465396431591,0.9474440163287445,3104,3501,14.626575,17.412434,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_profile,eas,1,profile,11,3,native,ok,972,27.890044000000003,28.576827,0.23216983616583936,0.0,0.32569204120195566,2413,3385,8.43315,36.323194,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_profile,eas,1,profile,11,3,accept_id,ok,281,21.696619,21.500473,0.40267865760924,0.2476256023805582,0.439132492269982,3104,3385,14.626575,36.323194,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_profile,eas,1,profile,11,3,accept_static_degree,ok,-116,18.91076,19.199875000000002,0.47937507918494177,0.32813132122751065,0.46349175750940796,3501,3385,17.412434,36.323194,baseline_dominates
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_profile,eas,1,profile,11,3,eas_k1_graph,ok,0,-4.715626999999998,-4.8030919999999995,1.1298241283517083,1.1680764627927376,1.1298241283514985,3385,3385,41.038821,36.323194,variant_dominates
l2-n8192-uniform-w1,main,2,8192,uniform,1,native,native,,native,11,3,accept_id,ok,-691,-6.193425000000001,-7.076354,1.7344141868696752,,1.34830587400717,3104,2413,14.626575,8.43315,tradeoff_or_tie
l2-n8192-uniform-w1,main,2,8192,uniform,1,native,native,,native,11,3,accept_static_degree,ok,-1088,-8.979284000000002,-9.376952,2.0647603801663674,,1.423098199756147,3501,2413,17.412434,8.43315,tradeoff_or_tie
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k2_adaptive,eas,2,adaptive,11,3,native,ok,969,20.722962000000003,21.4556,0.28924124039583876,0.0,0.40539323457113025,2413,3382,8.43315,29.156112,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k2_adaptive,eas,2,adaptive,11,3,accept_id,ok,278,14.529537,14.379246,0.5016641107703249,0.3298138481328884,0.5465940794550215,3104,3382,14.626575,29.156112,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k2_adaptive,eas,2,adaptive,11,3,accept_static_degree,ok,-119,11.743678,12.078648000000001,0.5972138534795037,0.4370398404146236,0.5769143823114969,3501,3382,17.412434,29.156112,baseline_dominates
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_lazy,eas,1,lazy,11,3,native,ok,972,21.214347000000004,21.748517,0.2844472840321056,0.0,0.3990277896599053,2413,3385,8.43315,29.647497,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_lazy,eas,1,lazy,11,3,accept_id,ok,281,15.020922,14.672163,0.49334940484183204,0.3253717943159067,0.5380115126905478,3104,3385,14.626575,29.647497,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_lazy,eas,1,lazy,11,3,accept_static_degree,ok,-116,12.235063,12.371565,0.5873154823154211,0.43115362762435705,0.5678557291176858,3501,3385,17.412434,29.647497,baseline_dominates
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_lazy,eas,1,lazy,11,3,eas_k1_graph,ok,0,-11.391323999999997,-11.631402000000001,1.3842254879054376,1.5348135691274951,1.3842254879079943,3385,3385,41.038821,29.647497,variant_dominates
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_graph,eas,1,graph,29,1,native,ok,983,33.140208,33.651646,0.19843943862185276,0.0,0.2803655067297228,2381,3364,8.204401,41.344609,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_graph,eas,1,graph,29,1,accept_id,ok,289,26.411196999999998,26.439228,0.36119369274964,0.21432586091034003,0.3951400268009178,3075,3364,14.933412,41.344609,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_graph,eas,1,graph,29,1,accept_static_degree,ok,-118,24.476087,24.522264999999997,0.4079981020016418,0.27129077133403817,0.3941716298491461,3482,3364,16.868522,41.344609,baseline_dominates
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_adaptive,eas,1,adaptive,29,1,native,ok,983,21.248618,21.804948,0.27855891445287834,0.0,0.39356244780252037,2381,3364,8.204401,29.453019,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_adaptive,eas,1,adaptive,29,1,accept_id,ok,289,14.519607,14.59253,0.5070248316479883,0.33076978674748503,0.5546769215174505,3075,3364,14.933412,29.453019,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_adaptive,eas,1,adaptive,29,1,accept_static_degree,ok,-118,12.584497000000002,12.675567,0.5727264155840865,0.41868391522878207,0.553317536480292,3482,3364,16.868522,29.453019,baseline_dominates
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_adaptive,eas,1,adaptive,29,1,eas_k1_graph,ok,0,-11.891589999999997,-11.846698,1.40374774484069,1.5433031988886192,1.4037477448391016,3364,3364,41.344609,29.453019,variant_dominates
l2-n8192-uniform-w1,main,2,8192,uniform,1,accept_static_degree,accept_static_degree,,greedy,29,1,native,ok,1101,8.664120999999998,9.129381,0.48637343568096847,0.0,0.7112777417213456,2381,3482,8.204401,16.868522,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,accept_static_degree,accept_static_degree,,greedy,29,1,accept_id,ok,407,1.935109999999998,1.916963,0.8852827769972972,0.7900226751408447,1.0024567900844163,3075,3482,14.933412,16.868522,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,native,native,,native,29,1,accept_id,ok,-694,-6.729011,-7.212418,1.8201709058345636,,1.4093746103433458,3075,2381,14.933412,8.204401,tradeoff_or_tie
l2-n8192-uniform-w1,main,2,8192,uniform,1,native,native,,native,29,1,accept_static_degree,ok,-1101,-8.664120999999998,-9.129381,2.0560333411299614,,1.405920558655364,3482,2381,16.868522,8.204401,tradeoff_or_tie
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k2_adaptive,eas,2,adaptive,29,1,native,ok,981,20.713741,21.22846,0.2837112080022292,0.0,0.40060356207709114,2381,3362,8.204401,28.918142,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k2_adaptive,eas,2,adaptive,29,1,accept_id,ok,287,13.984729999999999,14.016041999999999,0.5164028864648358,0.3397522947967022,0.5646004892045567,3075,3362,14.933412,28.918142,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k2_adaptive,eas,2,adaptive,29,1,accept_static_degree,ok,-120,12.04962,12.099078999999998,0.5833197029048408,0.4300538522342177,0.5632167837947528,3482,3362,16.868522,28.918142,baseline_dominates
l2-n8192-uniform-w1,main,2,8192,uniform,1,accept_id,accept_id,,greedy,29,1,native,ok,694,6.729011,7.212418,0.5493989585233435,0.0,0.7095345642393716,2381,3075,8.204401,14.933412,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,accept_id,accept_id,,greedy,29,1,accept_static_degree,ok,-407,-1.935109999999998,-1.916963,1.1295825763060712,1.265786453308724,0.9975492309407076,3482,3075,16.868522,14.933412,tradeoff_or_tie
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_lazy,eas,1,lazy,29,1,native,ok,983,21.448505,21.999528,0.2766811792409149,0.0,0.3909094863370047,2381,3364,8.204401,29.652906,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_lazy,eas,1,lazy,29,1,accept_id,ok,289,14.719494000000001,14.787110000000002,0.5036070326463112,0.3278442155668067,0.5509379049857334,3075,3364,14.933412,29.652906,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_lazy,eas,1,lazy,29,1,accept_static_degree,ok,-118,12.784384000000003,12.870147000000001,0.5688657293824759,0.414980766860089,0.549587683414603,3482,3364,16.868522,29.652906,baseline_dominates
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_lazy,eas,1,lazy,29,1,eas_k1_graph,ok,0,-11.691702999999997,-11.652117999999998,1.3942852346410837,1.5296530907390375,1.39428523464496,3364,3364,41.344609,29.652906,variant_dominates
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_profile,eas,1,profile,29,1,native,ok,983,28.618387000000002,29.164284,0.2228077080964103,0.0,0.31479425872971395,2381,3364,8.204401,36.822788,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_profile,eas,1,profile,29,1,accept_id,ok,289,21.889376000000002,21.951866,0.4055481078727662,0.24730310540111325,0.44366303573551297,3075,3364,14.933412,36.822788,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_profile,eas,1,profile,29,1,accept_static_degree,ok,-118,19.954266000000004,20.034903,0.45810007650697165,0.31303292067790867,0.44257572009478063,3482,3364,16.868522,36.822788,baseline_dominates
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_profile,eas,1,profile,29,1,eas_k1_graph,ok,0,-4.521820999999996,-4.487362000000001,1.1227995283790027,1.1538649808786665,1.1227995283784358,3364,3364,41.344609,36.822788,variant_dominates
l2-n8192-uniform-w1,main,2,8192,uniform,1,accept_id,accept_id,,greedy,29,2,native,ok,694,6.406727999999999,7.236102,0.570346608266555,0.0,0.7365879128156171,2381,3075,8.504659,14.911387,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,accept_id,accept_id,,greedy,29,2,accept_static_degree,ok,-407,-2.042719,-1.9293050000000003,1.1369905428649931,1.2666221399311397,1.004091303645948,3482,3075,16.954106,14.911387,tradeoff_or_tie
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_adaptive,eas,1,adaptive,29,2,native,ok,983,20.814118,21.704571,0.29007550349047645,0.0,0.40983368069888765,2381,3364,8.504659,29.318777,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_adaptive,eas,1,adaptive,29,2,accept_id,ok,289,14.407390000000001,14.468469000000002,0.508595123186755,0.3333906945223658,0.5563947949298991,3075,3364,14.911387,29.318777,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_adaptive,eas,1,adaptive,29,2,accept_static_degree,ok,-118,12.364671000000001,12.539164000000001,0.5782678452105966,0.42228003492904786,0.5586711749829822,3482,3364,16.954106,29.318777,baseline_dominates
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_adaptive,eas,1,adaptive,29,2,eas_k1_graph,ok,0,-12.301913000000003,-12.12576,1.419591615298278,1.5586731016245379,1.4195916153021295,3364,3364,41.62069,29.318777,variant_dominates
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_graph,eas,1,graph,29,2,native,ok,983,33.11603100000001,33.830331,0.20433728993921052,0.0,0.2886982962432216,2381,3364,8.504659,41.62069,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_graph,eas,1,graph,29,2,accept_id,ok,289,26.709303000000006,26.594229000000002,0.35826861592155246,0.21389391667495064,0.3919400403132716,3075,3364,14.911387,41.62069,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_graph,eas,1,graph,29,2,accept_static_degree,ok,-118,24.666584000000004,24.664924,0.4073480281081356,0.27092277045707885,0.39354358602919837,3482,3364,16.954106,41.62069,baseline_dominates
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_profile,eas,1,profile,29,2,native,ok,983,28.093950000000003,28.958233,0.23237656381967958,0.0,0.32831363321642587,2381,3364,8.504659,36.598609,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_profile,eas,1,profile,29,2,accept_id,ok,289,21.687222000000006,21.722131,0.40743042993792467,0.24988064706848653,0.44572226546786875,3075,3364,14.911387,36.598609,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_profile,eas,1,profile,29,2,accept_static_degree,ok,-118,19.644503000000004,19.792825999999998,0.4632445457148385,0.3165043599172643,0.44754585059765767,3482,3364,16.954106,36.598609,baseline_dominates
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_profile,eas,1,profile,29,2,eas_k1_graph,ok,0,-5.022081,-4.872098000000001,1.1372205429993254,1.1682456937203316,1.1372205429983877,3364,3364,41.62069,36.598609,variant_dominates
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_lazy,eas,1,lazy,29,2,native,ok,983,21.036547,21.973773,0.28789139481983234,0.0,0.4067478589570188,2381,3364,8.504659,29.541206,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_lazy,eas,1,lazy,29,2,accept_id,ok,289,14.629819,14.737671000000002,0.5047656822135156,0.32930630529404303,0.552205448772869,3075,3364,14.911387,29.541206,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_lazy,eas,1,lazy,29,2,accept_static_degree,ok,-118,12.5871,12.808366000000001,0.5739138070395636,0.41710665710435796,0.5544646889387459,3482,3364,16.954106,29.541206,baseline_dominates
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_lazy,eas,1,lazy,29,2,eas_k1_graph,ok,0,-12.079484000000004,-11.856558,1.408902872821103,1.5395777047482924,1.408902872825904,3364,3364,41.62069,29.541206,variant_dominates
l2-n8192-uniform-w1,main,2,8192,uniform,1,accept_static_degree,accept_static_degree,,greedy,29,2,native,ok,1101,8.449447,9.165407,0.5016282781292036,0.0,0.7335865873362298,2381,3482,8.504659,16.954106,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,accept_static_degree,accept_static_degree,,greedy,29,2,accept_id,ok,407,2.042719,1.9293050000000003,0.8795147912841881,0.7895014373066029,0.9959253669152475,3075,3482,14.911387,16.954106,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,native,native,,native,29,2,accept_id,ok,-694,-6.406727999999999,-7.236102,1.7533197980071864,,1.3576111996971096,3075,2381,14.911387,8.504659,tradeoff_or_tie
l2-n8192-uniform-w1,main,2,8192,uniform,1,native,native,,native,29,2,accept_static_degree,ok,-1101,-8.449447,-9.165407,1.9935080289521308,,1.3631655993482104,3482,2381,16.954106,8.504659,tradeoff_or_tie
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k2_adaptive,eas,2,adaptive,29,2,native,ok,981,20.564205,21.283179,0.2925693621876658,0.0,0.41311137995652586,2381,3362,8.504659,29.068864,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k2_adaptive,eas,2,adaptive,29,2,accept_id,ok,287,14.157477000000002,14.047077000000002,0.5129676550139696,0.33999159618025104,0.5608446361513075,3075,3362,14.911387,29.068864,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k2_adaptive,eas,2,adaptive,29,2,accept_static_degree,ok,-120,12.114758000000002,12.117772,0.5832393725465157,0.43064088311243354,0.5631392218560038,3482,3362,16.954106,29.068864,baseline_dominates
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_profile,eas,1,profile,29,3,native,ok,983,28.491933000000003,28.967925,0.22528624125576358,0.0,0.318296058623857,2381,3364,8.285435,36.777368,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_profile,eas,1,profile,29,3,accept_id,ok,289,22.157890000000002,21.886191,0.39751289434306447,0.24446811430228432,0.4348726427871925,3075,3364,14.619478,36.777368,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_profile,eas,1,profile,29,3,accept_static_degree,ok,-118,19.573536000000004,19.714239,0.467783121402271,0.3194459389134707,0.45193062044710186,3482,3364,17.203832,36.777368,baseline_dominates
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_profile,eas,1,profile,29,3,eas_k1_graph,ok,0,-4.396518,-4.395096000000002,1.1195441174583238,1.1517228451813515,1.1195441174584673,3364,3364,41.173886,36.777368,variant_dominates
l2-n8192-uniform-w1,main,2,8192,uniform,1,accept_id,accept_id,,greedy,29,3,native,ok,694,6.334043000000001,7.081734,0.566739455403264,0.0,0.7319293680647027,2381,3075,8.285435,14.619478,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,accept_id,accept_id,,greedy,29,3,accept_static_degree,ok,-407,-2.5843539999999976,-2.171952,1.1767747111080162,1.3066977663945016,1.0392252259203547,3482,3075,17.203832,14.619478,tradeoff_or_tie
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k2_adaptive,eas,2,adaptive,29,3,native,ok,981,20.926095,21.549276,0.28363577669502416,0.0,0.40049705218389714,2381,3362,8.285435,29.21153,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k2_adaptive,eas,2,adaptive,29,3,accept_id,ok,287,14.592051999999999,14.467541999999998,0.5004694379239979,0.3286297878406681,0.5471799187985215,3075,3362,14.619478,29.21153,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k2_adaptive,eas,2,adaptive,29,3,accept_static_degree,ok,-120,12.007698000000001,12.295589999999999,0.5889397782314038,0.4294198097420999,0.5686431747324748,3482,3362,17.203832,29.21153,baseline_dominates
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_adaptive,eas,1,adaptive,29,3,native,ok,983,21.244567,21.900783,0.2805768519758312,0.0,0.3964134943496744,2381,3364,8.285435,29.530002,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_adaptive,eas,1,adaptive,29,3,accept_id,ok,289,14.910523999999999,14.819049,0.49507202877940887,0.3233552882561322,0.5416007495338422,3075,3364,14.619478,29.530002,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_adaptive,eas,1,adaptive,29,3,accept_static_degree,ok,-118,12.326170000000001,12.647097,0.5825882436445483,0.4225276329161382,0.5628451612929406,3482,3364,17.203832,29.530002,baseline_dominates
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_adaptive,eas,1,adaptive,29,3,eas_k1_graph,ok,0,-11.643884000000003,-11.462238000000003,1.3943069153872731,1.5233711507026941,1.3943069153890848,3364,3364,41.173886,29.530002,variant_dominates
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_graph,eas,1,graph,29,3,native,ok,983,32.888451,33.363021,0.20123033808370672,0.0,0.2843086338986236,2381,3364,8.285435,41.173886,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_graph,eas,1,graph,29,3,accept_id,ok,289,26.554408000000002,26.281287000000003,0.3550667527471174,0.2122629722290436,0.3884372540623218,3075,3364,14.619478,41.173886,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_graph,eas,1,graph,29,3,accept_static_degree,ok,-118,23.970054000000005,24.109335,0.4178335753880505,0.2773635516999495,0.40367379310879864,3482,3364,17.203832,41.173886,baseline_dominates
l2-n8192-uniform-w1,main,2,8192,uniform,1,accept_static_degree,accept_static_degree,,greedy,29,3,native,ok,1101,8.918396999999999,9.253686,0.48160404030915904,0.0,0.7043029266504709,2381,3482,8.285435,17.203832,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,accept_static_degree,accept_static_degree,,greedy,29,3,accept_id,ok,407,2.5843539999999976,2.171952,0.8497803280106433,0.7652879079752652,0.9622553177675068,3075,3482,14.619478,17.203832,extra_commits_extra_time
l2-n8192-uniform-w1,main,2,8192,uniform,1,native,native,,native,29,3,accept_id,ok,-694,-6.334043000000001,-7.081734,1.764479233739689,,1.3662520505825637,3075,2381,14.619478,8.285435,tradeoff_or_tie
l2-n8192-uniform-w1,main,2,8192,uniform,1,native,native,,native,29,3,accept_static_degree,ok,-1101,-8.918396999999999,-9.253686,2.0763945405401163,,1.4198435959308127,3482,2381,17.203832,8.285435,tradeoff_or_tie
