condition,suite,arity,n,distribution,workers,variant,policy,policy_k,implementation,baseline,metric,count,median,minimum,maximum,q1,q3,iqr
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,rate_ratio,5,0.5605482321528988,0.5456678099401187,0.566902053592123,0.5515131816245729,0.5622453509548836,0.010732169330310737
l2-n512-zipf-w1,main,2,512,zipf,1,accept_id,accept_id,,greedy,native,commit_delta,5,25,19,30,23.0,27.0,4.0
l2-n512-zipf-w1,main,2,512,zipf,1,accept_id,accept_id,,greedy,native,batch_delta_ms,5,0.4398810000000001,0.43736099999999994,0.45906299999999994,0.4391610000000001,0.447439,0.008277999999999897
l2-n512-zipf-w1,main,2,512,zipf,1,accept_id,accept_id,,greedy,native,selector_delta_ms,5,0.453378,0.448251,0.466451,0.451059,0.462525,0.011466000000000032
l2-n512-zipf-w1,main,2,512,zipf,1,accept_id,accept_id,,greedy,native,batch_speedup,5,0.5249133166484176,0.5129754600901562,0.5257343293220919,0.5245206647007572,0.5257102254348472,0.001189560734090045
l2-n512-zipf-w1,main,2,512,zipf,1,accept_id,accept_id,,greedy,native,selector_speedup,5,0.0,0.0,0.0,0.0,0.0,0.0
l2-n512-zipf-w1,main,2,512,zipf,1,accept_id,accept_id,,greedy,native,rate_ratio,5,0.6079642062841665,0.5956463167620152,0.6417051372606127,0.6002161845934977,0.6202102454219036,0.019994060828405935
l2-n512-zipf-w1,main,2,512,zipf,1,accept_id,accept_id,,greedy,accept_static_degree,commit_delta,5,-9,-10,-6,-9.0,-6.0,3.0
l2-n512-zipf-w1,main,2,512,zipf,1,accept_id,accept_id,,greedy,accept_static_degree,batch_delta_ms,5,-0.11550000000000005,-0.143196,-0.0960089999999999,-0.1330969999999999,-0.11480800000000013,0.018288999999999778
l2-n512-zipf-w1,main,2,512,zipf,1,accept_id,accept_id,,greedy,accept_static_degree,selector_delta_ms,5,-0.11850500000000003,-0.12503199999999998,-0.10038699999999995,-0.12406600000000001,-0.11246899999999999,0.011597000000000024
l2-n512-zipf-w1,main,2,512,zipf,1,accept_id,accept_id,,greedy,accept_static_degree,batch_speedup,5,1.1237954063865567,1.1014404246574327,1.1572657833032227,1.1236865948371988,1.1469840533616042,0.023297458524405457
l2-n512-zipf-w1,main,2,512,zipf,1,accept_id,accept_id,,greedy,accept_static_degree,selector_speedup,5,1.2592766224691074,1.215214459825362,1.2806422143961789,1.243163072266364,1.279891892867456,0.03672882060109206
l2-n512-zipf-w1,main,2,512,zipf,1,accept_id,accept_id,,greedy,accept_static_degree,rate_ratio,5,1.0854841993535185,1.0409217200067478,1.1168960466790092,1.0687236635680868,1.0859020623522384,0.017178398784151616
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k2_adaptive,eas,2,adaptive,native,commit_delta,5,32,25,36,27.0,35.0,8.0
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k2_adaptive,eas,2,adaptive,native,batch_delta_ms,5,1.2821250000000002,1.2576129999999999,1.307439,1.275444,1.283768,0.008323999999999998
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k2_adaptive,eas,2,adaptive,native,selector_delta_ms,5,1.282487,1.27695,1.305845,1.277796,1.28487,0.007074000000000025
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k2_adaptive,eas,2,adaptive,native,batch_speedup,5,0.27770588988689576,0.26769605594665924,0.27855073735955055,0.2729554548106029,0.2780200521682426,0.0050645973576397
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k2_adaptive,eas,2,adaptive,native,selector_speedup,5,0.0,0.0,0.0,0.0,0.0,0.0
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k2_adaptive,eas,2,adaptive,native,rate_ratio,5,0.3371802677077423,0.3151598956530737,0.3463063221246259,0.3290849597093498,0.3438263398581796,0.014741380148829808
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_id,commit_delta,5,6,2,10,4.0,9.0,5.0
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_id,batch_delta_ms,5,0.834775,0.803148,0.8570169999999999,0.8286229999999999,0.843203,0.014580000000000148
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_id,selector_delta_ms,5,0.828773,0.8109299999999999,0.8510690000000001,0.8115589999999999,0.835175,0.02361600000000008
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_id,batch_speedup,5,0.5301482069193347,0.5191967101129131,0.5366795914131901,0.5192597829995063,0.530948289135239,0.01168850613573269
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_id,selector_speedup,5,0.35360733642137315,0.34787412469469725,0.3653681808363777,0.34894928842571965,0.3630255148012219,0.014076226375502265
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_id,rate_ratio,5,0.5434411900563081,0.5254520921613997,0.5678818932376577,0.5387320248620854,0.5574129718457016,0.01868094698361622
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,commit_delta,5,-2,-4,0,-3.0,0.0,3.0
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,batch_delta_ms,5,0.7122899999999999,0.7050699999999999,0.7216449999999999,0.707595,0.715619,0.008024000000000031
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,selector_delta_ms,5,0.70933,0.7029519999999999,0.7144339999999999,0.7050270000000001,0.7101430000000001,0.005116000000000009
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,batch_speedup,5,0.5950519689145657,0.5924832070746286,0.6008485874172766,0.5949526646041271,0.5955826906524407,0.0006300260483136366
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,selector_speedup,5,0.4466173652779462,0.44088571258635967,0.44788206272759307,0.4455022893801495,0.44676563056925434,0.0012633411891048163
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,rate_ratio,5,0.5881918388693027,0.585010216852936,0.5950519689108309,0.5868753644542818,0.5924832070718632,0.0056078426175814045
l2-n2048-uniform-w1,main,2,2048,uniform,1,accept_id,accept_id,,greedy,native,commit_delta,5,52,46,62,50.0,53.0,3.0
l2-n2048-uniform-w1,main,2,2048,uniform,1,accept_id,accept_id,,greedy,native,batch_delta_ms,5,1.7645969999999997,1.6596639999999998,1.8151149999999996,1.6989420000000002,1.767766,0.06882399999999977
l2-n2048-uniform-w1,main,2,2048,uniform,1,accept_id,accept_id,,greedy,native,selector_delta_ms,5,1.870258,1.851572,1.929063,1.865456,1.901733,0.03627699999999989
l2-n2048-uniform-w1,main,2,2048,uniform,1,accept_id,accept_id,,greedy,native,batch_speedup,5,0.5808193768231833,0.5666207733803249,0.6047251104433478,0.5766828356581652,0.581431276904816,0.0047484412466507475
l2-n2048-uniform-w1,main,2,2048,uniform,1,accept_id,accept_id,,greedy,native,selector_speedup,5,0.0,0.0,0.0,0.0,0.0,0.0
l2-n2048-uniform-w1,main,2,2048,uniform,1,accept_id,accept_id,,greedy,native,rate_ratio,5,0.5995423560338791,0.5880805550376278,0.6260934889042404,0.5985612825369985,0.6071803763096544,0.008619093772655906
l2-n2048-uniform-w1,main,2,2048,uniform,1,accept_id,accept_id,,greedy,accept_static_degree,commit_delta,5,-37,-37,-34,-37.0,-35.0,2.0
l2-n2048-uniform-w1,main,2,2048,uniform,1,accept_id,accept_id,,greedy,accept_static_degree,batch_delta_ms,5,-0.4184939999999999,-0.5013950000000005,-0.37524099999999994,-0.47781500000000054,-0.4175849999999999,0.06023000000000067
l2-n2048-uniform-w1,main,2,2048,uniform,1,accept_id,accept_id,,greedy,accept_static_degree,selector_delta_ms,5,-0.43453399999999975,-0.4665460000000001,-0.3948490000000002,-0.4576609999999999,-0.412447,0.045213999999999865
l2-n2048-uniform-w1,main,2,2048,uniform,1,accept_id,accept_id,,greedy,accept_static_degree,batch_speedup,5,1.1032551880616046,1.087512888199808,1.119415046207701,1.1018011354549815,1.113339427883945,0.011538292428963537
l2-n2048-uniform-w1,main,2,2048,uniform,1,accept_id,accept_id,,greedy,accept_static_degree,selector_speedup,5,1.2286759880582059,1.205276212489622,1.2453346527605047,1.2205294670574862,1.2435157598926028,0.02298629283511655
l2-n2048-uniform-w1,main,2,2048,uniform,1,accept_id,accept_id,,greedy,accept_static_degree,rate_ratio,5,1.0762217827927059,1.0604530517082311,1.0918395756943249,1.0753880945367102,1.088036259068706,0.012648164531995798
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,native,commit_delta,5,83,77,88,77.0,85.0,8.0
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,native,batch_delta_ms,5,3.364694,3.2388799999999995,3.4600310000000003,3.2474140000000005,3.413804,0.16638999999999937
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,native,selector_delta_ms,5,3.49526,3.421744,3.559856,3.434312,3.514087,0.07977500000000015
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,native,batch_speedup,5,0.42342230532150155,0.40370923234771444,0.4359824799221298,0.4131550111997145,0.4238218010725252,0.010666789872810722
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,native,selector_speedup,5,0.0,0.0,0.0,0.0,0.0,0.0
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,native,rate_ratio,5,0.4462698999321619,0.4263498812114905,0.46155601054698875,0.4382932903350104,0.4504620285695074,0.01216873823449699
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,commit_delta,5,31,25,33,26.0,32.0,6.0
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,batch_delta_ms,5,1.6229389999999997,1.506608,1.646038,1.611885,1.6370820000000004,0.025197000000000358
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,selector_delta_ms,5,1.5935270000000001,1.551486,1.6562719999999997,1.5889339999999998,1.6228179999999999,0.033884000000000025
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,batch_speedup,5,0.7206686485629659,0.7129039400502548,0.7290085734353907,0.7203753387524213,0.7239769809146945,0.003601642162273211
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,selector_speedup,5,0.5424002531105869,0.5305336029402183,0.546580340317686,0.5399696742195061,0.5432233668576523,0.0032536926381461218
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,rate_ratio,5,0.7366022235176483,0.7254110267181539,0.7443509127267465,0.7365730601179312,0.7368520845428301,0.00027902442489891044
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,commit_delta,5,-6,-10,-4,-8.0,-5.0,3.0
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,batch_delta_ms,5,1.1743629999999996,1.0998389999999993,1.2601830000000005,1.1215439999999992,1.1901849999999996,0.0686410000000004
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,selector_delta_ms,5,1.1545,1.132603,1.251512,1.139039,1.1917549999999997,0.05271599999999976
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,batch_speedup,5,0.7977178987414231,0.785440981597766,0.8073510511881586,0.7936170040764738,0.8024754881096186,0.008858484033144709
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,selector_speedup,5,0.6671174114720447,0.6484374648862201,0.6696955305184735,0.6608462714447846,0.6674673149363327,0.006621043491548129
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,rate_ratio,5,0.7934520276259557,0.7827999561056997,0.8052009818102935,0.7881812711711126,0.7992868437839349,0.011105572612822301
l2-n2048-uniform-w1,main,2,2048,uniform,1,accept_static_degree,accept_static_degree,,greedy,native,commit_delta,5,87,83,96,87.0,90.0,3.0
l2-n2048-uniform-w1,main,2,2048,uniform,1,accept_static_degree,accept_static_degree,,greedy,native,batch_delta_ms,5,2.1903559999999995,2.117436,2.2424120000000003,2.1610590000000003,2.204081,0.04302199999999967
l2-n2048-uniform-w1,main,2,2048,uniform,1,accept_static_degree,accept_static_degree,,greedy,native,selector_delta_ms,5,2.322153,2.282705,2.35967,2.31835,2.334751,0.016400999999999666
l2-n2048-uniform-w1,main,2,2048,uniform,1,accept_static_degree,accept_static_degree,,greedy,native,batch_speedup,5,0.5264596832249394,0.5123232319656391,0.5402152780525914,0.5222408030674942,0.5302767828460087,0.008035979778514446
l2-n2048-uniform-w1,main,2,2048,uniform,1,accept_static_degree,accept_static_degree,,greedy,native,selector_speedup,5,0.0,0.0,0.0,0.0,0.0,0.0
l2-n2048-uniform-w1,main,2,2048,uniform,1,accept_static_degree,accept_static_degree,,greedy,native,rate_ratio,5,0.5580516009910961,0.5447865394535141,0.5734299276577274,0.5570806739091607,0.5644392098007599,0.007358535891599183
l2-n2048-uniform-w1,main,2,2048,uniform,1,accept_static_degree,accept_static_degree,,greedy,accept_id,commit_delta,5,37,34,37,35.0,37.0,2.0
l2-n2048-uniform-w1,main,2,2048,uniform,1,accept_static_degree,accept_static_degree,,greedy,accept_id,batch_delta_ms,5,0.4184939999999999,0.37524099999999994,0.5013950000000005,0.4175849999999999,0.47781500000000054,0.06023000000000067
l2-n2048-uniform-w1,main,2,2048,uniform,1,accept_static_degree,accept_static_degree,,greedy,accept_id,selector_delta_ms,5,0.43453399999999975,0.3948490000000002,0.4665460000000001,0.412447,0.4576609999999999,0.045213999999999865
l2-n2048-uniform-w1,main,2,2048,uniform,1,accept_static_degree,accept_static_degree,,greedy,accept_id,batch_speedup,5,0.9064086086528886,0.8933237081167977,0.9195293323422855,0.8981986759425541,0.9076048007402502,0.009406124797696092
l2-n2048-uniform-w1,main,2,2048,uniform,1,accept_static_degree,accept_static_degree,,greedy,accept_id,selector_speedup,5,0.813884221486574,0.8029970078993008,0.8296853365540147,0.8041715531505333,0.8193165564538563,0.015145003303322913
l2-n2048-uniform-w1,main,2,2048,uniform,1,accept_static_degree,accept_static_degree,,greedy,accept_id,rate_ratio,5,0.9291765098872866,0.9158854672986899,0.9429931842707696,0.9190870172432857,0.9298968484775831,0.010809831234297462
l2-n2048-uniform-w1,main,2,2048,uniform,1,native,native,,native,accept_id,commit_delta,5,-52,-62,-46,-53.0,-50.0,3.0
l2-n2048-uniform-w1,main,2,2048,uniform,1,native,native,,native,accept_id,batch_delta_ms,5,-1.7645969999999997,-1.8151149999999996,-1.6596639999999998,-1.767766,-1.6989420000000002,0.06882399999999977
l2-n2048-uniform-w1,main,2,2048,uniform,1,native,native,,native,accept_id,selector_delta_ms,5,-1.870258,-1.929063,-1.851572,-1.901733,-1.865456,0.03627699999999989
l2-n2048-uniform-w1,main,2,2048,uniform,1,native,native,,native,accept_id,batch_speedup,5,1.7217056453411441,1.6536439164347927,1.7648488141976115,1.7198937169726878,1.7340554255593632,0.014161708586675426
l2-n2048-uniform-w1,main,2,2048,uniform,1,native,native,,native,accept_id,selector_speedup,0,,,,,,
l2-n2048-uniform-w1,main,2,2048,uniform,1,native,native,,native,accept_id,rate_ratio,5,1.6679388702663933,1.5972055575121111,1.7004473136099796,1.6469570477192308,1.6706727100047398,0.02371566228550903
l2-n2048-uniform-w1,main,2,2048,uniform,1,native,native,,native,accept_static_degree,commit_delta,5,-87,-96,-83,-90.0,-87.0,3.0
l2-n2048-uniform-w1,main,2,2048,uniform,1,native,native,,native,accept_static_degree,batch_delta_ms,5,-2.1903559999999995,-2.2424120000000003,-2.117436,-2.204081,-2.1610590000000003,0.04302199999999967
l2-n2048-uniform-w1,main,2,2048,uniform,1,native,native,,native,accept_static_degree,selector_delta_ms,5,-2.322153,-2.35967,-2.282705,-2.334751,-2.31835,0.016400999999999666
l2-n2048-uniform-w1,main,2,2048,uniform,1,native,native,,native,accept_static_degree,batch_speedup,5,1.8994806855375703,1.851113881126937,1.9518927458418844,1.8858076241486101,1.9148254868755639,0.029017862726953725
l2-n2048-uniform-w1,main,2,2048,uniform,1,native,native,,native,accept_static_degree,selector_speedup,0,,,,,,
l2-n2048-uniform-w1,main,2,2048,uniform,1,native,native,,native,accept_static_degree,rate_ratio,5,1.7919489850472723,1.7438922382106408,1.8355813287955305,1.771669973730187,1.7950721445473496,0.02340217081716256
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,native,commit_delta,5,83,79,89,80.0,87.0,7.0
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,native,batch_delta_ms,5,3.398275,3.2728190000000006,3.451462,3.359697,3.4145130000000004,0.0548160000000002
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,native,selector_delta_ms,5,3.565289,3.463142,3.568305,3.526638,3.566718,0.04007999999999967
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,native,batch_speedup,5,0.4176382040163623,0.40480725494904407,0.4270183345293548,0.41496791230891583,0.41836032162738734,0.003392409318471512
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,native,selector_speedup,5,0.0,0.0,0.0,0.0,0.0,0.0
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,native,rate_ratio,5,0.4415211242961472,0.42839398502608733,0.45206605309257125,0.4408105811489332,0.444188061271891,0.003377480122957799
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_id,commit_delta,5,33,27,34,28.0,33.0,5.0
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_id,batch_delta_ms,5,1.630509,1.5738770000000004,1.6957190000000004,1.6285129999999999,1.6415500000000005,0.013037000000000631
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_id,selector_delta_ms,5,1.6595199999999999,1.589374,1.692464,1.6448040000000002,1.6682549999999998,0.023450999999999667
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_id,batch_speedup,5,0.7200256650957426,0.7061362711005847,0.7217238866822917,0.7144236038754106,0.7207203532064415,0.00629674933103086
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_id,selector_speedup,5,0.532305772223954,0.5252940224481101,0.5400465819767136,0.5265140383543259,0.5390517346471223,0.01253769629279644
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_id,rate_ratio,5,0.7333229927003152,0.7220424123620199,0.7386470674713768,0.728461401004284,0.7368668376986588,0.008405436694374768
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,commit_delta,5,-4,-7,-3,-7.0,-4.0,3.0
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,batch_delta_ms,5,1.2135610000000003,1.1553830000000005,1.2504529999999994,1.2088719999999995,1.2459489999999995,0.03707700000000003
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,selector_delta_ms,5,1.21678,1.180437,1.2518729999999998,1.211535,1.249955,0.0384199999999999
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,batch_speedup,5,0.7904595665429947,0.78618719044709,0.7958720862196319,0.7888330278453746,0.7917255975510151,0.0028925697056405575
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,selector_speedup,5,0.6583651177598197,0.6488719427793932,0.6619306168422889,0.6497062330714443,0.6591427668862553,0.009436533814811021
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,rate_ratio,5,0.7883544811466545,0.7825085070674721,0.7937638157925772,0.7850509516861095,0.7901283031389168,0.005077351452807299
l2-n2048-zipf-w1,main,2,2048,zipf,1,native,native,,native,accept_id,commit_delta,5,-107,-117,-94,-109.0,-105.0,4.0
l2-n2048-zipf-w1,main,2,2048,zipf,1,native,native,,native,accept_id,batch_delta_ms,5,-1.629689,-1.6769599999999998,-1.5974970000000002,-1.661006,-1.6166220000000002,0.04438399999999976
l2-n2048-zipf-w1,main,2,2048,zipf,1,native,native,,native,accept_id,selector_delta_ms,5,-1.722843,-1.792324,-1.682352,-1.737149,-1.709622,0.02752700000000008
l2-n2048-zipf-w1,main,2,2048,zipf,1,native,native,,native,accept_id,batch_speedup,5,1.9495706081231727,1.8813983107216619,1.9655729594680118,1.9417815770081062,1.9609326953409456,0.019151118332839445
l2-n2048-zipf-w1,main,2,2048,zipf,1,native,native,,native,accept_id,selector_speedup,0,,,,,,
l2-n2048-zipf-w1,main,2,2048,zipf,1,native,native,,native,accept_id,rate_ratio,5,1.4274497327306304,1.3887902380946617,1.4796867207035378,1.4165822574877824,1.4624239004748485,0.045841642987066056
l2-n2048-zipf-w1,main,2,2048,zipf,1,native,native,,native,accept_static_degree,commit_delta,5,-136,-145,-122,-138.0,-136.0,2.0
l2-n2048-zipf-w1,main,2,2048,zipf,1,native,native,,native,accept_static_degree,batch_delta_ms,5,-2.104901,-2.1264410000000002,-2.0807539999999998,-2.111751,-2.081203,0.03054800000000002
l2-n2048-zipf-w1,main,2,2048,zipf,1,native,native,,native,accept_static_degree,selector_delta_ms,5,-2.16456,-2.250717,-2.127279,-2.185271,-2.153847,0.03142400000000034
l2-n2048-zipf-w1,main,2,2048,zipf,1,native,native,,native,accept_static_degree,batch_speedup,5,2.226943551952837,2.133367063652165,2.2518716561689516,2.215652365800032,2.2284009653621997,0.012748599562167673
l2-n2048-zipf-w1,main,2,2048,zipf,1,native,native,,native,accept_static_degree,selector_speedup,0,,,,,,
l2-n2048-zipf-w1,main,2,2048,zipf,1,native,native,,native,accept_static_degree,rate_ratio,5,1.5213465553216252,1.4905621405453184,1.5846572320090853,1.490749534621339,1.5504087253428285,0.0596591907214894
l2-n2048-zipf-w1,main,2,2048,zipf,1,accept_id,accept_id,,greedy,native,commit_delta,5,107,94,117,105.0,109.0,4.0
l2-n2048-zipf-w1,main,2,2048,zipf,1,accept_id,accept_id,,greedy,native,batch_delta_ms,5,1.629689,1.5974970000000002,1.6769599999999998,1.6166220000000002,1.661006,0.04438399999999976
l2-n2048-zipf-w1,main,2,2048,zipf,1,accept_id,accept_id,,greedy,native,selector_delta_ms,5,1.722843,1.682352,1.792324,1.709622,1.737149,0.02752700000000008
l2-n2048-zipf-w1,main,2,2048,zipf,1,accept_id,accept_id,,greedy,native,batch_speedup,5,0.5129334612623687,0.5087575076687324,0.5315195587777596,0.5099614088621899,0.5149909813959602,0.005029572533770343
l2-n2048-zipf-w1,main,2,2048,zipf,1,accept_id,accept_id,,greedy,native,selector_speedup,5,0.0,0.0,0.0,0.0,0.0,0.0
l2-n2048-zipf-w1,main,2,2048,zipf,1,accept_id,accept_id,,greedy,native,rate_ratio,5,0.70055006286425,0.6758187297406684,0.7200511442044272,0.6837962643220618,0.7059244140000989,0.022128149678037112
l2-n2048-zipf-w1,main,2,2048,zipf,1,accept_id,accept_id,,greedy,accept_static_degree,commit_delta,5,-28,-33,-27,-29.0,-28.0,1.0
l2-n2048-zipf-w1,main,2,2048,zipf,1,accept_id,accept_id,,greedy,accept_static_degree,batch_delta_ms,5,-0.48370599999999975,-0.5018090000000002,-0.44519699999999984,-0.492321,-0.44576899999999986,0.04655200000000015
l2-n2048-zipf-w1,main,2,2048,zipf,1,accept_id,accept_id,,greedy,accept_static_degree,selector_delta_ms,5,-0.46786400000000006,-0.479495,-0.41765700000000017,-0.47005600000000025,-0.4661000000000002,0.003956000000000071
l2-n2048-zipf-w1,main,2,2048,zipf,1,accept_id,accept_id,,greedy,accept_static_degree,batch_speedup,5,1.1408627252155268,1.131048825108796,1.1493068128565798,1.1331493378824657,1.146855845333597,0.013706507451131333
l2-n2048-zipf-w1,main,2,2048,zipf,1,accept_id,accept_id,,greedy,accept_static_degree,selector_speedup,5,1.2693286528674281,1.2442978623344811,1.286627293218066,1.2600534278400557,1.2720908493588658,0.012037421518810154
l2-n2048-zipf-w1,main,2,2048,zipf,1,accept_id,accept_id,,greedy,accept_static_degree,rate_ratio,5,1.0606840364441008,1.0586608258003005,1.0742937807851478,1.0596340564530569,1.0709410376107436,0.01130698115768669
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,native,commit_delta,5,136,122,145,135.0,138.0,3.0
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,native,batch_delta_ms,5,9.056593999999999,8.803899,9.740293,9.036155,9.103805000000001,0.06765000000000043
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,native,selector_delta_ms,5,9.151792,8.916043,9.808036,9.145562,9.192633,0.04707100000000075
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,native,batch_speedup,5,0.15795986136332923,0.14806447882391208,0.17241460022532315,0.155948985944966,0.1611733431321393,0.00522435718717329
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,native,selector_speedup,5,0.0,0.0,0.0,0.0,0.0,0.0
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,native,rate_ratio,5,0.23418811267096973,0.2128129325854192,0.2467683965720845,0.21915754503259757,0.23860838213006264,0.019450837097465062
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_id,commit_delta,5,28,26,33,28.0,29.0,1.0
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_id,batch_delta_ms,5,7.434298,7.187277,8.046412,7.406655000000001,7.442799000000001,0.036144000000000176
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_id,selector_delta_ms,5,7.46321,7.141449000000001,8.120999000000001,7.4213819999999995,7.469790000000001,0.04840800000000112
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_id,batch_speedup,5,0.30785445752699875,0.29594945795434,0.3243805376076736,0.30702210887445014,0.3142188125833696,0.00719670370891945
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_id,selector_speedup,5,0.18628733939188888,0.17390783349291972,0.19926469942429362,0.18395282870533272,0.18795544031015005,0.004002611604817324
