condition,suite,arity,n,distribution,workers,variant,policy,policy_k,implementation,seed,repetition,status,trace_sha256,id,commit_count,abort_count,batch_ms,selector_ms,effective_commits_per_second,ms_per_commit,peak_rss_kib,runner_peak_rss_kib,read_wall_ms,commit_wall_ms,extract_ms,read_worker_ms,commit_worker_ms,reservation_worker_ms,dependency_worker_ms,apply_worker_ms,sync_wait_ms,selector_initial_core_size,selector_subsets,selector_incidences,selector_profiles,selector_heavy_subsets,selector_profile_links,selector_B,selector_degree_queries,selector_light_scans,selector_heavy_updates,selector_tree_updates,selector_trim_key_visits,selector_switches,selector_switch_round,selector_switch_remaining,selector_switch_queries,selector_graph_bytes,selector_index_payload_bytes,selector_normalize_ms,selector_build_ms,selector_trim_ms,selector_select_ms,selector_switch_ms,selector_certificate_ms,selector_kernel_ms,selector_total_ms,selector_count_ms,selector_sort_ms,selector_initial_degree_evaluations,selector_acceptance_key_visits,selector_degree_requeries
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,47,2,ok,fb78aed491df9c41bf6a7c5b33ed18f772b69106916223ee10ef3c7323c57fb8,l2-n2048-zipf-w1-s47-r2-measure-eas_k1_adaptive,447,1601,11.428742,9.808036,39111.9162546,0.025567655481,11100,11100,1.43573,0.184831,1.229481,1.433854,0.183169,0.269715,0,0.117657,0.003538,1893,2946,5679,0,0,0,0,42223,0,0,0,12288,0,0,0,0,0,574320,1.229481,1.514768,0.106301,6.021541,0,0.195999,8.304434,9.808036,0,0,0,0,40330
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k2_adaptive,eas,2,adaptive,47,3,ok,fb78aed491df9c41bf6a7c5b33ed18f772b69106916223ee10ef3c7323c57fb8,l2-n2048-zipf-w1-s47-r3-measure-eas_k2_adaptive,444,1604,9.844366,8.230266,45101.9395256,0.0221719954955,11288,11288,1.435518,0.178429,1.158688,1.433613,0.176711,0.272224,0,0.112703,0.003623,1893,2946,5679,0,0,0,0,32198,0,0,0,12288,0,0,0,0,0,574320,1.158688,1.449046,0.088233,4.666063,0,0.195786,6.80237,8.230266,0,0,0,0,30305
l2-n2048-zipf-w1,main,2,2048,zipf,1,accept_static_degree,accept_static_degree,,greedy,47,3,ok,fb78aed491df9c41bf6a7c5b33ed18f772b69106916223ee10ef3c7323c57fb8,l2-n2048-zipf-w1-s47-r3-measure-accept_static_degree,447,1601,3.774626,2.127279,118422.328464,0.00844435346756,10748,10748,1.4297,0.217557,1.12669,1.427887,0.215858,0.270077,0,0.141935,0.003512,0,3411,6144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42000,1.12669,0,0,0.068471,0,0.01449,0.858635,2.127279,0.243415,0.191251,2048,3422,0
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,47,3,ok,fb78aed491df9c41bf6a7c5b33ed18f772b69106916223ee10ef3c7323c57fb8,l2-n2048-zipf-w1-s47-r3-measure-eas_k1_adaptive,447,1601,11.440097,9.830621,39073.0952718,0.0255930581655,11144,11144,1.425093,0.184238,1.233601,1.423086,0.182405,0.269396,0,0.117081,0.00384,1893,2946,5679,0,0,0,0,42223,0,0,0,12288,0,0,0,0,0,574320,1.233601,1.509852,0.105498,6.048058,0,0.196617,8.326551,9.830621,0,0,0,0,40330
l2-n2048-zipf-w1,main,2,2048,zipf,1,accept_id,accept_id,,greedy,47,3,ok,fb78aed491df9c41bf6a7c5b33ed18f772b69106916223ee10ef3c7323c57fb8,l2-n2048-zipf-w1-s47-r3-measure-accept_id,418,1630,3.329429,1.709622,125547.053263,0.00796514114833,10728,10728,1.424053,0.195652,1.180566,1.4222,0.19429,0.264235,0,0.126155,0.003215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.180566,0,0,0.034878,0,0.012936,0.388951,1.709622,0,0.001696,0,3329,0
l2-n2048-zipf-w1,main,2,2048,zipf,1,native,native,,native,47,3,ok,fb78aed491df9c41bf6a7c5b33ed18f772b69106916223ee10ef3c7323c57fb8,l2-n2048-zipf-w1-s47-r3-measure-native,311,1737,1.693872,0,183603.011326,0.00544653376206,10648,10648,1.410906,0.282915,0,1.409542,0.281012,0.264216,0.115066,0.04539,0.003267,1893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l2-n2048-zipf-w1,main,2,2048,zipf,1,accept_static_degree,accept_static_degree,,greedy,71,1,ok,0340e3de83903ee1d80c48482b01abc05a43060ba3299b829fec3ff8aa842bcb,l2-n2048-zipf-w1-s71-r1-measure-accept_static_degree,429,1619,3.760843,2.151436,114070.169906,0.00876653379953,10568,10568,1.403189,0.206118,1.150264,1.401515,0.204326,0.263785,0,0.132002,0.003466,0,3335,6144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41312,1.150264,0,0,0.068675,0,0.013121,0.861064,2.151436,0.240119,0.196315,2048,3367,0
l2-n2048-zipf-w1,main,2,2048,zipf,1,accept_id,accept_id,,greedy,71,1,ok,0340e3de83903ee1d80c48482b01abc05a43060ba3299b829fec3ff8aa842bcb,l2-n2048-zipf-w1-s71-r1-measure-accept_id,401,1647,3.325634,1.748739,120578.512248,0.00829335162095,10556,10556,1.388765,0.188033,1.218776,1.386981,0.186489,0.262186,0,0.121128,0.003328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.218776,0,0,0.03388,0,0.012921,0.389122,1.748739,0,0.00168,0,3268,0
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,1,ok,0340e3de83903ee1d80c48482b01abc05a43060ba3299b829fec3ff8aa842bcb,l2-n2048-zipf-w1-s71-r1-measure-eas_k2_adaptive,428,1620,9.43661,7.856351,45355.2705898,0.0220481542056,11180,11180,1.409665,0.170453,1.154177,1.407716,0.168577,0.263225,0,0.106875,0.003825,1905,2906,5715,0,0,0,0,29652,0,0,0,12288,0,0,0,0,0,573552,1.154177,1.460301,0.086546,4.295446,0,0.19765,6.436914,7.856351,0,0,0,0,27747
l2-n2048-zipf-w1,main,2,2048,zipf,1,native,native,,native,71,1,ok,0340e3de83903ee1d80c48482b01abc05a43060ba3299b829fec3ff8aa842bcb,l2-n2048-zipf-w1-s71-r1-measure-native,284,1764,1.695945,0,167458.260734,0.00597163732394,10620,10620,1.41838,0.277512,0,1.416698,0.275574,0.270399,0.116714,0.042977,0.00362,1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,71,1,ok,0340e3de83903ee1d80c48482b01abc05a43060ba3299b829fec3ff8aa842bcb,l2-n2048-zipf-w1-s71-r1-measure-eas_k1_adaptive,429,1619,10.7321,9.151792,39973.5373319,0.0250165501166,11040,11040,1.412247,0.167922,1.173445,1.410548,0.166214,0.263961,0,0.104223,0.003407,1905,2906,5715,0,0,0,0,37910,0,0,0,12288,0,0,0,0,0,573552,1.173445,1.434213,0.10455,5.515705,0,0.19614,7.71187,9.151792,0,0,0,0,36005
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,71,2,ok,0340e3de83903ee1d80c48482b01abc05a43060ba3299b829fec3ff8aa842bcb,l2-n2048-zipf-w1-s71-r2-measure-eas_k1_adaptive,429,1619,10.917253,9.325105,39295.59936,0.0254481421911,11296,11296,1.41861,0.173302,1.257251,1.416589,0.171421,0.269411,0,0.109354,0.003902,1905,2906,5715,0,0,0,0,37910,0,0,0,12288,0,0,0,0,0,573552,1.257251,1.492052,0.106062,5.532329,0,0.194427,7.800796,9.325105,0,0,0,0,36005
l2-n2048-zipf-w1,main,2,2048,zipf,1,accept_static_degree,accept_static_degree,,greedy,71,2,ok,0340e3de83903ee1d80c48482b01abc05a43060ba3299b829fec3ff8aa842bcb,l2-n2048-zipf-w1-s71-r2-measure-accept_static_degree,429,1619,3.862734,2.205013,111061.232795,0.00900404195804,10604,10604,1.453563,0.204056,1.184266,1.451546,0.202536,0.272371,0,0.131873,0.003537,0,3335,6144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41312,1.184266,0,0,0.06804,0,0.013639,0.879995,2.205013,0.240771,0.195978,2048,3367,0
l2-n2048-zipf-w1,main,2,2048,zipf,1,accept_id,accept_id,,greedy,71,2,ok,0340e3de83903ee1d80c48482b01abc05a43060ba3299b829fec3ff8aa842bcb,l2-n2048-zipf-w1-s71-r2-measure-accept_id,401,1647,3.360925,1.737149,119312.391678,0.00838135910224,10620,10620,1.430171,0.19351,1.210824,1.428429,0.191883,0.26846,0,0.124245,0.003369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.210824,0,0,0.033649,0,0.012654,0.387953,1.737149,0,0.001695,0,3268,0
l2-n2048-zipf-w1,main,2,2048,zipf,1,native,native,,native,71,2,ok,0340e3de83903ee1d80c48482b01abc05a43060ba3299b829fec3ff8aa842bcb,l2-n2048-zipf-w1-s71-r2-measure-native,284,1764,1.697342,0,167320.433949,0.00597655633803,10572,10572,1.42216,0.275127,0,1.420103,0.272963,0.268771,0.11308,0.042918,0.004221,1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,2,ok,0340e3de83903ee1d80c48482b01abc05a43060ba3299b829fec3ff8aa842bcb,l2-n2048-zipf-w1-s71-r2-measure-eas_k2_adaptive,428,1620,9.471723,7.875785,45187.1322673,0.0221301939252,11248,11248,1.417581,0.178254,1.156861,1.415871,0.176241,0.271263,0,0.112352,0.003723,1905,2906,5715,0,0,0,0,29652,0,0,0,12288,0,0,0,0,0,573552,1.156861,1.459816,0.086699,4.312604,0,0.191415,6.450559,7.875785,0,0,0,0,27747
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,71,3,ok,0340e3de83903ee1d80c48482b01abc05a43060ba3299b829fec3ff8aa842bcb,l2-n2048-zipf-w1-s71-r3-measure-eas_k1_adaptive,429,1619,10.679137,9.079301,40171.7854167,0.0248930932401,11400,11400,1.428086,0.171585,1.151584,1.426132,0.169964,0.265106,0,0.107864,0.003575,1905,2906,5715,0,0,0,0,37910,0,0,0,12288,0,0,0,0,0,573552,1.151584,1.450745,0.1049,5.453236,0,0.196665,7.661114,9.079301,0,0,0,0,36005
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,3,ok,0340e3de83903ee1d80c48482b01abc05a43060ba3299b829fec3ff8aa842bcb,l2-n2048-zipf-w1-s71-r3-measure-eas_k2_adaptive,428,1620,9.441988,7.832711,45329.4369787,0.0220607196262,11092,11092,1.433174,0.175928,1.141081,1.431342,0.174353,0.268017,0,0.111,0.003407,1905,2906,5715,0,0,0,0,29652,0,0,0,12288,0,0,0,0,0,573552,1.141081,1.45005,0.087282,4.294975,0,0.194225,6.425566,7.832711,0,0,0,0,27747
l2-n2048-zipf-w1,main,2,2048,zipf,1,native,native,,native,71,3,ok,0340e3de83903ee1d80c48482b01abc05a43060ba3299b829fec3ff8aa842bcb,l2-n2048-zipf-w1-s71-r3-measure-native,284,1764,1.686875,0,168358.651352,0.00593970070423,10748,10748,1.413528,0.273289,0,1.411554,0.27183,0.264806,0.112461,0.043901,0.003433,1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l2-n2048-zipf-w1,main,2,2048,zipf,1,accept_static_degree,accept_static_degree,,greedy,71,3,ok,0340e3de83903ee1d80c48482b01abc05a43060ba3299b829fec3ff8aa842bcb,l2-n2048-zipf-w1-s71-r3-measure-accept_static_degree,429,1619,3.798626,2.153847,112935.571967,0.00885460606061,10752,10752,1.436205,0.208462,1.162664,1.434562,0.20685,0.267855,0,0.13552,0.003255,0,3335,6144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41312,1.162664,0,0,0.067872,0,0.013313,0.849872,2.153847,0.233456,0.197339,2048,3367,0
l2-n2048-zipf-w1,main,2,2048,zipf,1,accept_id,accept_id,,greedy,71,3,ok,0340e3de83903ee1d80c48482b01abc05a43060ba3299b829fec3ff8aa842bcb,l2-n2048-zipf-w1-s71-r3-measure-accept_id,401,1647,3.272482,1.657919,122536.961242,0.00816080299252,10748,10748,1.425345,0.189102,1.13139,1.42392,0.18755,0.269268,0,0.12106,0.002977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13139,0,0,0.034022,0,0.012684,0.387931,1.657919,0,0.001678,0,3268,0
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,101,1,ok,0ee4c9195893ffc77d7748a7f0c796bb1ff9d5c30cb0f9c72a3d91a0f26ee4da,l2-n2048-zipf-w1-s101-r1-measure-eas_k1_adaptive,423,1625,10.728045,9.145562,39429.3648097,0.0253618085106,11216,11216,1.419227,0.163055,1.146256,1.417346,0.161497,0.266204,0,0.101545,0.003439,1907,2921,5721,0,0,0,0,38611,0,0,0,12288,0,0,0,0,0,574488,1.146256,1.450675,0.103845,5.526748,0,0.194746,7.731526,9.145562,0,0,0,0,36704
l2-n2048-zipf-w1,main,2,2048,zipf,1,native,native,,native,101,1,ok,0ee4c9195893ffc77d7748a7f0c796bb1ff9d5c30cb0f9c72a3d91a0f26ee4da,l2-n2048-zipf-w1-s101-r1-measure-native,301,1747,1.69625,0,177450.257922,0.0056353820598,10640,10640,1.419372,0.27682,0,1.417582,0.275239,0.267237,0.113216,0.044722,0.003371,1907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,1,ok,0ee4c9195893ffc77d7748a7f0c796bb1ff9d5c30cb0f9c72a3d91a0f26ee4da,l2-n2048-zipf-w1-s101-r1-measure-eas_k2_adaptive,422,1626,9.482342,7.891754,44503.7734349,0.0224700047393,11172,11172,1.416372,0.174084,1.152908,1.414259,0.171904,0.266999,0,0.107183,0.004293,1907,2921,5721,0,0,0,0,29539,0,0,0,12288,0,0,0,0,0,574488,1.152908,1.488835,0.087533,4.285987,0,0.199555,6.47161,7.891754,0,0,0,0,27632
l2-n2048-zipf-w1,main,2,2048,zipf,1,accept_id,accept_id,,greedy,101,1,ok,0ee4c9195893ffc77d7748a7f0c796bb1ff9d5c30cb0f9c72a3d91a0f26ee4da,l2-n2048-zipf-w1-s101-r1-measure-accept_id,395,1653,3.293747,1.682352,119924.207901,0.0083386,10592,10592,1.421902,0.189388,1.158705,1.42006,0.187843,0.267643,0,0.120941,0.003387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.158705,0,0,0.03314,0,0.012739,0.38273,1.682352,0,0.001665,0,3246,0
l2-n2048-zipf-w1,main,2,2048,zipf,1,accept_static_degree,accept_static_degree,,greedy,101,1,ok,0ee4c9195893ffc77d7748a7f0c796bb1ff9d5c30cb0f9c72a3d91a0f26ee4da,l2-n2048-zipf-w1-s101-r1-measure-accept_static_degree,423,1625,3.777453,2.16456,111980.21524,0.00893014893617,10556,10556,1.410429,0.202364,1.169783,1.408402,0.200984,0.264732,0,0.131173,0.003407,0,3344,6144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41304,1.169783,0,0,0.067051,0,0.013038,0.852957,2.16456,0.233454,0.195351,2048,3345,0
l2-n2048-zipf-w1,main,2,2048,zipf,1,native,native,,native,101,2,ok,0ee4c9195893ffc77d7748a7f0c796bb1ff9d5c30cb0f9c72a3d91a0f26ee4da,l2-n2048-zipf-w1-s101-r2-measure-native,301,1747,1.689471,0,178162.276831,0.00561286046512,10596,10596,1.412461,0.276949,0,1.410453,0.275189,0.27009,0.113229,0.045341,0.003768,1907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,2,ok,0ee4c9195893ffc77d7748a7f0c796bb1ff9d5c30cb0f9c72a3d91a0f26ee4da,l2-n2048-zipf-w1-s101-r2-measure-eas_k2_adaptive,422,1626,9.502125,7.944983,44411.1185656,0.0225168838863,11036,11036,1.392586,0.164319,1.157779,1.390682,0.162576,0.266864,0,0.100896,0.003647,1907,2921,5721,0,0,0,0,29539,0,0,0,12288,0,0,0,0,0,574488,1.157779,1.456245,0.085721,4.378714,0,0.199876,6.52006,7.944983,0,0,0,0,27632
l2-n2048-zipf-w1,main,2,2048,zipf,1,accept_id,accept_id,,greedy,101,2,ok,0ee4c9195893ffc77d7748a7f0c796bb1ff9d5c30cb0f9c72a3d91a0f26ee4da,l2-n2048-zipf-w1-s101-r2-measure-accept_id,395,1653,3.257538,1.670115,121257.219409,0.00824693164557,10548,10548,1.40763,0.179624,1.146557,1.405838,0.177948,0.263675,0,0.11355,0.003468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.146557,0,0,0.03318,0,0.012726,0.384141,1.670115,0,0.001698,0,3246,0
l2-n2048-zipf-w1,main,2,2048,zipf,1,accept_static_degree,accept_static_degree,,greedy,101,2,ok,0ee4c9195893ffc77d7748a7f0c796bb1ff9d5c30cb0f9c72a3d91a0f26ee4da,l2-n2048-zipf-w1-s101-r2-measure-accept_static_degree,423,1625,3.758043,2.14961,112558.584348,0.00888426241135,10604,10604,1.405399,0.202899,1.149207,1.403558,0.201446,0.266066,0,0.12933,0.003294,0,3344,6144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41304,1.149207,0,0,0.068817,0,0.013239,0.857479,2.14961,0.241437,0.194722,2048,3345,0
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,101,2,ok,0ee4c9195893ffc77d7748a7f0c796bb1ff9d5c30cb0f9c72a3d91a0f26ee4da,l2-n2048-zipf-w1-s101-r2-measure-eas_k1_adaptive,423,1625,10.833485,9.243295,39045.6072077,0.0256110756501,11056,11056,1.419062,0.170941,1.170979,1.417284,0.169048,0.26714,0,0.107259,0.003671,1907,2921,5721,0,0,0,0,38611,0,0,0,12288,0,0,0,0,0,574488,1.170979,1.479106,0.104054,5.56243,0,0.199148,7.80502,9.243295,0,0,0,0,36704
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,101,3,ok,0ee4c9195893ffc77d7748a7f0c796bb1ff9d5c30cb0f9c72a3d91a0f26ee4da,l2-n2048-zipf-w1-s101-r3-measure-eas_k1_adaptive,423,1625,10.722634,9.1421,39449.2621869,0.0253490165485,11148,11148,1.411386,0.169026,1.156986,1.409091,0.167201,0.26648,0,0.10571,0.00412,1907,2921,5721,0,0,0,0,38611,0,0,0,12288,0,0,0,0,0,574488,1.156986,1.460576,0.104525,5.495556,0,0.194901,7.71746,9.1421,0,0,0,0,36704
l2-n2048-zipf-w1,main,2,2048,zipf,1,accept_id,accept_id,,greedy,101,3,ok,0ee4c9195893ffc77d7748a7f0c796bb1ff9d5c30cb0f9c72a3d91a0f26ee4da,l2-n2048-zipf-w1-s101-r3-measure-accept_id,395,1653,3.405914,1.7531,115974.742756,0.00862256708861,10556,10556,1.464509,0.188155,1.2161,1.46273,0.186672,0.26586,0,0.119688,0.003262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2161,0,0,0.034877,0,0.012799,0.392137,1.7531,0,0.001794,0,3246,0
l2-n2048-zipf-w1,main,2,2048,zipf,1,accept_static_degree,accept_static_degree,,greedy,101,3,ok,0ee4c9195893ffc77d7748a7f0c796bb1ff9d5c30cb0f9c72a3d91a0f26ee4da,l2-n2048-zipf-w1-s101-r3-measure-accept_static_degree,423,1625,3.809271,2.202823,111044.869215,0.00900536879433,10764,10764,1.410317,0.196043,1.204221,1.408431,0.194576,0.268526,0,0.126157,0.003353,0,3344,6144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41304,1.204221,0,0,0.067545,0,0.013095,0.85674,2.202823,0.234015,0.194108,2048,3345,0
l2-n2048-zipf-w1,main,2,2048,zipf,1,native,native,,native,101,3,ok,0ee4c9195893ffc77d7748a7f0c796bb1ff9d5c30cb0f9c72a3d91a0f26ee4da,l2-n2048-zipf-w1-s101-r3-measure-native,301,1747,1.66604,0,180667.931142,0.0055350166113,10644,10644,1.391891,0.274092,0,1.39028,0.272397,0.266322,0.111983,0.043804,0.003306,1907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,3,ok,0ee4c9195893ffc77d7748a7f0c796bb1ff9d5c30cb0f9c72a3d91a0f26ee4da,l2-n2048-zipf-w1-s101-r3-measure-eas_k2_adaptive,422,1626,9.444254,7.83501,44683.2539659,0.0223797488152,11236,11236,1.439082,0.170025,1.165568,1.43727,0.168513,0.271267,0,0.106026,0.003324,1907,2921,5721,0,0,0,0,29539,0,0,0,12288,0,0,0,0,0,574488,1.165568,1.442336,0.087815,4.267352,0,0.198782,6.403548,7.83501,0,0,0,0,27632
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k2_adaptive,eas,2,adaptive,11,1,ok,11b27ce18a6f8c42662c5c1cc12458ac289c74cc3de5c2d11372d9490dc6fe02,l2-n8192-uniform-w1-s11-r1-measure-eas_k2_adaptive,3382,4810,29.402708,21.702676,115023.418931,0.00869388172679,21852,21852,6.419145,1.280704,5.172512,6.417103,1.278514,1.599139,0,0.914433,0.004232,7875,15345,23625,0,0,0,0,20954,0,0,0,49152,0,0,0,0,0,2295592,5.172512,7.964272,0.692546,3.340841,0,1.691306,15.992447,21.702676,0,0,0,0,13079
l2-n8192-uniform-w1,main,2,8192,uniform,1,accept_static_degree,accept_static_degree,,greedy,11,1,ok,11b27ce18a6f8c42662c5c1cc12458ac289c74cc3de5c2d11372d9490dc6fe02,l2-n8192-uniform-w1-s11-r1-measure-accept_static_degree,3501,4691,16.932829,9.215868,206758.126477,0.00483656926592,19364,19364,6.351564,1.365195,5.059229,6.349569,1.363157,1.616123,0,0.984008,0.004033,0,16296,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195896,5.059229,0,0,0.265238,0,0.080592,3.592117,9.215868,1.197009,0.772185,8192,19709,0
l2-n8192-uniform-w1,main,2,8192,uniform,1,native,native,,native,11,1,ok,11b27ce18a6f8c42662c5c1cc12458ac289c74cc3de5c2d11372d9490dc6fe02,l2-n8192-uniform-w1-s11-r1-measure-native,2413,5779,8.423603,0,286456.994709,0.00349092540406,18864,18864,6.477569,1.94598,0,6.475671,1.943742,1.651168,0.695044,0.666699,0.004136,7875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_graph,eas,1,graph,11,1,ok,11b27ce18a6f8c42662c5c1cc12458ac289c74cc3de5c2d11372d9490dc6fe02,l2-n8192-uniform-w1-s11-r1-measure-eas_k1_graph,3385,4807,41.450093,33.714766,81664.4729844,0.0122452268833,26600,26600,6.409827,1.32531,5.004887,6.408091,1.323537,1.625904,0,0.96087,0.003509,7875,0,0,0,0,0,0,0,0,0,42298,49152,0,0,0,0,7812000,0,5.004887,16.347806,1.387833,8.110337,0,0.660846,28.15087,33.714766,0,0,0,0,0
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_profile,eas,1,profile,11,1,ok,11b27ce18a6f8c42662c5c1cc12458ac289c74cc3de5c2d11372d9490dc6fe02,l2-n8192-uniform-w1-s11-r1-measure-eas_k1_profile,3385,4807,36.496712,28.737209,92748.0809778,0.0107818942393,22644,22644,6.47382,1.285476,5.199175,6.47209,1.283426,1.619184,0,0.927915,0.00378,7875,15345,23625,1,0,0,89,0,50177,0,84604,49152,0,0,0,0,0,2295592,5.199175,9.155144,1.304557,8.365438,0,1.70355,23.001155,28.737209,0,0,0,0,0
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_lazy,eas,1,lazy,11,1,ok,11b27ce18a6f8c42662c5c1cc12458ac289c74cc3de5c2d11372d9490dc6fe02,l2-n8192-uniform-w1-s11-r1-measure-eas_k1_lazy,3385,4807,29.593744,21.696634,114382.282958,0.0087426127031,22060,22060,6.557958,1.338965,5.01345,6.556054,1.336996,1.666195,0,0.968494,0.003873,7875,15345,23625,0,0,0,0,20962,0,0,0,49152,0,0,0,0,0,2295592,5.01345,7.716822,0.761531,3.506661,0,1.693872,16.146136,21.696634,0,0,0,0,13087
l2-n8192-uniform-w1,main,2,8192,uniform,1,accept_id,accept_id,,greedy,11,1,ok,11b27ce18a6f8c42662c5c1cc12458ac289c74cc3de5c2d11372d9490dc6fe02,l2-n8192-uniform-w1-s11-r1-measure-accept_id,3104,5088,14.746732,7.189807,210487.313393,0.00475088015464,19396,19396,6.4135,1.143254,5.118795,6.411669,1.141157,1.595207,0,0.820806,0.003928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.118795,0,0,0.210089,0,0.065553,1.541804,7.189807,0,0.006469,0,17684,0
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_adaptive,eas,1,adaptive,11,1,ok,11b27ce18a6f8c42662c5c1cc12458ac289c74cc3de5c2d11372d9490dc6fe02,l2-n8192-uniform-w1-s11-r1-measure-eas_k1_adaptive,3385,4807,29.629669,21.747001,114243.598199,0.00875322570162,21936,21936,6.556881,1.325588,5.14505,6.554756,1.323484,1.648799,0,0.952475,0.004229,7875,15345,23625,0,0,0,0,20962,0,0,0,49152,0,0,0,0,0,2295592,5.14505,7.695966,0.752945,3.487448,0,1.674794,16.065947,21.747001,0,0,0,0,13087
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_profile,eas,1,profile,11,2,ok,11b27ce18a6f8c42662c5c1cc12458ac289c74cc3de5c2d11372d9490dc6fe02,l2-n8192-uniform-w1-s11-r2-measure-eas_k1_profile,3385,4807,36.829823,28.994465,91909.2117277,0.0108803022157,22672,22672,6.503699,1.331497,5.13694,6.501723,1.329726,1.659737,0,0.969623,0.003747,7875,15345,23625,1,0,0,89,0,50177,0,84604,49152,0,0,0,0,0,2295592,5.13694,9.137679,1.350226,8.53594,0,1.752448,23.321487,28.994465,0,0,0,0,0
l2-n8192-uniform-w1,main,2,8192,uniform,1,accept_static_degree,accept_static_degree,,greedy,11,2,ok,11b27ce18a6f8c42662c5c1cc12458ac289c74cc3de5c2d11372d9490dc6fe02,l2-n8192-uniform-w1-s11-r2-measure-accept_static_degree,3501,4691,16.963827,9.157518,206380.317366,0.00484542330763,19220,19220,6.440008,1.366194,5.055292,6.438022,1.364336,1.619193,0,0.987753,0.003844,0,16296,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195896,5.055292,0,0,0.261995,0,0.083284,3.56535,9.157518,1.194011,0.772452,8192,19709,0
