condition,suite,arity,n,distribution,workers,variant,policy,policy_k,implementation,baseline,seed,repetition,commit_delta,batch_delta_ms,wins_for,crossover_us
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,11,1,0,0.698005,no_c,
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_id,11,2,10,0.817085,c_above,25.600400390624998
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,11,2,0,0.721076,no_c,
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_id,11,2,10,0.9003899999999999,c_above,28.39892773437499
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,11,2,0,0.804381,no_c,
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_id,11,3,10,0.79855,c_above,24.985298828124996
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,11,3,0,0.7050699999999999,no_c,
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_id,11,3,10,0.95907,c_above,30.377767578124995
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,11,3,0,0.8655899999999999,no_c,
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_id,29,1,6,0.950576,c_above,49.55720377604167
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,29,1,0,0.798718,no_c,
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_id,29,1,2,0.8594529999999999,c_above,137.51683203125
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,29,1,-4,0.707595,no_c,
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_id,29,2,6,0.9636129999999999,c_above,50.291845052083325
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,29,2,0,0.820417,no_c,
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_id,29,2,2,0.843203,c_above,134.91272265625003
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,29,2,-4,0.700007,no_c,
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_id,29,3,2,0.8375560000000001,c_above,133.96283007812502
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,29,3,-4,0.722747,no_c,
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_id,29,3,6,0.933539,c_above,48.632291666666674
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,29,3,0,0.81873,no_c,
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_id,47,1,6,0.884556,c_above,44.27259374999999
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,47,1,-3,0.7122899999999999,no_c,
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_id,47,1,9,0.936146,c_above,30.707038194444447
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,47,1,0,0.7638799999999999,no_c,
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_id,47,2,6,0.8570169999999999,c_above,42.824921223958334
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,47,2,-3,0.7448249999999998,no_c,
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_id,47,2,9,0.906433,c_above,29.661987196180558
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,47,2,0,0.794241,no_c,
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_id,47,3,9,0.9561000000000001,c_above,31.429322916666663
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,47,3,0,0.8230030000000002,no_c,
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_id,47,3,6,0.8383470000000001,c_above,41.89531250000001
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,47,3,-3,0.7052500000000002,no_c,
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_id,71,1,6,0.921951,c_above,49.18745312499999
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,71,1,0,0.8180350000000001,no_c,
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_id,71,1,4,0.8286229999999999,c_above,66.95021191406248
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,71,1,-2,0.724707,no_c,
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_id,71,2,6,0.9249569999999999,c_above,49.3635234375
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,71,2,0,0.8094569999999999,no_c,
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_id,71,2,4,0.819589,c_above,66.2100419921875
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,71,2,-2,0.704089,no_c,
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_id,71,3,6,0.947739,c_above,50.63506445312499
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,71,3,0,0.8240560000000001,no_c,
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_id,71,3,4,0.8393019999999999,c_above,67.857193359375
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,71,3,-2,0.715619,no_c,
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_id,101,1,9,0.834775,c_above,29.848744357638893
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,101,1,0,0.716669,no_c,
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_id,101,1,9,0.9860150000000001,c_above,35.592450954861114
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,101,1,0,0.867909,no_c,
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_id,101,2,9,0.8320299999999999,c_above,29.76475802951389
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,101,2,0,0.7216449999999999,no_c,
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_id,101,2,9,0.9577920000000001,c_above,34.54087565104167
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,101,2,0,0.847407,no_c,
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_id,101,3,9,0.981532,c_above,35.46313953993056
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,101,3,0,0.8667239999999998,no_c,
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_id,101,3,9,0.8489350000000001,c_above,30.42744618055556
l2-n512-zipf-w1,main,2,512,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,101,3,0,0.734127,no_c,
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,11,1,26,1.6680000000000001,c_above,43.738835486778854
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,11,1,-8,1.1901849999999996,no_c,
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_id,11,1,27,1.754403,c_above,44.327092556423615
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,11,1,-7,1.2765879999999994,no_c,
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_id,11,2,27,1.6205629999999998,c_above,40.782565628616894
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,11,2,-7,1.2504529999999994,no_c,
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,11,2,26,1.611885,c_above,42.192257061298086
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,11,2,-8,1.2417749999999996,no_c,
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,11,3,26,1.5204630000000003,c_above,39.68512601412261
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,11,3,-8,1.0027720000000002,no_c,
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_id,11,3,27,1.6415500000000005,c_above,41.34044267216437
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,11,3,-7,1.1238590000000004,no_c,
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_id,29,1,34,1.5415280000000005,c_above,30.00801869829965
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,29,1,-3,1.2135610000000003,no_c,
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,29,1,32,1.5881500000000006,c_above,33.04581732177736
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,29,1,-5,1.2601830000000005,no_c,
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_id,29,2,34,1.6285129999999999,c_above,31.849440774356616
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,29,2,-3,1.168902,no_c,
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,29,2,32,1.6370820000000004,c_above,34.15851715087892
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,29,2,-5,1.1774710000000006,no_c,
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_id,29,3,34,1.6709900000000006,c_above,32.702622960707735
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,29,3,-3,1.2957490000000007,no_c,
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,29,3,32,1.6971370000000006,c_above,35.45590005493167
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,29,3,-5,1.3218960000000006,no_c,
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,47,1,33,1.6229389999999997,c_above,33.129832327178
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,47,1,-4,1.1215439999999992,no_c,
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_id,47,1,33,1.747344,c_above,35.826525701349425
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,47,1,-4,1.2459489999999995,no_c,
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_id,47,2,33,1.6810590000000003,c_above,34.466462579900565
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,47,2,-4,0.9698060000000002,no_c,
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,47,2,33,1.5687760000000006,c_above,32.03253450520833
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,47,2,-4,0.8575230000000005,no_c,
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,47,3,33,1.6350470000000001,c_above,33.460762902462115
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,47,3,-4,1.2328929999999998,no_c,
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_id,47,3,33,1.6957190000000004,c_above,34.77593335700758
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,47,3,-4,1.293565,no_c,
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,71,1,25,1.6519179999999993,c_above,43.973319335937475
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,71,1,-10,1.2343329999999995,no_c,
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_id,71,1,28,1.6729579999999995,c_above,39.5701389160156
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,71,1,-7,1.2553729999999996,no_c,
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_id,71,2,28,1.630509,c_above,38.526481253487724
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,71,2,-7,1.1544680000000005,no_c,
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,71,2,25,1.646038,c_above,43.82086816406249
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,71,2,-10,1.1699970000000004,no_c,
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,71,3,25,1.5906630000000002,c_above,42.26964941406251
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,71,3,-10,1.1743629999999996,no_c,
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_id,71,3,28,1.625172,c_above,38.383836635044645
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,71,3,-7,1.2088719999999995,no_c,
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_id,101,1,33,1.5738770000000004,c_above,32.32379838423296
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,101,1,-4,1.1553830000000005,no_c,
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,101,1,31,1.506608,c_above,32.97615875441028
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,101,1,-6,1.088114,no_c,
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,101,2,31,1.4732879999999993,c_above,32.18267417464716
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,101,2,-6,1.0998389999999993,no_c,
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_id,101,2,33,1.5194869999999998,c_above,31.117943492542604
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,101,2,-4,1.146038,no_c,
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_id,101,3,33,1.588291,c_above,32.61558917791193
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,101,3,-4,1.1602249999999996,no_c,
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,101,3,31,1.6344139999999996,c_above,35.91905200982863
l2-n2048-uniform-w1,main,2,2048,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,101,3,-6,1.2063479999999993,no_c,
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_id,11,1,26,7.442799000000001,c_above,55.223733642578125
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,11,1,-1,6.977364,no_c,
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_id,11,1,23,6.217653,c_above,52.05820352836277
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,11,1,-4,5.752217999999999,no_c,
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_id,11,2,26,7.374681,c_above,54.70731094125602
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,11,2,-1,6.928912,no_c,
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_id,11,2,23,6.221077999999999,c_above,52.09203292713995
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,11,2,-4,5.775309,no_c,
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_id,11,3,23,6.281098,c_above,52.577943104619564
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,11,3,-4,5.845891,no_c,
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_id,11,3,26,7.668460999999999,c_above,56.920122427133414
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,11,3,-1,7.233253999999999,no_c,
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_id,29,1,33,7.200124000000001,c_above,43.60980844578598
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,29,1,0,6.600113,no_c,
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_id,29,1,31,6.085202000000001,c_above,39.06746799395162
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,29,1,-2,5.485191,no_c,
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_id,29,2,33,7.187277,c_above,43.512030229048285
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,29,2,0,6.725127,no_c,
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_id,29,2,31,6.095541000000001,c_above,39.119688870337704
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,29,2,-2,5.6333910000000005,no_c,
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_id,29,3,33,7.123401999999999,c_above,43.08874137369792
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,29,3,0,6.631080999999999,no_c,
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_id,29,3,31,5.952850999999999,c_above,38.14288375756048
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,29,3,-2,5.460529999999999,no_c,
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_id,47,1,26,6.57,c_above,49.89226006610578
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,47,1,-3,6.17796,no_c,
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_id,47,1,29,7.88547,c_above,53.8151841325431
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,47,1,0,7.493429999999999,no_c,
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_id,47,2,26,6.574547000000001,c_above,49.95906073467548
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,47,2,-3,6.124192000000001,no_c,
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_id,47,2,29,8.046412,c_above,54.9789979458513
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,47,2,0,7.596057,no_c,
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_id,47,3,26,6.514937000000001,c_above,49.516949218750014
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,47,3,-3,6.069740000000001,no_c,
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_id,47,3,29,8.110668,c_above,55.457061270878235
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,47,3,0,7.665471,no_c,
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_id,71,1,27,6.110976,c_above,42.69222471788194
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,71,1,-1,5.6757670000000005,no_c,
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_id,71,1,28,7.406466000000001,c_above,50.168720598493316
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,71,1,0,6.971257000000001,no_c,
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_id,71,2,28,7.556328000000001,c_above,51.19945640345982
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,71,2,0,7.054519000000001,no_c,
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_id,71,2,27,6.110798000000001,c_above,42.673701949508114
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,71,2,-1,5.608989000000001,no_c,
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_id,71,3,28,7.406655000000001,c_above,50.195995378766746
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,71,3,0,6.880511,no_c,
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_id,71,3,27,6.169506,c_above,43.14263042534722
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,71,3,-1,5.643362,no_c,
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_id,101,1,28,7.434298,c_above,49.601053187779016
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,101,1,0,6.950592,no_c,
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_id,101,1,27,6.188594999999999,c_above,42.59917274305555
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,101,1,-1,5.704889,no_c,
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_id,101,2,27,6.244586999999999,c_above,43.016824707031255
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,101,2,-1,5.744082,no_c,
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_id,101,2,28,7.575946999999999,c_above,50.59444756208147
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,101,2,0,7.075442,no_c,
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_id,101,3,28,7.316719999999999,c_above,48.73637709263392
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,101,3,0,6.9133629999999995,no_c,
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_id,101,3,27,6.038340000000001,c_above,41.471076063368066
l2-n2048-zipf-w1,main,2,2048,zipf,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,101,3,-1,5.634983000000001,no_c,
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_id,11,1,278,14.655976,c_above,18.175548529535746
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k2_adaptive,eas,2,adaptive,accept_static_degree,11,1,-119,12.469878999999999,no_c,
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_id,11,1,281,14.882937,c_above,18.268323907709632
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,11,1,-116,12.696839999999998,no_c,
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_id,11,2,281,14.298132999999998,c_above,17.451545344559744
l2-n8192-uniform-w1,main,2,8192,uniform,1,eas_k1_adaptive,eas,1,adaptive,accept_static_degree,11,2,-116,12.312189,no_c,
