condition,mode,commit_count_count,commit_count_maximum,commit_count_median,commit_count_minimum,complete,complete_seeds,expected_seeds,fvs_size_count,fvs_size_maximum,fvs_size_median,fvs_size_minimum,peak_rss_kib_count,peak_rss_kib_maximum,peak_rss_kib_median,peak_rss_kib_minimum,total_ms_count,total_ms_maximum,total_ms_median,total_ms_minimum,validator_commits_per_second_count,validator_commits_per_second_maximum,validator_commits_per_second_median,validator_commits_per_second_minimum
main-l3-n128-zipf-k1,accept_static_degree,5,47,42,38,True,5,5,5,90,86,81,5,3920,3916,3844,5,0.421647,0.415276,0.41341,5,113580.06790638102,101594.05916644493,91505.40845124688
main-l3-n128-zipf-k1,adaptive,5,47,42,38,True,5,5,5,90,86,81,5,4184,4072,4040,5,0.487706,0.474488,0.460682,5,99379.6174519066,90623.99892094215,77947.91848288735
main-l3-n128-zipf-k1,graph,5,47,42,38,True,5,5,5,90,86,81,5,2012,1980,1964,5,0.52541,0.463583,0.438497,5,101384.21814432366,95781.72712698148,72324.47041358177
main-l3-n128-zipf-k1,lazy,5,47,42,38,True,5,5,5,90,86,81,5,4072,4044,3988,5,0.484469,0.478497,0.460859,5,100916.62354449242,89855.89621852954,78436.39118292398
main-l3-n128-zipf-k1,paper,5,47,42,38,True,5,5,5,90,86,81,5,3960,3876,3864,5,0.434441,0.422594,0.394088,5,111217.85922185359,101382.91118615592,87468.72417658554
main-l3-n128-zipf-k1,profile,5,47,42,38,True,5,5,5,90,86,81,5,4384,4264,4232,5,0.693803,0.609153,0.581176,5,80870.51082632455,70589.81897815492,58579.50857958566
main-l3-n2048-uniform-k1,accept_id,5,1026,1021,1000,True,5,5,5,1048,1027,1022,5,4832,4756,4696,5,1.731532,1.72851,1.716793,5,595295.9966635465,589952.4340015994,578532.9561298459
main-l3-n2048-uniform-k1,accept_static_degree,5,1113,1109,1078,True,5,5,5,970,939,935,5,5520,5488,5456,5,7.038076,7.027615,7.006668,5,158381.52612789103,158277.8005180208,153242.23901979552
main-l3-n2048-uniform-k1,adaptive,5,1099,1095,1059,True,5,5,5,989,953,949,5,7408,7328,7164,5,7.672326,7.564631,7.483366,5,146859.04711863617,144752.5993006136,139758.6965145844
main-l3-n2048-uniform-k1,graph,5,1099,1095,1059,True,5,5,5,989,953,949,5,5536,5476,5364,5,4.506014,4.466036,4.405929,5,249436.61143881344,244449.38056080486,235019.24317145927
main-l3-n2048-uniform-k1,lazy,5,1099,1095,1059,True,5,5,5,989,953,949,5,7412,7328,7112,5,7.634739,7.547992,7.503563,5,145930.67320151773,145352.84303270956,138843.89318276485
main-l3-n2048-uniform-k1,paper,5,1099,1095,1059,True,5,5,5,989,953,949,5,5580,5504,5448,5,18.932442,16.788888,14.45341,5,75760.66824368782,63077.435503768924,57942.86864842897
main-l3-n2048-uniform-k1,profile,5,1099,1095,1059,True,5,5,5,989,953,949,5,7676,7568,7520,5,8.91214,8.834891,8.75713,5,125497.7372723712,123940.40854607034,118826.67911410726
main-l3-n2048-zipf-k1,accept_id,5,220,205,184,True,5,5,5,1864,1843,1828,5,4728,4704,4640,5,1.458577,1.442204,1.437855,5,150831.94099454468,142143.5525071349,127968.39736969303
main-l3-n2048-zipf-k1,accept_static_degree,5,245,233,214,True,5,5,5,1834,1815,1803,5,5260,5224,5168,5,6.891262,6.86503,6.84017,5,35654.17776008813,33940.128448091265,31285.772137242206
main-l3-n2048-zipf-k1,adaptive,5,244,234,212,True,5,5,5,1836,1814,1804,5,7420,7392,7372,5,12.488205,12.066433,11.954432,5,20225.279776129362,19313.62990925235,16976.01857112371
main-l3-n2048-zipf-k1,graph,5,244,234,212,True,5,5,5,1836,1814,1804,5,5364,5252,5240,5,87.423,85.256945,77.98335,5,3128.8730222541094,2744.6444392301414,2482.223387436163
main-l3-n2048-zipf-k1,lazy,5,244,234,212,True,5,5,5,1836,1814,1804,5,7424,7404,7288,5,12.443439,12.080834,11.968756,5,20197.28108175313,19317.4118234448,17037.090791380102
main-l3-n2048-zipf-k1,paper,5,244,234,212,True,5,5,5,1836,1814,1804,5,12368,12116,11824,5,60.595617,58.176306,49.521228,5,4927.179915651526,4142.5799706155285,3525.2383285594624
main-l3-n2048-zipf-k1,profile,5,244,234,212,True,5,5,5,1836,1814,1804,5,7416,7404,7340,5,31.782852,31.358195,27.903313,5,8135.234694174129,7685.3913307191315,6670.26357483589
main-l3-n40-uniform-k1,accept_id,5,40,39,38,True,5,5,5,2,1,0,5,2040,2016,1980,5,0.054886,0.051506,0.050693,5,778149.5603454984,769336.989327915,692344.1314725067
main-l3-n40-uniform-k1,accept_static_degree,5,40,39,38,True,5,5,5,2,1,0,5,2040,2016,1964,5,0.13838,0.134239,0.129723,5,297975.9980333584,292931.8625070342,274606.1569590981
main-l3-n40-uniform-k1,adaptive,5,40,39,38,True,5,5,5,2,1,0,5,2016,2000,1988,5,0.075332,0.068094,0.053091,5,753423.3674257407,572737.686139748,504433.70679127064
main-l3-n40-uniform-k1,graph,5,40,39,38,True,5,5,5,2,1,0,5,2020,1988,1956,5,0.069551,0.064936,0.052294,5,764906.1077752706,600591.3514845386,546361.662664807
main-l3-n40-uniform-k1,lazy,5,40,39,38,True,5,5,5,2,1,0,5,2052,2020,2016,5,0.075409,0.0682,0.052953,5,755386.8524918323,571847.5073313783,503918.6304022066
main-l3-n40-uniform-k1,paper,5,40,39,38,True,5,5,5,2,1,0,5,2036,2000,1980,5,0.050388,0.046203,0.044706,5,894734.4875408222,827603.7687802394,754147.8129713424
main-l3-n40-uniform-k1,profile,5,40,39,38,True,5,5,5,2,1,0,5,2016,2016,1988,5,0.09076,0.07836,0.05483,5,729527.6308590189,497702.9096477795,418686.6460996034
main-l3-n40-zipf-k1,accept_id,5,23,20,17,True,5,5,5,23,20,17,5,2056,2000,1988,5,0.052164,0.051529,0.049899,5,446350.5986919987,383634.1664588648,337040.7819346141
main-l3-n40-zipf-k1,accept_static_degree,5,24,20,19,True,5,5,5,21,20,16,5,2072,2020,2004,5,0.137265,0.136189,0.134146,5,175013.85526354169,145703.56609478017,139512.00170351495
main-l3-n40-zipf-k1,adaptive,5,24,20,19,True,5,5,5,21,20,16,5,3956,3896,3808,5,0.155163,0.149424,0.139177,5,172442.28572249727,133847.30699218332,122451.87319141807
main-l3-n40-zipf-k1,graph,5,24,20,19,True,5,5,5,21,20,16,5,2036,2008,1996,5,0.110081,0.106633,0.098769,5,236155.3902467824,187559.19837198616,172600.17623386416
main-l3-n40-zipf-k1,lazy,5,24,20,19,True,5,5,5,21,20,16,5,3936,3904,3820,5,0.153828,0.145016,0.143682,5,166449.35778289454,137915.81618580018,123514.57471981694
main-l3-n40-zipf-k1,paper,5,24,20,19,True,5,5,5,21,20,16,5,2040,2016,1984,5,0.085016,0.081045,0.07617,5,315084.67900748324,246776.4822012462,223487.34355885952
main-l3-n40-zipf-k1,profile,5,24,20,19,True,5,5,5,21,20,16,5,4244,4096,4080,5,0.189277,0.182252,0.177011,5,131685.79768671948,111810.54820711786,100381.97984963836
main-l3-n512-uniform-k1,accept_id,5,412,408,399,True,5,5,5,113,104,100,5,3868,3832,3792,5,0.476347,0.469315,0.468603,5,872302.9008305933,862137.0328401653,850175.2554254605
main-l3-n512-uniform-k1,accept_static_degree,5,419,412,407,True,5,5,5,105,100,93,5,4196,4184,4180,5,1.576785,1.558972,1.551278,5,270099.87893852685,264642.196684393,258120.16222883904
main-l3-n512-uniform-k1,adaptive,5,417,411,407,True,5,5,5,105,101,95,5,4516,4332,4332,5,1.046544,1.029539,1.003129,5,415699.2769623847,399207.80077296734,388899.0811662004
main-l3-n512-uniform-k1,graph,5,417,411,407,True,5,5,5,105,101,95,5,4284,4176,4088,5,0.705472,0.696663,0.688655,5,605528.1672245173,591857.7693602451,576918.7154132269
main-l3-n512-uniform-k1,lazy,5,417,411,407,True,5,5,5,105,101,95,5,4400,4396,4384,5,1.051844,1.016534,0.998297,5,417711.3624502528,404902.5721657559,386939.5081399903
main-l3-n512-uniform-k1,paper,5,417,411,407,True,5,5,5,105,101,95,5,4148,4120,4092,5,0.685816,0.647797,0.639498,5,652073.9705206271,634458.0169404922,593453.6377104063
main-l3-n512-uniform-k1,profile,5,417,411,407,True,5,5,5,105,101,95,5,4620,4572,4464,5,1.162193,1.13405,1.111488,5,375172.74140611506,363286.3359258365,350774.9800049643
main-l3-n512-zipf-k1,accept_id,5,102,100,86,True,5,5,5,426,412,410,5,3896,3824,3748,5,0.408543,0.403946,0.399892,5,250067.51822992208,246687.60222117518,212899.74402519147
main-l3-n512-zipf-k1,accept_static_degree,5,115,106,96,True,5,5,5,416,406,397,5,4308,4240,4108,5,1.639285,1.622742,1.60072,5,70750.50909605458,65321.53601743223,58562.11702053029
main-l3-n512-zipf-k1,adaptive,5,116,107,96,True,5,5,5,416,405,396,5,4724,4656,4632,5,2.255473,2.207248,2.113712,5,54879.756560969516,47835.039747788636,43493.073728008814
main-l3-n512-zipf-k1,graph,5,116,107,96,True,5,5,5,416,405,396,5,3952,3904,3796,5,5.454069,4.976388,4.595761,5,25240.651113058313,19618.380332188684,19152.831937730312
main-l3-n512-zipf-k1,lazy,5,116,107,96,True,5,5,5,416,405,396,5,4680,4584,4560,5,2.294753,2.20337,2.090419,5,55491.26754014387,47885.432982770195,43569.62289583683
main-l3-n512-zipf-k1,paper,5,116,107,96,True,5,5,5,416,405,396,5,4424,4396,4364,5,4.172277,4.129249,3.963871,5,29101.885701842148,25819.042774673595,23967.72793369184
main-l3-n512-zipf-k1,profile,5,116,107,96,True,5,5,5,416,405,396,5,4788,4672,4640,5,3.641478,3.515499,3.177833,5,33670.74355386202,30413.234946983313,26362.921868537993
main-l4-n128-uniform-k1,accept_id,5,117,112,108,True,5,5,5,20,16,11,5,2020,2004,1988,5,0.156169,0.153172,0.151773,5,770888.1026269495,729978.4208133497,705089.7030788917
main-l4-n128-uniform-k1,accept_static_degree,5,117,114,111,True,5,5,5,17,14,11,5,3980,3908,3892,5,0.764003,0.746668,0.738025,5,158122.85199565906,154017.5821114605,145287.3876149701
main-l4-n128-uniform-k1,adaptive,5,117,114,111,True,5,5,5,17,14,11,5,4080,4000,3968,5,0.37425,0.314838,0.302968,5,386179.39848432835,363603.88864790386,296593.1863727455
main-l4-n128-uniform-k1,graph,5,117,114,111,True,5,5,5,17,14,11,5,3976,2056,1988,5,0.204884,0.199766,0.195987,5,596978.371014404,575673.5380395062,541769.9771578064
main-l4-n128-uniform-k1,lazy,5,117,114,111,True,5,5,5,17,14,11,5,4052,4008,3936,5,0.374938,0.317852,0.300857,5,388889.07354656863,361803.6067100411,296048.9467591975
main-l4-n128-uniform-k1,paper,5,117,114,111,True,5,5,5,17,14,11,5,3928,3888,3856,5,0.171404,0.16619,0.164852,5,709727.5131633222,691256.814033726,647592.8216377681
main-l4-n128-uniform-k1,profile,5,117,114,111,True,5,5,5,17,14,11,5,4348,4188,4132,5,0.410843,0.34824,0.333466,5,350860.3575776841,327360.4410751206,270176.19869390497
main-l4-n128-zipf-k1,accept_id,5,34,29,26,True,5,5,5,102,99,94,5,2056,2008,1980,5,0.150064,0.144527,0.141378,5,226569.99680136476,198969.4753380766,183904.14350181783
main-l4-n128-zipf-k1,accept_static_degree,5,37,32,29,True,5,5,5,99,96,91,5,3984,3920,3860,5,0.855665,0.840107,0.831699,5,44042.00893457619,38198.145718763764,34868.38387445458
main-l4-n128-zipf-k1,adaptive,5,37,32,29,True,5,5,5,99,96,91,5,4252,4172,4112,5,0.838323,0.821202,0.795881,5,46334.50254902378,38967.26992871425,34592.871721281655
main-l4-n128-zipf-k1,graph,5,37,32,29,True,5,5,5,99,96,91,5,2020,2020,1984,5,0.678684,0.655206,0.593914,5,61387.150508020146,47313.36404123284,42995.57590350014
main-l4-n128-zipf-k1,lazy,5,37,32,29,True,5,5,5,99,96,91,5,4300,4184,4024,5,0.833853,0.828954,0.796843,5,46290.73584754584,38602.865780248365,34778.31224448434
main-l4-n128-zipf-k1,paper,5,37,32,29,True,5,5,5,99,96,91,5,3908,3840,3824,5,0.518235,0.501272,0.464808,5,76206.16858040266,61842.672241816814,56579.073156741586
main-l4-n128-zipf-k1,profile,5,37,32,29,True,5,5,5,99,96,91,5,4464,4320,4232,5,1.18115,1.134116,1.044749,5,35415.204991821,27334.064593039868,25384.554111553734
main-l4-n2048-uniform-k1,accept_id,5,760,756,748,True,5,5,5,1300,1292,1288,5,5028,4972,4904,5,2.098203,2.089754,2.085162,5,364480.07397027186,361765.068998552,356495.5345121516
main-l4-n2048-uniform-k1,accept_static_degree,5,859,850,839,True,5,5,5,1209,1198,1189,5,7148,7136,7048,5,15.904337,15.821159,15.714439,5,54090.381463824444,53709.56812344058,53095.10947844529
main-l4-n2048-uniform-k1,adaptive,5,849,845,827,True,5,5,5,1221,1203,1199,5,11256,11176,11160,5,17.302107,17.150003,17.136726,5,49513.71293652185,48837.98256478243,48258.92647171928
main-l4-n2048-uniform-k1,graph,5,849,845,827,True,5,5,5,1221,1203,1199,5,5708,5504,5488,5,6.198057,6.167998,6.131645,5,137809.6742391316,137266.46425954896,133826.3710446985
main-l4-n2048-uniform-k1,lazy,5,849,845,827,True,5,5,5,1221,1203,1199,5,11308,11188,11160,5,17.520437,17.32045,16.985069,5,49901.26133225905,48676.957417109625,47658.62860612437
main-l4-n2048-uniform-k1,paper,5,849,845,827,True,5,5,5,1221,1203,1199,5,5984,5948,5920,5,31.513693,28.051991,24.187518,5,34191.18902567845,30122.639066866945,26940.6698859445
main-l4-n2048-uniform-k1,profile,5,849,845,827,True,5,5,5,1221,1203,1199,5,11560,11328,11284,5,19.444262,19.277555,19.170268,5,44040.85476607381,43693.71461003024,42943.260073331665
main-l4-n2048-zipf-k1,accept_id,5,124,120,115,True,5,5,5,1933,1928,1924,5,4956,4712,4704,5,1.67187,1.657804,1.624256,5,74797.74448607917,73265.79268182829,70126.14168407624
main-l4-n2048-zipf-k1,accept_static_degree,5,152,143,140,True,5,5,5,1908,1905,1896,5,6784,6684,6544,5,16.11548,15.789301,15.721264,5,9552.221997661214,9095.960731910614,8687.299416461687
main-l4-n2048-zipf-k1,adaptive,5,151,144,141,True,5,5,5,1907,1904,1897,5,10168,10140,10012,5,21.018188,20.819657,20.535,5,7252.761176613044,7012.417823228634,6708.47553556948
main-l4-n2048-zipf-k1,graph,5,151,144,141,True,5,5,5,1907,1904,1897,5,5576,5492,5340,5,144.037444,142.542074,137.080134,5,1050.480443796473,1029.3698474393357,998.1311233530438
main-l4-n2048-zipf-k1,lazy,5,151,144,141,True,5,5,5,1907,1904,1897,5,10236,10172,10016,5,21.301593,20.712386,20.553912,5,7290.323770520693,6957.3130409432515,6628.097407459656
main-l4-n2048-zipf-k1,paper,5,151,144,141,True,5,5,5,1907,1904,1897,5,16020,15484,15196,5,74.409499,73.538457,71.547964,5,2107.0816376500825,1950.1143681135823,1917.364135067452
main-l4-n2048-zipf-k1,profile,5,151,144,141,True,5,5,5,1907,1904,1897,5,10544,10356,10240,5,77.106729,75.474462,71.64397,5,2051.812594974846,1928.7320116330172,1854.5722514049326
main-l4-n40-uniform-k1,accept_id,5,40,39,37,True,5,5,5,3,1,0,5,2032,2016,2000,5,0.061639,0.060113,0.057586,5,677247.9422081757,648778.1345133332,607972.6576620986
main-l4-n40-uniform-k1,accept_static_degree,5,40,39,37,True,5,5,5,3,1,0,5,2032,2004,1984,5,0.2465,0.242169,0.240006,5,166662.50010416406,161044.55979088985,150101.41987829615
main-l4-n40-uniform-k1,adaptive,5,40,39,37,True,5,5,5,3,1,0,5,3996,2020,2016,5,0.114065,0.086636,0.067709,5,590763.4140217695,450159.2871323699,324376.4520229694
main-l4-n40-uniform-k1,graph,5,40,39,37,True,5,5,5,3,1,0,5,2036,2016,1980,5,0.07629,0.075253,0.068282,5,585805.9224978765,518251.7640492738,484991.47987940756
main-l4-n40-uniform-k1,lazy,5,40,39,37,True,5,5,5,3,1,0,5,3808,2012,1980,5,0.116786,0.084281,0.067766,5,590266.5053271551,462737.7463485246,316818.7967735859
main-l4-n40-uniform-k1,paper,5,40,39,37,True,5,5,5,3,1,0,5,2056,2012,2000,5,0.061432,0.057485,0.057046,5,701188.514532132,678437.8533530486,602291.9650996224
main-l4-n40-uniform-k1,profile,5,40,39,37,True,5,5,5,3,1,0,5,4080,2036,1984,5,0.132755,0.100196,0.067673,5,591077.6823844074,389237.0952932253,278708.8998531129
main-l4-n40-zipf-k1,accept_id,5,17,15,13,True,5,5,5,27,25,23,5,2020,2000,1984,5,0.062725,0.056576,0.056094,5,303062.7161550255,265435.0480437437,220705.5787579369
main-l4-n40-zipf-k1,accept_static_degree,5,18,16,14,True,5,5,5,26,24,22,5,2040,2016,1980,5,0.276731,0.267361,0.262513,5,65045.11601519165,59844.18071446471,52576.43298945843
main-l4-n40-zipf-k1,adaptive,5,18,16,14,True,5,5,5,26,24,22,5,3992,3936,3908,5,0.257206,0.248749,0.22927,5,78510.05364853666,64321.86662056933,54431.07859070162
main-l4-n40-zipf-k1,graph,5,18,16,14,True,5,5,5,26,24,22,5,2076,1996,1968,5,0.139908,0.134211,0.127372,5,141318.3431209371,121830.50331226681,100065.75749778426
main-l4-n40-zipf-k1,lazy,5,18,16,14,True,5,5,5,26,24,22,5,3988,3904,3812,5,0.259864,0.248749,0.226042,5,79631.21897700428,64033.041049181375,53874.33426715513
main-l4-n40-zipf-k1,paper,5,18,16,14,True,5,5,5,26,24,22,5,2040,2012,1976,5,0.114155,0.105903,0.09803,5,183617.2600224421,151081.6501893242,122640.26980859357
main-l4-n40-zipf-k1,profile,5,18,16,14,True,5,5,5,26,24,22,5,4024,3912,3816,5,0.329067,0.31582,0.289016,5,61776.27379244544,50232.48220671294,44329.04819200811
main-l4-n512-uniform-k1,accept_id,5,354,349,330,True,5,5,5,182,163,158,5,3864,3816,3772,5,0.537678,0.535771,0.534219,5,662649.5875287101,649789.5166050079,613750.2371307735
main-l4-n512-uniform-k1,accept_static_degree,5,371,360,347,True,5,5,5,165,152,141,5,4464,4444,4288,5,3.14324,3.13753,3.117948,5,118435.30048727666,114739.93874162159,110395.64271261501
main-l4-n512-uniform-k1,adaptive,5,370,359,347,True,5,5,5,165,153,142,5,5448,5316,5288,5,2.414112,2.299869,2.251762,5,164315.76694162172,155997.67485029888,143738.1529937302
main-l4-n512-uniform-k1,graph,5,370,359,347,True,5,5,5,165,153,142,5,4304,4244,4112,5,0.908453,0.886104,0.875789,5,422476.1900412085,405144.3171456172,381968.02696452104
main-l4-n512-uniform-k1,lazy,5,370,359,347,True,5,5,5,165,153,142,5,5332,5312,5240,5,2.414152,2.30233,2.259969,5,163719.0598632105,155494.65107087168,143735.77140130365
main-l4-n512-uniform-k1,paper,5,370,359,347,True,5,5,5,165,153,142,5,4144,4100,4064,5,1.060691,1.024485,0.97801,5,378319.2400895696,351396.06729234685,327145.22891209595
main-l4-n512-uniform-k1,profile,5,370,359,347,True,5,5,5,165,153,142,5,5664,5328,5248,5,2.680681,2.508211,2.444828,5,151339.889759116,142731.21360204543,131299.3413086647
main-l4-n512-zipf-k1,accept_id,5,64,57,51,True,5,5,5,461,455,448,5,3800,3784,3780,5,0.451182,0.44568,0.44047,5,143600.78980434392,126334.8271872548,115785.41103820919
main-l4-n512-zipf-k1,accept_static_degree,5,71,68,59,True,5,5,5,453,444,441,5,4572,4448,4408,5,3.51919,3.489298,3.45416,5,20175.097110414612,19488.160655811,17027.171325089104
main-l4-n512-zipf-k1,adaptive,5,71,68,58,True,5,5,5,454,444,441,5,5544,5304,5268,5,3.95058,3.876078,3.811331,5,18628.66279522823,17212.66244450182,14794.733279017957
main-l4-n512-zipf-k1,graph,5,71,68,58,True,5,5,5,454,444,441,5,4164,3880,3756,5,9.136404,8.226692,8.089499,5,8653.193479596202,8265.776815273988,6348.230660553101
main-l4-n512-zipf-k1,lazy,5,71,68,58,True,5,5,5,454,444,441,5,5608,5368,5288,5,3.947783,3.89255,3.804057,5,18664.283947375134,17224.857597289418,14827.419067856406
main-l4-n512-zipf-k1,paper,5,71,68,58,True,5,5,5,454,444,441,5,4916,4704,4600,5,5.845865,5.415559,5.073669,5,12925.72013341559,12694.825906331227,9921.542834122924
main-l4-n512-zipf-k1,profile,5,71,68,58,True,5,5,5,454,444,441,5,5856,5680,5604,5,8.406475,8.307499,7.945222,5,8558.602893663638,8445.870593798232,6940.083625614556
paper_k-l2-n2048-uniform-k2,accept_id,5,1364,1357,1345,True,5,5,5,703,691,684,5,4676,4508,4332,5,1.425329,1.411677,1.409837,5,963393.1841348977,961116.5963430789,952060.8926079522
paper_k-l2-n2048-uniform-k2,accept_static_degree,5,1409,1407,1394,True,5,5,5,654,641,639,5,4776,4708,4660,5,1.885496,1.858931,1.834698,5,766338.6562802162,757962.506408253,739328.0070602112
paper_k-l2-n2048-uniform-k2,adaptive,5,1402,1400,1386,True,5,5,5,662,648,646,5,5304,5256,5232,5,3.252048,3.186177,3.162847,5,442737.4945605183,440025.7738349125,430497.95082975406
paper_k-l2-n2048-uniform-k2,graph,5,1402,1400,1386,True,5,5,5,662,648,646,5,5072,5032,4964,5,2.840145,2.82335,2.813262,5,498353.8682141941,495582.6499279314,488003.25335502235
paper_k-l2-n2048-uniform-k2,lazy,5,1402,1400,1386,True,5,5,5,662,648,646,5,5300,5240,5228,5,3.223619,3.172332,3.165564,5,442891.061434866,440685.2750594831,434294.49944301735
paper_k-l2-n2048-uniform-k2,paper,5,1402,1400,1386,True,5,5,5,662,648,646,5,5272,5208,5148,5,5.012383,4.799909,4.455766,5,314199.62358885095,292088.87085150986,276515.1824990229
paper_k-l2-n2048-uniform-k2,profile,5,1402,1400,1386,True,5,5,5,662,648,646,5,5628,5540,5452,5,3.824132,3.808841,3.78033,5,370867.0936135205,367565.8815897014,362435.1879066936
paper_k-l2-n2048-zipf-k2,accept_id,5,413,408,392,True,5,5,5,1656,1640,1635,5,4628,4556,4516,5,1.2407,1.219419,1.21205,5,338685.88237513107,332876.601918272,319051.4405335321
paper_k-l2-n2048-zipf-k2,accept_static_degree,5,447,433,423,True,5,5,5,1625,1615,1601,5,4632,4588,4556,5,1.719541,1.710768,1.698326,5,259953.09213330768,254091.42949021515,249068.78891331816
paper_k-l2-n2048-zipf-k2,adaptive,5,440,430,418,True,5,5,5,1630,1618,1608,5,5228,5220,5152,5,7.72071,7.471917,7.193679,5,61164.80871609645,57936.17840533447,54140.09851425581
paper_k-l2-n2048-zipf-k2,graph,5,440,430,418,True,5,5,5,1630,1618,1608,5,5156,5076,4960,5,38.605036,35.967486,34.729481,5,12491.704372687047,12177.665127888004,10827.602906522352
paper_k-l2-n2048-zipf-k2,lazy,5,440,430,418,True,5,5,5,1630,1618,1608,5,5340,5220,5180,5,7.7183,7.432842,7.20211,5,61093.2074072737,57639.74710626756,54157.00348522343
paper_k-l2-n2048-zipf-k2,paper,5,440,430,418,True,5,5,5,1630,1618,1608,5,7844,7588,7504,5,28.923183,28.237633,25.886294,5,16533.846057685972,15511.215122032361,14452.07465582194
paper_k-l2-n2048-zipf-k2,profile,5,440,430,418,True,5,5,5,1630,1618,1608,5,5552,5336,5248,5,8.781778,8.340227,8.130385,5,53871.987611902754,51154.832583572366,49099.28503448083
paper_k-l2-n40-uniform-k2,accept_id,5,40,39,39,True,5,5,5,1,1,0,5,2036,1996,1964,5,0.053616,0.052574,0.050571,5,790967.155088885,741811.5418267584,727394.8075201433
paper_k-l2-n40-uniform-k2,accept_static_degree,5,40,39,39,True,5,5,5,1,1,0,5,2020,2016,1980,5,0.061495,0.060371,0.056415,5,709031.286005495,646005.5324576369,634197.9022684771
paper_k-l2-n40-uniform-k2,adaptive,5,40,38,38,True,5,5,5,2,2,0,5,2020,2008,1976,5,0.060956,0.059265,0.052176,5,766636.0012266176,641187.8849236481,623400.4855961677
paper_k-l2-n40-uniform-k2,graph,5,40,38,38,True,5,5,5,2,2,0,5,2020,2004,1988,5,0.06581,0.063099,0.052024,5,768875.9034291866,602228.2445046672,577419.8450083574
paper_k-l2-n40-uniform-k2,lazy,5,40,38,38,True,5,5,5,2,2,0,5,2036,2008,1976,5,0.063908,0.060875,0.051218,5,780975.4383224648,624229.9794661191,594604.7443199599
paper_k-l2-n40-uniform-k2,paper,5,40,38,38,True,5,5,5,2,2,0,5,2040,2012,1992,5,0.045138,0.044576,0.043265,5,924534.8434069109,852476.6690595837,841862.7320661084
paper_k-l2-n40-uniform-k2,profile,5,40,38,38,True,5,5,5,2,2,0,5,2036,2008,1952,5,0.082594,0.077688,0.053413,5,748881.3584707843,489136.03130470606,460081.84613894473
paper_k-l2-n40-zipf-k2,accept_id,5,26,24,21,True,5,5,5,19,16,14,5,2004,1992,1964,5,0.053114,0.051837,0.049115,5,489513.12271717435,459294.9822023194,427567.9527639214
paper_k-l2-n40-zipf-k2,accept_static_degree,5,26,25,22,True,5,5,5,18,15,14,5,2052,2012,2004,5,0.064118,0.062652,0.059069,5,414990.74251420546,389906.1106085655,372445.7837444345
paper_k-l2-n40-zipf-k2,adaptive,5,24,24,20,True,5,5,5,20,16,16,5,2036,2016,1996,5,0.103012,0.100812,0.09425,5,254641.90981432362,236497.47243326338,194152.13761503514
paper_k-l2-n40-zipf-k2,graph,5,24,24,20,True,5,5,5,20,16,16,5,2040,2004,1996,5,0.093347,0.087944,0.083145,5,288652.35432076495,272900.9369598836,214254.34132859117
paper_k-l2-n40-zipf-k2,lazy,5,24,24,20,True,5,5,5,20,16,16,5,2020,2000,1964,5,0.100967,0.100795,0.093821,5,255806.26938531885,237701.4271989858,198422.54080063495
paper_k-l2-n40-zipf-k2,paper,5,24,24,20,True,5,5,5,20,16,16,5,2056,2016,1984,5,0.071372,0.068202,0.065119,5,368556.02819453616,351895.8388317058,280221.9357731323
paper_k-l2-n40-zipf-k2,profile,5,24,24,20,True,5,5,5,20,16,16,5,2072,2012,1992,5,0.136268,0.132076,0.120191,5,199682.17254203724,176123.52129626911,150526.46631594
paper_k-l2-n512-uniform-k2,accept_id,5,457,448,440,True,5,5,5,72,64,55,5,3936,3840,3760,5,0.413668,0.410157,0.409801,5,1114207.4864015486,1082994.0918804451,1073691.865075976
paper_k-l2-n512-uniform-k2,accept_static_degree,5,462,453,441,True,5,5,5,71,59,50,5,4000,3880,3836,5,0.520874,0.511259,0.45308,5,999823.4307407081,895915.3692521063,854333.2936564314
paper_k-l2-n512-uniform-k2,adaptive,5,460,450,440,True,5,5,5,72,62,52,5,4220,4116,4028,5,0.649846,0.632924,0.604085,5,761482.2417375038,710985.8371621236,677083.493627721
paper_k-l2-n512-uniform-k2,graph,5,460,450,440,True,5,5,5,72,62,52,5,3996,3916,3852,5,0.558965,0.542538,0.530225,5,867556.2261304164,829434.9888855712,787169.1429695955
paper_k-l2-n512-uniform-k2,lazy,5,460,450,440,True,5,5,5,72,62,52,5,4200,4132,4032,5,0.64088,0.617146,0.6003,5,766283.5249042147,729162.9533368117,686555.9855199101
paper_k-l2-n512-uniform-k2,paper,5,460,450,440,True,5,5,5,72,62,52,5,4168,3900,3836,5,0.640628,0.475621,0.459883,5,1000254.4125353623,933516.3922534959,711801.5447342296
paper_k-l2-n512-uniform-k2,profile,5,460,450,440,True,5,5,5,72,62,52,5,4484,4376,4252,5,0.723526,0.700476,0.672624,5,683888.7699517115,642420.2970551454,608132.9489195965
paper_k-l2-n512-zipf-k2,accept_id,5,168,149,141,True,5,5,5,371,363,344,5,4024,3956,3908,5,0.388859,0.372592,0.326608,5,447207.0568673296,432033.20483774325,389165.6288916563
paper_k-l2-n512-zipf-k2,accept_static_degree,5,179,153,147,True,5,5,5,365,359,333,5,3920,3884,3876,5,0.526996,0.50035,0.44275,5,355750.97431797744,338886.1940422478,284632.14142042823
