condition,numerator,denominator,commit_delta_count,commit_delta_maximum,commit_delta_median,commit_delta_minimum,complete,complete_seeds,expected_seeds,total_ms_delta_count,total_ms_delta_maximum,total_ms_delta_median,total_ms_delta_minimum,total_ms_ratio_count,total_ms_ratio_maximum,total_ms_ratio_median,total_ms_ratio_minimum,validator_rate_ratio_count,validator_rate_ratio_maximum,validator_rate_ratio_median,validator_rate_ratio_minimum
main-l1-n40-zipf-k1,adaptive,accept_id,5,0,0,0,True,5,5,5,0.031893000000000005,0.029475,0.020191,5,1.9534855696812676,1.8429617342561346,1.556547865156151,5,0.6424473171595537,0.5426048633633866,0.5119054962679662
main-l1-n40-zipf-k1,adaptive,accept_static_degree,5,0,0,0,True,5,5,5,0.027736000000000004,0.025407,0.017054,5,1.718102734051367,1.6508940923297637,1.4279333534076082,5,0.7003127965416651,0.6057323753510963,0.5820373719107896
main-l1-n40-zipf-k1,graph,adaptive,5,0,0,0,True,5,5,5,-0.010181000000000003,-0.010749000000000002,-0.012401999999999996,5,0.8401551190868698,0.8161002354760483,0.8067645806054677,5,1.2395189675400862,1.2253396783015007,1.190256391089849
main-l1-n40-zipf-k1,paper,adaptive,5,0,0,0,True,5,5,5,-0.024820000000000002,-0.025943,-0.027324999999999995,5,0.6276797869634816,0.5999167232126333,0.533066132264529,5,1.87593984962406,1.6668980231870647,1.5931690342263323
main-l1-n512-uniform-k1,adaptive,accept_id,5,0,0,0,True,5,5,5,0.07723600000000003,0.07319600000000004,0.05695499999999998,5,1.2904569932910137,1.2727041956823193,1.217141005356564,5,0.8215974941268599,0.7857285325156661,0.7749192768135031
main-l1-n512-uniform-k1,adaptive,accept_static_degree,5,0,0,0,True,5,5,5,0.05185400000000001,0.04771200000000003,0.033329,5,1.1786528854435832,1.161535189942328,1.1165671636570942,5,0.8956021926389977,0.8609295772172443,0.8484262095736967
main-l1-n512-uniform-k1,graph,adaptive,5,0,0,0,True,5,5,5,-0.020928999999999975,-0.027100000000000013,-0.03166600000000003,5,0.9344354222272346,0.9207718062809589,0.9074375043846314,5,1.1020042649417923,1.0860454166587132,1.0701649105044537
main-l1-n512-uniform-k1,paper,adaptive,5,0,0,0,True,5,5,5,-0.06368200000000002,-0.08178099999999999,-0.09003499999999998,5,0.8104222794456931,0.7593762139267948,0.7383251179985585,5,1.3544168762818014,1.3168703228521217,1.2339246160458137
main-l1-n512-zipf-k1,adaptive,accept_id,5,0,0,0,True,5,5,5,0.321904,0.31380399999999997,0.29223000000000005,5,2.1974347910187926,2.159090321460627,2.0868376716837562,5,0.4791939562760309,0.4631580207925247,0.45507607510681664
main-l1-n512-zipf-k1,adaptive,accept_static_degree,5,0,0,0,True,5,5,5,0.27296499999999996,0.27265300000000003,0.25038900000000003,5,1.8803664143827656,1.8576770075001179,1.8036106296938186,5,0.5544433945644688,0.5383067109958493,0.5318112429317412
main-l1-n512-zipf-k1,graph,adaptive,5,0,0,0,True,5,5,5,0.313118,0.29298099999999994,0.255548,5,1.5508892179978648,1.5030951804477322,1.4375634604683019,5,0.6956214647207568,0.6652938636275358,0.6447913805803354
main-l1-n512-zipf-k1,paper,adaptive,5,0,0,0,True,5,5,5,0.69741,0.656767,0.4916679999999999,5,2.2183132176528852,2.123567883641241,1.8738969806739947,5,0.5336472657319319,0.4709055960506048,0.4507929682978055
main-l2-n128-uniform-k1,adaptive,accept_id,5,0,0,0,True,5,5,5,0.029422000000000004,0.018236000000000002,0.01125699999999999,5,1.2299222443636932,1.1430678466076696,1.0809908555230194,5,0.9250772056865981,0.8748387096774193,0.8130595284235674
main-l2-n128-uniform-k1,adaptive,accept_static_degree,5,0,0,0,True,5,5,5,0.0010929999999999829,-0.0070169999999999955,-0.008421000000000012,5,1.0069260942024851,0.9536148918870682,0.9469272510698371,5,1.0560473350726798,1.0486413420213503,0.9931215466136362
