condition,numerator,denominator,commit_delta_count,commit_delta_maximum,commit_delta_median,commit_delta_minimum,complete,complete_seeds,expected_seeds,total_ms_delta_count,total_ms_delta_maximum,total_ms_delta_median,total_ms_delta_minimum,total_ms_ratio_count,total_ms_ratio_maximum,total_ms_ratio_median,total_ms_ratio_minimum,validator_rate_ratio_count,validator_rate_ratio_maximum,validator_rate_ratio_median,validator_rate_ratio_minimum
main-l1-n128-uniform-k1,graph,adaptive,5,0,0,0,True,5,5,5,-0.000900999999999999,-0.008428000000000005,-0.010169999999999998,5,0.9902493398554175,0.9182767497207247,0.9022782523469555,5,1.1083055558513755,1.0889963187068927,1.0098466716938244
main-l1-n128-uniform-k1,paper,adaptive,5,0,0,0,True,5,5,5,-0.018278000000000003,-0.03107299999999999,-0.03168700000000001,5,0.8019074455402623,0.7037716673253911,0.6962722976794118,5,1.4362197136563877,1.4209153997352477,1.2470267055897934
main-l1-n128-zipf-k1,adaptive,accept_id,5,0,0,0,True,5,5,5,0.08258099999999999,0.06769100000000002,0.06507399999999999,5,1.9345336441617815,1.751070723209729,1.720961666297363,5,0.5810704675087232,0.5710791613070835,0.5169204490280613
main-l1-n128-zipf-k1,adaptive,accept_static_degree,5,0,0,0,True,5,5,5,0.07143699999999999,0.05793800000000002,0.055323,5,1.717887649482464,1.5800818990979086,1.5522690518497813,5,0.6442182164286128,0.6328785872244435,0.5821102446957244
main-l1-n128-zipf-k1,graph,adaptive,5,0,0,0,True,5,5,5,0.0022030000000000105,-0.008163000000000004,-0.009910000000000002,5,1.0141823425650534,0.950193417696804,0.9343656449519167,5,1.0702448291016318,1.052417309334686,0.9860159835467224
main-l1-n128-zipf-k1,paper,adaptive,5,0,0,0,True,5,5,5,-0.019621,-0.02545699999999998,-0.030656000000000003,5,0.8791691299635432,0.8435070518932769,0.7999386555115412,5,1.2500958581136754,1.1855265439162246,1.137437571359526
main-l1-n2048-uniform-k1,adaptive,accept_id,5,0,0,0,True,5,5,5,0.7274700000000001,0.6785999999999999,0.58572,5,1.6320209344391332,1.583944250295383,1.5763596067623065,5,0.6343730172418623,0.6313353514894948,0.6127372381676366
main-l1-n2048-uniform-k1,adaptive,accept_static_degree,5,0,0,0,True,5,5,5,0.556619,0.5238309999999999,0.44828,5,1.421083568542515,1.3953256526864404,1.3874911615572256,5,0.7207253117761617,0.7166785746930731,0.7036883840868101
main-l1-n2048-uniform-k1,graph,adaptive,5,0,0,0,True,5,5,5,-0.20518300000000012,-0.22057900000000008,-0.2798130000000001,5,0.8807464207790402,0.8666277605031768,0.8511404938628896,5,1.174894165194178,1.1538979543182248,1.135400583422726
main-l1-n2048-uniform-k1,paper,adaptive,5,0,0,0,True,5,5,5,0.2953410000000001,0.24751000000000012,0.13905999999999996,5,1.1571203460955721,1.134470701240449,1.0874824481496952,5,0.9195550711659365,0.8814683348865542,0.8642143432826694
main-l1-n2048-zipf-k1,adaptive,accept_id,5,0,0,0,True,5,5,5,1.741374,1.720511,1.674314,5,2.5921370629601355,2.559992554051232,2.4969411798680095,5,0.4004900107630332,0.39062613616492087,0.38578206927763026
main-l1-n2048-zipf-k1,adaptive,accept_static_degree,5,0,0,0,True,5,5,5,1.516355,1.501505,1.456463,5,2.157011534026254,2.150122020531314,2.1114517156778576,5,0.47360779911510376,0.465089883481539,0.46360438237129453
main-l1-n2048-zipf-k1,graph,adaptive,5,0,0,0,True,5,5,5,6.421927999999999,5.837419,5.713806999999999,5,3.291632201397547,3.063743787470506,3.0436743090041354,5,0.3285502647381452,0.326398050675648,0.30380064928743383
main-l1-n2048-zipf-k1,paper,adaptive,5,0,0,0,True,5,5,5,18.280063,16.825952,13.982524999999999,5,7.572664837295508,6.936217376668085,5.962150032862097,5,0.16772472924837747,0.14417079882239284,0.13205390988321342
main-l1-n40-uniform-k1,adaptive,accept_id,5,0,0,0,True,5,5,5,0.003703999999999999,0.001471,0.0007030000000000022,5,1.1074619937333179,1.041776717503053,1.01904323328638,5,0.981312634572955,0.9598985878632571,0.9029655244681967
main-l1-n40-uniform-k1,adaptive,accept_static_degree,5,0,0,0,True,5,5,5,0.002235000000000001,0.0005109999999999976,-0.0020949999999999996,5,1.0638534940860522,1.0137706155007007,0.9441988067334328,5,1.0590989872774972,0.9864164385018209,0.9399790530923544
main-l1-n40-uniform-k1,graph,adaptive,5,0,0,0,True,5,5,5,0.0017649999999999957,-0.00044099999999999695,-0.0027599999999999986,5,1.0496511758748732,0.9879777547571017,0.9281474539206498,5,1.0774150117805452,1.0121685383957395,0.952697451290435
main-l1-n40-uniform-k1,paper,adaptive,5,0,0,0,True,5,5,5,-0.009268000000000002,-0.010518999999999997,-0.012115,5,0.7392820974457072,0.7137882453015764,0.6737731607101325,5,1.4841790357841447,1.4009757187546552,1.3526636225266364
