condition,seed,numerator,denominator,commit_delta,commit_delta_defined,complete,successful,total_ms_delta,total_ms_delta_defined,total_ms_ratio,total_ms_ratio_defined,validator_rate_ratio,validator_rate_ratio_defined
main-l1-n2048-zipf-k1,29,adaptive,accept_id,0,3,True,3,1.722029,3,2.559992554051232,3,0.39062613616492087,3
main-l1-n2048-zipf-k1,29,adaptive,accept_static_degree,0,3,True,3,1.5139620000000003,3,2.157011534026254,3,0.46360438237129453,3
main-l1-n2048-zipf-k1,29,graph,adaptive,0,3,True,3,5.837419,3,3.063743787470506,3,0.326398050675648,3
main-l1-n2048-zipf-k1,29,paper,adaptive,0,3,True,3,16.701617,3,6.904640102836852,3,0.14483014105096345,3
main-l1-n2048-zipf-k1,47,adaptive,accept_id,0,3,True,3,1.701476,3,2.53903542771135,3,0.39385035320337597,3
main-l1-n2048-zipf-k1,47,adaptive,accept_static_degree,0,3,True,3,1.501505,3,2.150122020531314,3,0.465089883481539,3
main-l1-n2048-zipf-k1,47,graph,adaptive,0,3,True,3,6.421927999999999,3,3.291632201397547,3,0.30380064928743383,3
main-l1-n2048-zipf-k1,47,paper,adaptive,0,3,True,3,17.722464000000002,3,7.314468097842121,3,0.13671534096854085,3
main-l1-n2048-zipf-k1,71,adaptive,accept_id,0,3,True,3,1.741374,3,2.5921370629601355,3,0.38578206927763026,3
main-l1-n2048-zipf-k1,71,adaptive,accept_static_degree,0,3,True,3,1.516355,3,2.155588601701742,3,0.46391041370813724,3
main-l1-n2048-zipf-k1,71,graph,adaptive,0,3,True,3,5.801550000000001,3,3.051148966561725,3,0.32774538738004616,3
main-l1-n2048-zipf-k1,71,paper,adaptive,0,3,True,3,16.825952,3,6.936217376668085,3,0.14417079882239284,3
main-l1-n2048-zipf-k1,101,adaptive,accept_id,0,3,True,3,1.720511,3,2.5756460977709397,3,0.38825209754765505,3
main-l1-n2048-zipf-k1,101,adaptive,accept_static_degree,0,3,True,3,1.5007389999999998,3,2.13942936625017,3,0.46741435626487843,3
main-l1-n2048-zipf-k1,101,graph,adaptive,0,3,True,3,6.1450130000000005,3,3.1846884416893846,3,0.3140024584224412,3
main-l1-n2048-zipf-k1,101,paper,adaptive,0,3,True,3,13.982524999999999,3,5.962150032862097,3,0.16772472924837747,3
main-l1-n40-uniform-k1,11,adaptive,accept_id,0,3,True,3,0.003703999999999999,3,1.1074619937333179,3,0.9029655244681967,3
main-l1-n40-uniform-k1,11,adaptive,accept_static_degree,0,3,True,3,-0.0020949999999999996,3,0.9441988067334328,3,1.0590989872774972,3
main-l1-n40-uniform-k1,11,graph,adaptive,0,3,True,3,-0.0027599999999999986,3,0.9281474539206498,3,1.0774150117805452,3
main-l1-n40-uniform-k1,11,paper,adaptive,0,3,True,3,-0.010336000000000001,3,0.7309174216390711,3,1.3681436102008835,3
main-l1-n40-uniform-k1,29,adaptive,accept_id,0,3,True,3,0.0007030000000000022,3,1.01904323328638,3,0.981312634572955,3
main-l1-n40-uniform-k1,29,adaptive,accept_static_degree,0,3,True,3,0.0005109999999999976,3,1.0137706155007007,3,0.9864164385018209,3
main-l1-n40-uniform-k1,29,graph,adaptive,0,3,True,3,0.00038799999999999946,3,1.0103139371062495,3,0.9897913542242218,3
main-l1-n40-uniform-k1,29,paper,adaptive,0,3,True,3,-0.010518999999999997,3,0.7137882453015764,3,1.4009757187546552,3
main-l1-n40-uniform-k1,47,adaptive,accept_id,0,3,True,3,0.001341999999999996,3,1.0382161977446178,3,0.9631905205990456,3
main-l1-n40-uniform-k1,47,adaptive,accept_static_degree,0,3,True,3,-0.000683000000000003,3,0.981610618992488,3,1.0187338855669539,3
main-l1-n40-uniform-k1,47,graph,adaptive,0,3,True,3,0.0017649999999999957,3,1.0496511758748732,3,0.952697451290435,3
main-l1-n40-uniform-k1,47,paper,adaptive,0,3,True,3,-0.009268000000000002,3,0.7392820974457072,3,1.3526636225266364,3
main-l1-n40-uniform-k1,71,adaptive,accept_id,0,3,True,3,0.0018970000000000029,3,1.051626071574364,3,0.9509083380777391,3
main-l1-n40-uniform-k1,71,adaptive,accept_static_degree,0,3,True,3,0.0010369999999999963,3,1.0289067291074314,3,0.9719053940559726,3
main-l1-n40-uniform-k1,71,graph,adaptive,0,3,True,3,-0.0014480000000000048,3,0.9625278194710417,3,1.038931010378018,3
main-l1-n40-uniform-k1,71,paper,adaptive,0,3,True,3,-0.012115,3,0.6737731607101325,3,1.4841790357841447,3
main-l1-n40-uniform-k1,101,adaptive,accept_id,0,3,True,3,0.001471,3,1.041776717503053,3,0.9598985878632571,3
main-l1-n40-uniform-k1,101,adaptive,accept_static_degree,0,3,True,3,0.002235000000000001,3,1.0638534940860522,3,0.9399790530923544,3
main-l1-n40-uniform-k1,101,graph,adaptive,0,3,True,3,-0.00044099999999999695,3,0.9879777547571017,3,1.0121685383957395,3
