condition,seed,repetition,numerator,denominator,commit_delta,status,total_ms_delta,total_ms_ratio,undefined_rate_ratio,undefined_time_ratio,validator_rate_ratio
main-l1-n40-zipf-k1,11,2,paper,adaptive,0,ok,-0.025943,0.5999167232126333,False,False,1.6668980231870647
main-l1-n40-zipf-k1,11,2,graph,adaptive,0,ok,-0.008271,0.8724477206834865,False,False,1.1462004843299807
main-l1-n40-zipf-k1,11,2,adaptive,accept_static_degree,0,ok,0.025802,1.6608780287895086,False,False,0.6020911726605392
main-l1-n40-zipf-k1,11,2,adaptive,accept_id,0,ok,0.03165,1.9534855696812676,False,False,0.5119054962679662
main-l1-n40-zipf-k1,11,3,paper,adaptive,0,ok,-0.024917,0.608795315026769,False,False,1.6425881988859088
main-l1-n40-zipf-k1,11,3,graph,adaptive,0,ok,-0.010181000000000003,0.8401551190868698,False,False,1.190256391089849
main-l1-n40-zipf-k1,11,3,adaptive,accept_static_degree,0,ok,-0.09353,0.40511248354248425,False,False,2.468450222159421
main-l1-n40-zipf-k1,11,3,adaptive,accept_id,0,ok,0.026154999999999998,1.696760615909212,False,False,0.5893583282307319
main-l1-n40-zipf-k1,29,1,paper,adaptive,0,ok,-0.024624999999999994,0.6011564438541651,False,False,1.6634605022092896
main-l1-n40-zipf-k1,29,1,graph,adaptive,0,ok,-0.010585999999999998,0.8285418117620382,False,False,1.2069396930896295
main-l1-n40-zipf-k1,29,1,adaptive,accept_static_degree,0,ok,0.022632,1.578690327034698,False,False,0.6334364522764452
main-l1-n40-zipf-k1,29,1,adaptive,accept_id,0,ok,0.028311999999999997,1.8469293128720572,False,False,0.5414392381075785
main-l1-n40-zipf-k1,29,2,paper,adaptive,0,ok,-0.025542000000000002,0.6044354276687677,False,False,1.6544364446949704
main-l1-n40-zipf-k1,29,2,graph,adaptive,0,ok,-0.013540000000000003,0.7903083427544872,False,False,1.2653289177166822
main-l1-n40-zipf-k1,29,2,adaptive,accept_static_degree,0,ok,0.026993000000000003,1.7183192293363139,False,False,0.5819640395843335
main-l1-n40-zipf-k1,29,2,adaptive,accept_id,0,ok,0.029060000000000002,1.818337979780913,False,False,0.5499527651732201
main-l1-n40-zipf-k1,29,3,paper,adaptive,0,ok,-0.024951999999999995,0.5980346355215466,False,False,1.6721439538830374
main-l1-n40-zipf-k1,29,3,graph,adaptive,0,ok,-0.010749000000000002,0.8268385018123238,False,False,1.2094260218992323
main-l1-n40-zipf-k1,29,3,adaptive,accept_static_degree,0,ok,0.023881,1.6252552756977536,False,False,0.6152879581151832
main-l1-n40-zipf-k1,29,3,adaptive,accept_id,0,ok,0.025527,1.698451351647149,False,False,0.5887716472009665
main-l1-n40-zipf-k1,47,1,paper,adaptive,0,ok,-0.026096,0.533066132264529,False,False,1.87593984962406
main-l1-n40-zipf-k1,47,1,graph,adaptive,0,ok,-0.009581,0.8285678499856857,False,False,1.206901764312091
main-l1-n40-zipf-k1,47,1,adaptive,accept_static_degree,0,ok,0.018089,1.478557633799836,False,False,0.6763348124821071
main-l1-n40-zipf-k1,47,1,adaptive,accept_id,0,ok,0.021963000000000003,1.6473986735445838,False,False,0.6070176066418551
main-l1-n40-zipf-k1,47,2,paper,adaptive,0,ok,-0.026427,0.535602572663691,False,False,1.8670560057744676
main-l1-n40-zipf-k1,47,2,graph,adaptive,0,ok,-0.010464999999999995,0.8161002354760483,False,False,1.2253396783015007
main-l1-n40-zipf-k1,47,2,adaptive,accept_static_degree,0,ok,0.017054,1.4279333534076082,False,False,0.7003127965416651
main-l1-n40-zipf-k1,47,2,adaptive,accept_id,0,ok,0.019798999999999997,1.5335650955345352,False,False,0.6520753523354303
main-l1-n40-zipf-k1,47,3,paper,adaptive,0,ok,-0.027842,0.5069594474942447,False,False,1.9725443621629173
main-l1-n40-zipf-k1,47,3,graph,adaptive,0,ok,-0.010695999999999997,0.8105896936426421,False,False,1.2336697688644207
main-l1-n40-zipf-k1,47,3,adaptive,accept_static_degree,0,ok,0.015718000000000003,1.3856988614055752,False,False,0.7216575172658047
main-l1-n40-zipf-k1,47,3,adaptive,accept_id,0,ok,0.020191,1.556547865156151,False,False,0.6424473171595537
main-l1-n40-zipf-k1,71,1,paper,adaptive,0,ok,-0.027318999999999996,0.5760618239940412,False,False,1.7359247885351003
main-l1-n40-zipf-k1,71,1,graph,adaptive,0,ok,-0.012152999999999997,0.8114088856473364,False,False,1.232424265605875
main-l1-n40-zipf-k1,71,1,adaptive,accept_static_degree,0,ok,0.025407,1.6508940923297637,False,False,0.6057323753510963
main-l1-n40-zipf-k1,71,1,adaptive,accept_id,0,ok,0.029475,1.8429617342561346,False,False,0.5426048633633866
main-l1-n40-zipf-k1,71,2,paper,adaptive,0,ok,-0.027554000000000002,0.5756483706030925,False,False,1.7371715982663598
main-l1-n40-zipf-k1,71,2,graph,adaptive,0,ok,-0.015662000000000002,0.7587938150680712,False,False,1.3178810635275016
main-l1-n40-zipf-k1,71,2,adaptive,accept_static_degree,0,ok,0.027401000000000002,1.730089792438251,False,False,0.578004681820982
main-l1-n40-zipf-k1,71,2,adaptive,accept_id,0,ok,0.028725,1.7933548761289253,False,False,0.557614119386435
main-l1-n40-zipf-k1,71,3,paper,adaptive,0,ok,-0.027324999999999995,0.5754218589763511,False,False,1.73785542624146
main-l1-n40-zipf-k1,71,3,graph,adaptive,0,ok,-0.012310000000000001,0.8087261878865099,False,False,1.2365124500461113
main-l1-n40-zipf-k1,71,3,adaptive,accept_static_degree,0,ok,0.024849999999999997,1.6289865343727852,False,False,0.6138786164890147
main-l1-n40-zipf-k1,71,3,adaptive,accept_id,0,ok,0.03052,1.9019445593711213,False,False,0.5257776810963672
main-l1-n40-zipf-k1,101,1,paper,adaptive,0,ok,-0.021394000000000003,0.6624966476833519,False,False,1.5094416001904989
main-l1-n40-zipf-k1,101,1,graph,adaptive,0,ok,-0.012249000000000003,0.8067645806054677,False,False,1.2395189675400862
main-l1-n40-zipf-k1,101,1,adaptive,accept_static_degree,0,ok,0.025019,1.6520458691686213,False,False,0.6053100695704302
main-l1-n40-zipf-k1,101,1,adaptive,accept_id,0,ok,0.028970000000000003,1.8416862779278889,False,False,0.5429806433292842
main-l1-n40-zipf-k1,101,2,paper,adaptive,0,ok,-0.024887,0.6276797869634816,False,False,1.5931690342263323
main-l1-n40-zipf-k1,101,2,graph,adaptive,0,ok,-0.012401999999999996,0.8144607513127777,False,False,1.2278062489667714
main-l1-n40-zipf-k1,101,2,adaptive,accept_static_degree,0,ok,0.028806,1.757315245681836,False,False,0.5690498631120686
main-l1-n40-zipf-k1,101,2,adaptive,accept_id,0,ok,0.032722,1.9589988570088803,False,False,0.5104648205496461
main-l1-n40-zipf-k1,101,3,paper,adaptive,0,ok,-0.024820000000000002,0.6259795057263412,False,False,1.5974963890226288
main-l1-n40-zipf-k1,101,3,graph,adaptive,0,ok,-0.013289000000000002,0.7997438215792646,False,False,1.2504004070019408
main-l1-n40-zipf-k1,101,3,adaptive,accept_static_degree,0,ok,0.027736000000000004,1.718102734051367,False,False,0.5820373719107896
main-l1-n40-zipf-k1,101,3,adaptive,accept_id,0,ok,0.031893000000000005,1.92531987118113,False,False,0.5193942133815551
main-l1-n128-uniform-k1,11,1,paper,adaptive,0,ok,-0.03107299999999999,0.6981592112292972,False,False,1.4323380454140693
main-l1-n128-uniform-k1,11,1,graph,adaptive,0,ok,-0.00841299999999999,0.9182767497207247,False,False,1.0889963187068927
main-l1-n128-uniform-k1,11,1,adaptive,accept_static_degree,0,ok,0.000890999999999989,1.0087306719971778,False,False,0.991344892903978
main-l1-n128-uniform-k1,11,1,adaptive,accept_id,0,ok,0.016993999999999995,1.1977173040453282,False,False,0.8349215600563408
main-l1-n128-uniform-k1,11,2,paper,adaptive,0,ok,-0.03139,0.7012439444555483,False,False,1.4260372697783632
main-l1-n128-uniform-k1,11,2,graph,adaptive,0,ok,-0.011466999999999991,0.8908621953192665,False,False,1.1225080660669644
main-l1-n128-uniform-k1,11,2,adaptive,accept_static_degree,0,ok,0.012118999999999991,1.130381925766541,False,False,0.8846567493742208
main-l1-n128-uniform-k1,11,2,adaptive,accept_id,0,ok,0.01762699999999999,1.201585050662153,False,False,0.8322340557157678
main-l1-n128-uniform-k1,11,3,paper,adaptive,0,ok,-0.028269000000000002,0.7227251772875737,False,False,1.3836518104337443
main-l1-n128-uniform-k1,11,3,graph,adaptive,0,ok,-0.006031999999999996,0.9408354830166842,False,False,1.0628850825158203
main-l1-n128-uniform-k1,11,3,adaptive,accept_static_degree,0,ok,0.009541000000000008,1.1032441674241442,False,False,0.9064176630408128
main-l1-n128-uniform-k1,11,3,adaptive,accept_id,0,ok,0.014181,1.1615663309483661,False,False,0.86090649613057
main-l1-n128-uniform-k1,29,1,paper,adaptive,0,ok,-0.03147899999999999,0.7037716673253911,False,False,1.4209153997352477
main-l1-n128-uniform-k1,29,1,graph,adaptive,0,ok,-0.008428000000000005,0.9206895902734646,False,False,1.0861423986590077
main-l1-n128-uniform-k1,29,1,adaptive,accept_static_degree,0,ok,0.014092999999999994,1.152897269265403,False,False,0.8673799710161294
main-l1-n128-uniform-k1,29,1,adaptive,accept_id,0,ok,0.019075999999999996,1.2187865580915243,False,False,0.8204882088344344
main-l1-n128-uniform-k1,29,2,paper,adaptive,0,ok,-0.033618999999999996,0.6889520091041145,False,False,1.4514799097550493
main-l1-n128-uniform-k1,29,2,graph,adaptive,0,ok,-0.009092000000000003,0.915879463005283,False,False,1.091846733541433
main-l1-n128-uniform-k1,29,2,adaptive,accept_static_degree,0,ok,0.013138999999999998,1.1383868385574654,False,False,0.8784360167648937
main-l1-n128-uniform-k1,29,2,adaptive,accept_id,0,ok,0.023133,1.2723131253678635,False,False,0.7859700415421482
main-l1-n128-uniform-k1,29,3,paper,adaptive,0,ok,-0.031203999999999996,0.7038007366062954,False,False,1.4208567112645663
main-l1-n128-uniform-k1,29,3,graph,adaptive,0,ok,-0.008413999999999991,0.9201313741124655,False,False,1.086801328739142
main-l1-n128-uniform-k1,29,3,adaptive,accept_static_degree,0,ok,0.010388999999999995,1.1094051116797776,False,False,0.9013839845084861
main-l1-n128-uniform-k1,29,3,adaptive,accept_id,0,ok,0.009368000000000001,1.0976036674307148,False,False,0.9110756730075558
main-l1-n128-uniform-k1,47,1,paper,adaptive,0,ok,-0.020122,0.7850466291354649,False,False,1.2738096858033174
main-l1-n128-uniform-k1,47,1,graph,adaptive,0,ok,-0.002355999999999997,0.9748320176047687,False,False,1.0258177634102241
main-l1-n128-uniform-k1,47,1,adaptive,accept_static_degree,0,ok,-0.00014699999999999436,0.9984321337912498,False,False,1.0015703282733865
main-l1-n128-uniform-k1,47,1,adaptive,accept_id,0,ok,0.004281999999999994,1.0479351610339307,False,False,0.954257512471825
main-l1-n128-uniform-k1,47,2,paper,adaptive,0,ok,-0.018012,0.8050733734470369,False,False,1.2421228089041831
main-l1-n128-uniform-k1,47,2,graph,adaptive,0,ok,-0.000900999999999999,0.9902493398554175,False,False,1.0098466716938244
main-l1-n128-uniform-k1,47,2,adaptive,accept_static_degree,0,ok,0.0014190000000000036,1.0155959773589054,False,False,0.9846435219254578
main-l1-n128-uniform-k1,47,2,adaptive,accept_id,0,ok,0.003608,1.040632460921663,False,False,0.9609540712523267
main-l1-n128-uniform-k1,47,3,paper,adaptive,0,ok,-0.018278000000000003,0.8019074455402623,False,False,1.2470267055897934
main-l1-n128-uniform-k1,47,3,graph,adaptive,0,ok,0.0017059999999999992,1.0184892164300423,False,False,0.9818464288754576
main-l1-n128-uniform-k1,47,3,adaptive,accept_static_degree,0,ok,0.0020809999999999995,1.0230737673108694,False,False,0.977446624038149
main-l1-n128-uniform-k1,47,3,adaptive,accept_id,0,ok,0.004313000000000011,1.0490353240788113,False,False,0.9532567465048226
main-l1-n128-uniform-k1,71,1,paper,adaptive,0,ok,-0.022780999999999996,0.7811013634922312,False,False,1.2802435723951284
main-l1-n128-uniform-k1,71,1,graph,adaptive,0,ok,-0.010169999999999998,0.9022782523469555,False,False,1.1083055558513755
main-l1-n128-uniform-k1,71,1,adaptive,accept_static_degree,0,ok,0.0075839999999999935,1.0786012623462227,False,False,0.9271266731366087
main-l1-n128-uniform-k1,71,1,adaptive,accept_id,0,ok,0.017122,1.1969200335829049,False,False,0.8354777027221799
main-l1-n128-uniform-k1,71,2,paper,adaptive,0,ok,-0.032898,0.6883301438126457,False,False,1.4527912354107024
main-l1-n128-uniform-k1,71,2,graph,adaptive,0,ok,-0.011069999999999997,0.8951247702597723,False,False,1.1171626942127768
main-l1-n128-uniform-k1,71,2,adaptive,accept_static_degree,0,ok,0.009933999999999998,1.103890399498013,False,False,0.9058870341247135
main-l1-n128-uniform-k1,71,2,adaptive,accept_id,0,ok,0.018345,1.2103567292366613,False,False,0.8262027019345547
main-l1-n128-uniform-k1,71,3,paper,adaptive,0,ok,-0.02953399999999999,0.714114242016514,False,False,1.400336166348122
main-l1-n128-uniform-k1,71,3,graph,adaptive,0,ok,-0.0062399999999999956,0.9395975103332785,False,False,1.064285493525091
main-l1-n128-uniform-k1,71,3,adaptive,accept_static_degree,0,ok,0.0075910000000000005,1.0793075347904217,False,False,0.9265199841249867
main-l1-n128-uniform-k1,71,3,adaptive,accept_id,0,ok,0.018607,1.219681227863046,False,False,0.8198863581364283
main-l1-n128-uniform-k1,101,1,paper,adaptive,0,ok,-0.033108,0.6860074733028585,False,False,1.457710067188321
main-l1-n128-uniform-k1,101,1,graph,adaptive,0,ok,-0.008918999999999996,0.9154132129511959,False,False,1.0924028469898366
main-l1-n128-uniform-k1,101,1,adaptive,accept_static_degree,0,ok,0.012246999999999994,1.1314126294329094,False,False,0.8838508374272112
main-l1-n128-uniform-k1,101,1,adaptive,accept_id,0,ok,0.019630999999999996,1.2287702042861637,False,False,0.81382181673337
main-l1-n128-uniform-k1,101,2,paper,adaptive,0,ok,-0.027352,0.7303415095827747,False,False,1.369222462203024
main-l1-n128-uniform-k1,101,2,graph,adaptive,0,ok,-0.004466999999999999,0.9559606435838789,False,False,1.0460681689269324
main-l1-n128-uniform-k1,101,2,adaptive,accept_static_degree,0,ok,0.009279999999999997,1.1007031860404548,False,False,0.9085101348686805
main-l1-n128-uniform-k1,101,2,adaptive,accept_id,0,ok,0.01536499999999999,1.1785237082737865,False,False,0.8485192049846203
main-l1-n128-uniform-k1,101,3,paper,adaptive,0,ok,-0.03168700000000001,0.6962722976794118,False,False,1.4362197136563877
main-l1-n128-uniform-k1,101,3,graph,adaptive,0,ok,-0.009156999999999998,0.9122278988181391,False,False,1.0962172953661868
main-l1-n128-uniform-k1,101,3,adaptive,accept_static_degree,0,ok,-0.18068099999999998,0.3660493740526582,False,False,2.7318719027672604
main-l1-n128-uniform-k1,101,3,adaptive,accept_id,0,ok,0.018901,1.2212558237538922,False,False,0.818829258006077
main-l1-n128-zipf-k1,11,1,paper,adaptive,0,ok,-0.019969000000000015,0.8723177063352003,False,False,1.146371319460224
main-l1-n128-zipf-k1,11,1,graph,adaptive,0,ok,0.006991999999999998,1.0447070257551343,False,False,0.9572061595710822
main-l1-n128-zipf-k1,11,1,adaptive,accept_static_degree,0,ok,0.054938,1.5414851465631099,False,False,0.6487250313307247
main-l1-n128-zipf-k1,11,1,adaptive,accept_id,0,ok,0.06707800000000001,1.7510020376631812,False,False,0.5711015626998133
main-l1-n128-zipf-k1,11,2,paper,adaptive,0,ok,-0.024784,0.8457382579577,False,False,1.1823989166752529
main-l1-n128-zipf-k1,11,2,graph,adaptive,0,ok,-0.0025060000000000082,0.9844020365736763,False,False,1.0158451149497965
main-l1-n128-zipf-k1,11,2,adaptive,accept_static_degree,0,ok,0.059206999999999996,1.5835789266177123,False,False,0.6314809973733677
main-l1-n128-zipf-k1,11,2,adaptive,accept_id,0,ok,0.071953,1.8111127394063737,False,False,0.552146742851452
main-l1-n128-zipf-k1,11,3,paper,adaptive,0,ok,-0.012589000000000017,0.9202303934303655,False,False,1.0866843859310877
main-l1-n128-zipf-k1,11,3,graph,adaptive,0,ok,-0.0040140000000000176,0.9745654777368723,False,False,1.0260983205789225
main-l1-n128-zipf-k1,11,3,adaptive,accept_static_degree,0,ok,0.05793800000000002,1.5800818990979086,False,False,0.6328785872244435
main-l1-n128-zipf-k1,11,3,adaptive,accept_id,0,ok,0.06769100000000002,1.751070723209729,False,False,0.5710791613070835
main-l1-n128-zipf-k1,29,1,paper,adaptive,0,ok,-0.02047199999999999,0.8750610291963676,False,False,1.1427774368130337
main-l1-n128-zipf-k1,29,1,graph,adaptive,0,ok,-0.00947400000000001,0.9421809393613905,False,False,1.06136725784094
main-l1-n128-zipf-k1,29,1,adaptive,accept_static_degree,0,ok,0.065669,1.6688156273233727,False,False,0.5992273703739868
main-l1-n128-zipf-k1,29,1,adaptive,accept_id,0,ok,0.076488,1.875469279370021,False,False,0.5331998828239429
main-l1-n128-zipf-k1,29,2,paper,adaptive,0,ok,-0.019621,0.8791691299635432,False,False,1.137437571359526
main-l1-n128-zipf-k1,29,2,graph,adaptive,0,ok,-0.00748299999999999,0.9539178736821362,False,False,1.0483082743171446
main-l1-n128-zipf-k1,29,2,adaptive,accept_static_degree,0,ok,0.055195999999999995,1.5149457028771878,False,False,0.660089664006306
main-l1-n128-zipf-k1,29,2,adaptive,accept_id,0,ok,0.07381,1.8333145166753224,False,False,0.5454601438565375
main-l1-n128-zipf-k1,29,3,paper,adaptive,0,ok,-0.01924300000000001,0.8825887463848584,False,False,1.1330305355649115
main-l1-n128-zipf-k1,29,3,graph,adaptive,0,ok,-0.008163000000000004,0.950193417696804,False,False,1.052417309334686
main-l1-n128-zipf-k1,29,3,adaptive,accept_static_degree,0,ok,0.06559700000000002,1.6673347101132285,False,False,0.5997596007175369
main-l1-n128-zipf-k1,29,3,adaptive,accept_id,0,ok,0.07567700000000001,1.8578505276760715,False,False,0.5382564340366335
main-l1-n128-zipf-k1,47,1,paper,adaptive,0,ok,-0.023603000000000013,0.8469107135907846,False,False,1.1807620141681028
main-l1-n128-zipf-k1,47,1,graph,adaptive,0,ok,-0.00033199999999999896,0.997846644787194,False,False,1.0021580021580023
main-l1-n128-zipf-k1,47,1,adaptive,accept_static_degree,0,ok,0.054979000000000014,1.5542293773122715,False,False,0.6434056739612655
main-l1-n128-zipf-k1,47,1,adaptive,accept_id,0,ok,0.06345300000000001,1.6993992835491871,False,False,0.588443227957296
main-l1-n128-zipf-k1,47,2,paper,adaptive,0,ok,-0.02545699999999998,0.8358703571175284,False,False,1.1963577742467948
main-l1-n128-zipf-k1,47,2,graph,adaptive,0,ok,0.0049070000000000225,1.0316370411919822,False,False,0.9693331666770824
main-l1-n128-zipf-k1,47,2,adaptive,accept_static_degree,0,ok,0.058290999999999996,1.6021051109366606,False,False,0.6241787715260182
main-l1-n128-zipf-k1,47,2,adaptive,accept_id,0,ok,0.06517999999999999,1.724842365134615,False,False,0.5797631251490946
main-l1-n128-zipf-k1,47,3,paper,adaptive,0,ok,-0.025651000000000007,0.8348655155986454,False,False,1.1977977067156065
main-l1-n128-zipf-k1,47,3,graph,adaptive,0,ok,0.0022030000000000105,1.0141823425650534,False,False,0.9860159835467224
