condition,seed,mode,commit_count,complete,expected,fvs_size,peak_rss_kib,successful,total_ms,validator_commits_per_second
main-l1-n512-uniform-k1,11,accept_id,495,True,3,17,3904,3,0.268908,1840778.2587353296
main-l1-n512-uniform-k1,11,accept_static_degree,495,True,3,17,3980,3,0.29025,1705426.3565891474
main-l1-n512-uniform-k1,11,adaptive,495,True,3,17,3988,3,0.342104,1446928.41942801
main-l1-n512-uniform-k1,11,graph,495,True,3,17,3920,3,0.308287,1605646.6863669246
main-l1-n512-uniform-k1,11,lazy,495,True,3,17,3992,3,0.303298,1632058.239751004
main-l1-n512-uniform-k1,11,paper,495,True,3,17,3840,3,0.272233,1818295.3572858544
main-l1-n512-uniform-k1,11,profile,495,True,3,17,3920,3,0.337991,1464536.0379418388
main-l1-n512-uniform-k1,29,accept_id,496,True,3,16,3860,3,0.266414,1861764.0214102864
main-l1-n512-uniform-k1,29,accept_static_degree,496,True,3,16,3880,3,0.289948,1710651.5651082264
main-l1-n512-uniform-k1,29,adaptive,496,True,3,16,3916,3,0.332991,1489529.7470502206
main-l1-n512-uniform-k1,29,graph,496,True,3,16,3920,3,0.309862,1600712.5752754451
main-l1-n512-uniform-k1,29,lazy,496,True,3,16,3920,3,0.306075,1620517.8469329413
main-l1-n512-uniform-k1,29,paper,496,True,3,16,3872,3,0.250902,1976867.4621963953
main-l1-n512-uniform-k1,29,profile,496,True,3,16,3916,3,0.333895,1485496.937660043
main-l1-n512-uniform-k1,47,accept_id,492,True,3,20,3972,3,0.265912,1850236.1683564489
main-l1-n512-uniform-k1,47,accept_static_degree,492,True,3,20,3920,3,0.293905,1674010.309453735
main-l1-n512-uniform-k1,47,adaptive,492,True,3,20,3924,3,0.343148,1433783.6735169664
main-l1-n512-uniform-k1,47,graph,492,True,3,20,3936,3,0.316048,1556725.560674328
main-l1-n512-uniform-k1,47,lazy,492,True,3,20,3984,3,0.309925,1587480.8421392273
main-l1-n512-uniform-k1,47,paper,492,True,3,20,3872,3,0.262126,1876959.9352982915
main-l1-n512-uniform-k1,47,profile,492,True,3,20,4044,3,0.345486,1424080.8600059047
main-l1-n512-uniform-k1,71,accept_id,502,True,3,10,3920,3,0.265478,1890928.815193726
main-l1-n512-uniform-k1,71,accept_static_degree,502,True,3,10,3812,3,0.287392,1746743.124373678
main-l1-n512-uniform-k1,71,adaptive,502,True,3,10,3908,3,0.31925,1572435.395458105
main-l1-n512-uniform-k1,71,graph,502,True,3,10,3916,3,0.30164,1664235.5125314945
main-l1-n512-uniform-k1,71,lazy,502,True,3,10,3924,3,0.294651,1703710.4913949044
main-l1-n512-uniform-k1,71,paper,502,True,3,10,3900,3,0.243257,2063661.0662796958
main-l1-n512-uniform-k1,71,profile,502,True,3,10,3912,3,0.318994,1573697.3109212085
main-l1-n512-uniform-k1,101,accept_id,492,True,3,20,3816,3,0.266108,1848873.3897515293
main-l1-n512-uniform-k1,101,accept_static_degree,492,True,3,20,3904,3,0.292771,1680494.3112535053
main-l1-n512-uniform-k1,101,adaptive,492,True,3,20,3860,3,0.344029,1430111.996372399
main-l1-n512-uniform-k1,101,graph,492,True,3,20,3916,3,0.313284,1570460.0298770445
main-l1-n512-uniform-k1,101,lazy,492,True,3,20,3904,3,0.307558,1599698.2682941104
main-l1-n512-uniform-k1,101,paper,492,True,3,20,3860,3,0.254037,1936725.7525478571
main-l1-n512-uniform-k1,101,profile,492,True,3,20,3984,3,0.34491,1426459.076280769
main-l1-n512-zipf-k1,11,accept_id,288,True,3,224,3976,3,0.268478,1072713.5929200903
main-l1-n512-zipf-k1,11,accept_static_degree,288,True,3,224,3924,3,0.312481,921656.0366870306
main-l1-n512-zipf-k1,11,adaptive,288,True,3,224,3936,3,0.583089,493921.16812356265
main-l1-n512-zipf-k1,11,graph,288,True,3,224,3916,3,0.875338,329015.76305381465
main-l1-n512-zipf-k1,11,lazy,288,True,3,224,3932,3,0.67815,424684.80424684804
main-l1-n512-zipf-k1,11,paper,288,True,3,224,3980,3,1.240211,232218.54990803986
main-l1-n512-zipf-k1,11,profile,288,True,3,224,3816,3,0.581291,495448.92317273107
main-l1-n512-zipf-k1,29,accept_id,295,True,3,217,3860,3,0.268828,1097355.9301858437
main-l1-n512-zipf-k1,29,accept_static_degree,295,True,3,217,3936,3,0.316495,932084.2351379958
main-l1-n512-zipf-k1,29,adaptive,295,True,3,217,3772,3,0.590732,499380.42970416363
main-l1-n512-zipf-k1,29,graph,295,True,3,217,3908,3,0.851255,346547.1568448937
main-l1-n512-zipf-k1,29,lazy,295,True,3,217,3932,3,0.677941,435141.11109963845
main-l1-n512-zipf-k1,29,paper,295,True,3,217,3948,3,1.181171,249752.15273656396
main-l1-n512-zipf-k1,29,profile,295,True,3,217,3988,3,0.58704,502521.1229217771
main-l1-n512-zipf-k1,47,accept_id,290,True,3,222,3932,3,0.271538,1067990.4838365165
main-l1-n512-zipf-k1,47,accept_static_degree,290,True,3,222,3904,3,0.314015,923522.7616515135
main-l1-n512-zipf-k1,47,adaptive,290,True,3,222,3976,3,0.572439,506604.1971284276
main-l1-n512-zipf-k1,47,graph,290,True,3,222,3912,3,0.885416,327529.6583752722
main-l1-n512-zipf-k1,47,lazy,290,True,3,222,3864,3,0.677358,428134.01480457897
main-l1-n512-zipf-k1,47,paper,290,True,3,222,3856,3,1.269849,228373.6097756505
main-l1-n512-zipf-k1,47,profile,290,True,3,222,3928,3,0.569718,509023.7626334433
main-l1-n512-zipf-k1,71,accept_id,295,True,3,217,3976,3,0.269601,1094209.5912107152
main-l1-n512-zipf-k1,71,accept_static_degree,295,True,3,217,3928,3,0.31158,946787.3419346556
main-l1-n512-zipf-k1,71,adaptive,295,True,3,217,3864,3,0.561969,524939.9877929209
main-l1-n512-zipf-k1,71,graph,295,True,3,217,3972,3,0.871982,338309.735751426
main-l1-n512-zipf-k1,71,lazy,295,True,3,217,3884,3,0.669373,440710.9339635749
main-l1-n512-zipf-k1,71,paper,295,True,3,217,3988,3,1.052779,280210.7564835545
main-l1-n512-zipf-k1,71,profile,295,True,3,217,3932,3,0.566111,521099.2190577466
main-l1-n512-zipf-k1,101,accept_id,286,True,3,226,3928,3,0.270733,1056391.3523656148
main-l1-n512-zipf-k1,101,accept_static_degree,286,True,3,226,3936,3,0.311603,917834.5522989187
main-l1-n512-zipf-k1,101,adaptive,286,True,3,226,3904,3,0.584537,489276.12794399675
main-l1-n512-zipf-k1,101,graph,286,True,3,226,3924,3,0.839573,340649.35389775515
main-l1-n512-zipf-k1,101,lazy,286,True,3,226,3932,3,0.656602,435575.88919924095
main-l1-n512-zipf-k1,101,paper,286,True,3,226,3904,3,1.245822,229567.30576278153
main-l1-n512-zipf-k1,101,profile,286,True,3,226,3924,3,0.588522,485963.14156480134
main-l2-n128-uniform-k1,11,accept_id,122,True,3,6,1980,3,0.127965,953385.6913999922
main-l2-n128-uniform-k1,11,accept_static_degree,122,True,3,6,1984,3,0.157809,773086.4526104341
main-l2-n128-uniform-k1,11,adaptive,122,True,3,6,2040,3,0.158902,767768.8134825239
main-l2-n128-uniform-k1,11,graph,122,True,3,6,1988,3,0.155412,785010.1665251075
main-l2-n128-uniform-k1,11,lazy,122,True,3,6,2032,3,0.156794,778090.99838004
main-l2-n128-uniform-k1,11,paper,122,True,3,6,2012,3,0.12418,982444.8381381865
main-l2-n128-uniform-k1,11,profile,122,True,3,6,1980,3,0.176482,691288.6300019266
main-l2-n128-uniform-k1,29,accept_id,126,True,3,2,2012,3,0.12926,974779.5141575119
main-l2-n128-uniform-k1,29,accept_static_degree,126,True,3,2,2004,3,0.153245,822212.7965023329
main-l2-n128-uniform-k1,29,adaptive,126,True,3,2,1968,3,0.146047,862735.9685580669
main-l2-n128-uniform-k1,29,graph,126,True,3,2,1984,3,0.1475,854237.2881355933
main-l2-n128-uniform-k1,29,lazy,126,True,3,2,2016,3,0.146768,858497.7651804207
main-l2-n128-uniform-k1,29,paper,126,True,3,2,2012,3,0.121196,1039638.2718901614
main-l2-n128-uniform-k1,29,profile,126,True,3,2,2012,3,0.166539,756579.5399275846
main-l2-n128-uniform-k1,47,accept_id,126,True,3,2,2016,3,0.127464,988514.4040670308
main-l2-n128-uniform-k1,47,accept_static_degree,126,True,3,2,2052,3,0.151924,829362.0494457755
main-l2-n128-uniform-k1,47,adaptive,126,True,3,2,2012,3,0.1457,864790.6657515443
main-l2-n128-uniform-k1,47,graph,126,True,3,2,2004,3,0.144446,872298.298326018
main-l2-n128-uniform-k1,47,lazy,126,True,3,2,2012,3,0.144082,874502.019683236
main-l2-n128-uniform-k1,47,paper,126,True,3,2,2000,3,0.122843,1025699.4700552739
main-l2-n128-uniform-k1,47,profile,126,True,3,2,2016,3,0.160232,786359.7783214338
main-l2-n128-uniform-k1,71,accept_id,126,True,3,2,1992,3,0.127059,991665.2893537647
main-l2-n128-uniform-k1,71,accept_static_degree,126,True,3,2,1992,3,0.154351,816321.2418448861
main-l2-n128-uniform-k1,71,adaptive,126,True,3,2,1996,3,0.14843,848884.9962945495
main-l2-n128-uniform-k1,71,graph,126,True,3,2,2004,3,0.141588,889905.9242308671
main-l2-n128-uniform-k1,71,lazy,126,True,3,2,2004,3,0.142601,883584.2665899958
main-l2-n128-uniform-k1,71,paper,126,True,3,2,2016,3,0.121955,1033167.9717928745
main-l2-n128-uniform-k1,71,profile,126,True,3,2,2036,3,0.158175,796586.0597439545
main-l2-n128-uniform-k1,101,accept_id,125,True,3,3,1996,3,0.138991,899338.8061097481
main-l2-n128-uniform-k1,101,accept_static_degree,125,True,3,3,2072,3,0.158669,787803.5407042333
main-l2-n128-uniform-k1,101,adaptive,125,True,3,3,2000,3,0.150185,832306.8215867097
main-l2-n128-uniform-k1,101,graph,125,True,3,3,2004,3,0.148848,839782.8657422337
main-l2-n128-uniform-k1,101,lazy,125,True,3,3,1980,3,0.145647,858239.4419383853
main-l2-n128-uniform-k1,101,paper,125,True,3,3,2040,3,0.118119,1058254.81082637
main-l2-n128-uniform-k1,101,profile,125,True,3,3,2032,3,0.1705,733137.8299120234
main-l2-n128-zipf-k1,11,accept_id,57,True,3,71,1988,3,0.123864,460182.1352451075
main-l2-n128-zipf-k1,11,accept_static_degree,60,True,3,68,2000,3,0.156914,382375.0589494883
main-l2-n128-zipf-k1,11,adaptive,60,True,3,68,2052,3,0.298212,201199.14691561708
main-l2-n128-zipf-k1,11,graph,60,True,3,68,2020,3,0.344297,174268.14639686083
main-l2-n128-zipf-k1,11,lazy,60,True,3,68,2000,3,0.303871,197452.20833840675
main-l2-n128-zipf-k1,11,paper,60,True,3,68,1996,3,0.309727,193718.98478337377
main-l2-n128-zipf-k1,11,profile,60,True,3,68,3976,3,0.378453,158540.16218658592
main-l2-n128-zipf-k1,29,accept_id,70,True,3,58,2020,3,0.121889,574293.0042907891
main-l2-n128-zipf-k1,29,accept_static_degree,70,True,3,58,3848,3,0.161327,433901.33083736757
main-l2-n128-zipf-k1,29,adaptive,70,True,3,58,1980,3,0.273364,256068.83130185393
main-l2-n128-zipf-k1,29,graph,70,True,3,58,2036,3,0.284869,245726.983280034
main-l2-n128-zipf-k1,29,lazy,70,True,3,58,2032,3,0.270136,259128.73515562533
main-l2-n128-zipf-k1,29,paper,70,True,3,58,1996,3,0.269084,260141.8144519927
main-l2-n128-zipf-k1,29,profile,70,True,3,58,3968,3,0.330925,211528.29190904283
main-l2-n128-zipf-k1,47,accept_id,60,True,3,68,1992,3,0.126214,475383.07953158923
main-l2-n128-zipf-k1,47,accept_static_degree,61,True,3,67,2016,3,0.157592,387075.4860652825
main-l2-n128-zipf-k1,47,adaptive,61,True,3,67,3912,3,0.311049,196110.58064806508
main-l2-n128-zipf-k1,47,graph,61,True,3,67,2056,3,0.337568,180704.3321641862
main-l2-n128-zipf-k1,47,lazy,61,True,3,67,3984,3,0.306608,198951.10368940147
main-l2-n128-zipf-k1,47,paper,61,True,3,67,2008,3,0.300709,202853.92189791458
main-l2-n128-zipf-k1,47,profile,61,True,3,67,3908,3,0.36953,165074.55416339674
main-l2-n128-zipf-k1,71,accept_id,67,True,3,61,1968,3,0.126114,531265.3630841937
main-l2-n128-zipf-k1,71,accept_static_degree,69,True,3,59,3872,3,0.164034,420644.5005303778
main-l2-n128-zipf-k1,71,adaptive,69,True,3,59,1984,3,0.284029,242932.9399462731
main-l2-n128-zipf-k1,71,graph,69,True,3,59,2000,3,0.29111,237023.8054343719
main-l2-n128-zipf-k1,71,lazy,69,True,3,59,2072,3,0.284517,242516.2644059933
main-l2-n128-zipf-k1,71,paper,69,True,3,59,2004,3,0.292174,236160.64399980835
main-l2-n128-zipf-k1,71,profile,69,True,3,59,3960,3,0.369376,186801.5247336048
main-l2-n128-zipf-k1,101,accept_id,61,True,3,67,2004,3,0.123239,494973.1821907026
main-l2-n128-zipf-k1,101,accept_static_degree,63,True,3,65,2036,3,0.15581,404338.6175470124
main-l2-n128-zipf-k1,101,adaptive,63,True,3,65,1984,3,0.28841,218439.02777296212
main-l2-n128-zipf-k1,101,graph,63,True,3,65,2008,3,0.326612,192889.42231148886
main-l2-n128-zipf-k1,101,lazy,63,True,3,65,3984,3,0.294027,214266.03679253947
main-l2-n128-zipf-k1,101,paper,63,True,3,65,2008,3,0.314625,200238.37902264603
main-l2-n128-zipf-k1,101,profile,63,True,3,65,3932,3,0.348577,180734.81612384063
main-l2-n2048-uniform-k1,11,accept_id,1364,True,3,684,4432,3,1.590196,857755.899272794
main-l2-n2048-uniform-k1,11,accept_static_degree,1409,True,3,639,4696,3,2.085872,675496.866538311
main-l2-n2048-uniform-k1,11,adaptive,1402,True,3,646,5168,3,3.628053,386433.1640138664
main-l2-n2048-uniform-k1,11,graph,1402,True,3,646,5000,3,3.220042,435398.04760310584
main-l2-n2048-uniform-k1,11,lazy,1402,True,3,646,5296,3,3.654755,383609.84525638516
main-l2-n2048-uniform-k1,11,paper,1402,True,3,646,5252,3,7.282666,192511.91802562412
main-l2-n2048-uniform-k1,11,profile,1402,True,3,646,5540,3,4.436018,316049.2135063474
main-l2-n2048-uniform-k1,29,accept_id,1345,True,3,703,4456,3,1.413088,951816.1643153152
main-l2-n2048-uniform-k1,29,accept_static_degree,1394,True,3,654,4712,3,1.858989,749869.9561966208
main-l2-n2048-uniform-k1,29,adaptive,1386,True,3,662,5228,3,3.217798,430729.3372672865
main-l2-n2048-uniform-k1,29,graph,1386,True,3,662,5016,3,2.857936,484965.37361228524
main-l2-n2048-uniform-k1,29,lazy,1386,True,3,662,5304,3,3.231793,428864.1011351903
main-l2-n2048-uniform-k1,29,paper,1386,True,3,662,5296,3,7.553545,183490.00370024936
main-l2-n2048-uniform-k1,29,profile,1386,True,3,662,5508,3,3.838079,361118.1531177446
main-l2-n2048-uniform-k1,47,accept_id,1356,True,3,692,4448,3,1.416851,957051.9412415278
main-l2-n2048-uniform-k1,47,accept_static_degree,1407,True,3,641,4660,3,1.866424,753848.0002400312
main-l2-n2048-uniform-k1,47,adaptive,1401,True,3,647,5320,3,3.223392,434635.3158412008
main-l2-n2048-uniform-k1,47,graph,1401,True,3,647,5032,3,2.839279,493435.1291296136
main-l2-n2048-uniform-k1,47,lazy,1401,True,3,647,5248,3,3.216882,435514.88677545526
main-l2-n2048-uniform-k1,47,paper,1401,True,3,647,5136,3,7.056434,198542.20984707004
main-l2-n2048-uniform-k1,47,profile,1401,True,3,647,5448,3,3.837418,365089.23448005924
main-l2-n2048-uniform-k1,71,accept_id,1360,True,3,688,4732,3,1.409437,964924.292465715
main-l2-n2048-uniform-k1,71,accept_static_degree,1407,True,3,641,4644,3,1.855827,758152.5648673072
main-l2-n2048-uniform-k1,71,adaptive,1403,True,3,645,5232,3,3.198805,438601.2901692976
main-l2-n2048-uniform-k1,71,graph,1403,True,3,645,5048,3,2.825554,496539.79361215536
main-l2-n2048-uniform-k1,71,lazy,1403,True,3,645,5072,3,3.198438,438651.6168204605
main-l2-n2048-uniform-k1,71,paper,1403,True,3,645,5264,3,7.257046,193329.3519153661
main-l2-n2048-uniform-k1,71,profile,1403,True,3,645,5524,3,3.785196,370654.5182865035
main-l2-n2048-uniform-k1,101,accept_id,1357,True,3,691,4676,3,1.412107,960975.3368547851
main-l2-n2048-uniform-k1,101,accept_static_degree,1406,True,3,642,4592,3,1.838597,764713.5288483555
main-l2-n2048-uniform-k1,101,adaptive,1403,True,3,645,5296,3,3.193647,439309.6669732128
main-l2-n2048-uniform-k1,101,graph,1403,True,3,645,5036,3,2.82764,496173.4874312147
main-l2-n2048-uniform-k1,101,lazy,1403,True,3,645,5236,3,3.192461,439472.87061611714
main-l2-n2048-uniform-k1,101,paper,1403,True,3,645,5192,3,7.174593,195551.16227498898
main-l2-n2048-uniform-k1,101,profile,1403,True,3,645,5520,3,3.807928,368441.84028689616
main-l2-n2048-zipf-k1,11,accept_id,392,True,3,1656,4508,3,1.210612,323803.16732363467
main-l2-n2048-zipf-k1,11,accept_static_degree,423,True,3,1625,4532,3,1.692067,249990.10086480028
main-l2-n2048-zipf-k1,11,adaptive,422,True,3,1626,5152,3,9.147164,46134.51775872828
main-l2-n2048-zipf-k1,11,graph,422,True,3,1626,4988,3,38.911152,10845.219899940254
main-l2-n2048-zipf-k1,11,lazy,422,True,3,1626,5200,3,9.072503,46514.17585643125
main-l2-n2048-zipf-k1,11,paper,422,True,3,1626,7808,3,40.782592,10347.55221051178
main-l2-n2048-zipf-k1,11,profile,422,True,3,1626,5260,3,8.350892,50533.52384391991
main-l2-n2048-zipf-k1,29,accept_id,401,True,3,1647,4576,3,1.211936,330875.5577852296
main-l2-n2048-zipf-k1,29,accept_static_degree,433,True,3,1615,4644,3,1.700073,254694.94545234236
main-l2-n2048-zipf-k1,29,adaptive,433,True,3,1615,5220,3,8.631911,50162.70441157236
main-l2-n2048-zipf-k1,29,graph,433,True,3,1615,5080,3,38.58406,11222.250846593126
main-l2-n2048-zipf-k1,29,lazy,433,True,3,1615,5212,3,8.663393,49980.41760312617
main-l2-n2048-zipf-k1,29,paper,433,True,3,1615,7828,3,40.399909,10717.845923860868
main-l2-n2048-zipf-k1,29,profile,433,True,3,1615,5540,3,8.862006,48860.269334053715
main-l2-n2048-zipf-k1,47,accept_id,408,True,3,1640,4584,3,1.217929,334994.8970752811
main-l2-n2048-zipf-k1,47,accept_static_degree,431,True,3,1617,4604,3,1.713072,251594.7957820804
main-l2-n2048-zipf-k1,47,adaptive,431,True,3,1617,5224,3,8.664661,49742.28074243181
main-l2-n2048-zipf-k1,47,graph,431,True,3,1617,5104,3,35.126514,12269.93376000818
main-l2-n2048-zipf-k1,47,lazy,431,True,3,1617,5176,3,8.633162,49923.77068795882
main-l2-n2048-zipf-k1,47,paper,431,True,3,1617,7604,3,36.731614,11733.761549383591
main-l2-n2048-zipf-k1,47,profile,431,True,3,1617,5256,3,8.47282,50868.541996643384
main-l2-n2048-zipf-k1,71,accept_id,413,True,3,1635,4576,3,1.228335,336227.49494234065
main-l2-n2048-zipf-k1,71,accept_static_degree,447,True,3,1601,4624,3,1.711588,261160.9803293783
main-l2-n2048-zipf-k1,71,adaptive,445,True,3,1603,5212,3,8.326879,53441.391426487644
main-l2-n2048-zipf-k1,71,graph,445,True,3,1603,4980,3,35.564667,12512.41857543612
main-l2-n2048-zipf-k1,71,lazy,445,True,3,1603,5280,3,8.295428,53644.00727726165
main-l2-n2048-zipf-k1,71,paper,445,True,3,1603,7564,3,40.609956,10957.904017428633
main-l2-n2048-zipf-k1,71,profile,445,True,3,1603,5392,3,8.887505,50070.295319102486
main-l2-n2048-zipf-k1,101,accept_id,413,True,3,1635,4584,3,1.226523,336724.2196028937
main-l2-n2048-zipf-k1,101,accept_static_degree,442,True,3,1606,4532,3,1.705073,259226.43781233998
main-l2-n2048-zipf-k1,101,adaptive,441,True,3,1607,5228,3,8.852434,49816.80744527437
main-l2-n2048-zipf-k1,101,graph,441,True,3,1607,5088,3,36.491837,12084.894492979349
main-l2-n2048-zipf-k1,101,lazy,441,True,3,1607,5344,3,8.823793,49978.50697540162
main-l2-n2048-zipf-k1,101,paper,441,True,3,1607,7544,3,40.522035,10882.96774828806
main-l2-n2048-zipf-k1,101,profile,441,True,3,1607,5360,3,8.269403,53329.12182415103
main-l2-n40-uniform-k1,11,accept_id,40,True,3,0,1984,3,0.050728,788519.1610156127
main-l2-n40-uniform-k1,11,accept_static_degree,40,True,3,0,1984,3,0.055886,715742.7620513188
main-l2-n40-uniform-k1,11,adaptive,40,True,3,0,1996,3,0.053832,743052.459503641
main-l2-n40-uniform-k1,11,graph,40,True,3,0,2000,3,0.051926,770327.0038131187
main-l2-n40-uniform-k1,11,lazy,40,True,3,0,1988,3,0.053283,750708.4811290656
main-l2-n40-uniform-k1,11,paper,40,True,3,0,2016,3,0.043334,923062.7221119675
main-l2-n40-uniform-k1,11,profile,40,True,3,0,2032,3,0.053055,753934.5961737819
main-l2-n40-uniform-k1,29,accept_id,39,True,3,1,2012,3,0.052993,735946.2570528183
main-l2-n40-uniform-k1,29,accept_static_degree,39,True,3,1,1992,3,0.060322,646530.2874573125
main-l2-n40-uniform-k1,29,adaptive,39,True,3,1,1984,3,0.06385,610806.577916993
main-l2-n40-uniform-k1,29,graph,39,True,3,1,2000,3,0.066342,587862.8922854301
main-l2-n40-uniform-k1,29,lazy,39,True,3,1,2036,3,0.068291,571085.5017498645
main-l2-n40-uniform-k1,29,paper,39,True,3,1,2000,3,0.045798,851565.5705489323
main-l2-n40-uniform-k1,29,profile,39,True,3,1,2036,3,0.081089,480953.0269210374
main-l2-n40-uniform-k1,47,accept_id,39,True,3,1,2000,3,0.053509,728849.352445383
main-l2-n40-uniform-k1,47,accept_static_degree,39,True,3,1,2004,3,0.056978,684474.7095370142
main-l2-n40-uniform-k1,47,adaptive,39,True,3,1,1980,3,0.062807,620949.8941200821
main-l2-n40-uniform-k1,47,graph,39,True,3,1,1996,3,0.063564,613554.8423636021
main-l2-n40-uniform-k1,47,lazy,39,True,3,1,1984,3,0.060202,647819.009335238
main-l2-n40-uniform-k1,47,paper,39,True,3,1,2072,3,0.044752,871469.4315337862
main-l2-n40-uniform-k1,47,profile,39,True,3,1,2004,3,0.078695,495584.2175487642
main-l2-n40-uniform-k1,71,accept_id,40,True,3,0,2004,3,0.052991,754845.1623860655
main-l2-n40-uniform-k1,71,accept_static_degree,40,True,3,0,1980,3,0.058963,678391.5336736598
main-l2-n40-uniform-k1,71,adaptive,40,True,3,0,1996,3,0.053273,750849.3983819195
main-l2-n40-uniform-k1,71,graph,40,True,3,0,2040,3,0.052807,757475.3347094136
main-l2-n40-uniform-k1,71,lazy,40,True,3,0,1980,3,0.053754,744130.6693455371
main-l2-n40-uniform-k1,71,paper,40,True,3,0,2008,3,0.044103,906967.7799696166
main-l2-n40-uniform-k1,71,profile,40,True,3,0,2016,3,0.05214,767165.3241273494
main-l2-n40-uniform-k1,101,accept_id,39,True,3,1,2004,3,0.050579,771070.9978449554
main-l2-n40-uniform-k1,101,accept_static_degree,39,True,3,1,1956,3,0.059317,657484.363673146
main-l2-n40-uniform-k1,101,adaptive,39,True,3,1,2016,3,0.061639,632716.2997452911
main-l2-n40-uniform-k1,101,graph,39,True,3,1,1984,3,0.065731,593327.3493481006
main-l2-n40-uniform-k1,101,lazy,39,True,3,1,1984,3,0.062151,627503.9822368104
main-l2-n40-uniform-k1,101,paper,39,True,3,1,1980,3,0.044916,868287.4699438954
main-l2-n40-uniform-k1,101,profile,39,True,3,1,2004,3,0.076303,511120.1394440586
main-l2-n40-zipf-k1,11,accept_id,26,True,3,14,2004,3,0.053236,488391.3141483207
main-l2-n40-zipf-k1,11,accept_static_degree,26,True,3,14,2040,3,0.064357,403996.45726183633
main-l2-n40-zipf-k1,11,adaptive,26,True,3,14,2008,3,0.10234,254055.11041625953
main-l2-n40-zipf-k1,11,graph,26,True,3,14,2008,3,0.090979,285780.23499928555
main-l2-n40-zipf-k1,11,lazy,26,True,3,14,1964,3,0.100803,257928.83148318998
main-l2-n40-zipf-k1,11,paper,26,True,3,14,2004,3,0.06582,395016.71224551805
main-l2-n40-zipf-k1,11,profile,26,True,3,14,1984,3,0.118642,219146.67655636286
main-l2-n40-zipf-k1,29,accept_id,25,True,3,15,1996,3,0.050344,496583.5054822819
main-l2-n40-zipf-k1,29,accept_static_degree,26,True,3,14,1984,3,0.061093,425580.67209009215
main-l2-n40-zipf-k1,29,adaptive,26,True,3,14,2020,3,0.095082,273448.18156959256
main-l2-n40-zipf-k1,29,graph,26,True,3,14,2016,3,0.088869,292565.46152201557
main-l2-n40-zipf-k1,29,lazy,26,True,3,14,2036,3,0.097118,267715.56251158385
main-l2-n40-zipf-k1,29,paper,26,True,3,14,2036,3,0.065731,395551.56623206707
main-l2-n40-zipf-k1,29,profile,26,True,3,14,2032,3,0.125011,207981.69761061025
main-l2-n40-zipf-k1,47,accept_id,23,True,3,17,2036,3,0.051284,448482.95764760935
main-l2-n40-zipf-k1,47,accept_static_degree,23,True,3,17,1980,3,0.061805,372138.17652293504
main-l2-n40-zipf-k1,47,adaptive,23,True,3,17,1980,3,0.106786,215384.03910624987
main-l2-n40-zipf-k1,47,graph,23,True,3,17,2012,3,0.091845,250421.90647286188
main-l2-n40-zipf-k1,47,lazy,23,True,3,17,1980,3,0.100993,227738.5561375541
main-l2-n40-zipf-k1,47,paper,23,True,3,17,2016,3,0.07713,298197.84778944636
main-l2-n40-zipf-k1,47,profile,23,True,3,17,2032,3,0.130044,176863.21552705238
main-l2-n40-zipf-k1,71,accept_id,24,True,3,16,1988,3,0.051483,466173.29992424685
main-l2-n40-zipf-k1,71,accept_static_degree,25,True,3,15,1976,3,0.064499,387602.90857222595
main-l2-n40-zipf-k1,71,adaptive,25,True,3,15,1968,3,0.101684,245859.72227685773
main-l2-n40-zipf-k1,71,graph,25,True,3,15,1988,3,0.091795,272345.9883435917
main-l2-n40-zipf-k1,71,lazy,25,True,3,15,1980,3,0.102662,243517.56248660653
main-l2-n40-zipf-k1,71,paper,25,True,3,15,1984,3,0.071157,351335.77863035264
main-l2-n40-zipf-k1,71,profile,25,True,3,15,1996,3,0.136308,183408.1638641899
main-l2-n40-zipf-k1,101,accept_id,21,True,3,19,2016,3,0.049602,423370.0254022015
main-l2-n40-zipf-k1,101,accept_static_degree,22,True,3,18,1984,3,0.058636,375196.1252472884
main-l2-n40-zipf-k1,101,adaptive,22,True,3,18,2000,3,0.109594,200740.9164735296
main-l2-n40-zipf-k1,101,graph,22,True,3,18,2056,3,0.096323,228398.20188324698
main-l2-n40-zipf-k1,101,lazy,22,True,3,18,2040,3,0.105801,207937.54312341093
main-l2-n40-zipf-k1,101,paper,22,True,3,18,1992,3,0.079787,275734.14215348364
main-l2-n40-zipf-k1,101,profile,22,True,3,18,1996,3,0.141603,155363.94002951914
main-l2-n512-uniform-k1,11,accept_id,443,True,3,69,3928,3,0.415288,1066729.5948835507
main-l2-n512-uniform-k1,11,accept_static_degree,445,True,3,67,3912,3,0.514363,865147.7652941599
main-l2-n512-uniform-k1,11,adaptive,445,True,3,67,4080,3,0.642297,692825.9045270334
main-l2-n512-uniform-k1,11,graph,445,True,3,67,3920,3,0.562898,790551.7518271516
main-l2-n512-uniform-k1,11,lazy,445,True,3,67,4144,3,0.649393,685255.3076488351
main-l2-n512-uniform-k1,11,paper,445,True,3,67,3852,3,0.506782,878089.5927637526
main-l2-n512-uniform-k1,11,profile,445,True,3,67,4348,3,0.720058,618005.7717572751
main-l2-n512-uniform-k1,29,accept_id,440,True,3,72,3988,3,0.416959,1055259.6298437016
main-l2-n512-uniform-k1,29,accept_static_degree,441,True,3,71,3940,3,0.517614,851986.2291205415
main-l2-n512-uniform-k1,29,adaptive,441,True,3,71,4160,3,0.649839,678629.6298006121
