condition,suite,arity,n,distribution,workers,policy_k,key_count,selector_only,mode,metric,count,median,minimum,maximum,q1,q3,iqr,expected_repetitions
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,native,selector.switch_queries,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,native,selector.switch_remaining,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,native,selector.switch_round,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,native,selector.switches,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,native,selector.total_ms,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,native,selector.tree_updates,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,native,selector.trim_key_visits,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,native,selector.trim_ms,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,native,selector_ms,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,native,sync_wait_ms,5,0.002951,0.002679,0.0031,0.002919,0.002993,7.399999999999985e-05,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,native,value_bytes,5,32,32,32,32.0,32.0,0.0,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,profile,abort_count,5,4,2,6,2.0,4.0,2.0,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,profile,actual_arity,5,2,2,2,2.0,2.0,0.0,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,profile,apply_worker_ms,5,0.020236,0.01863,0.022003,0.019456,0.02041,0.000954,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,profile,arity_max,5,2,2,2,2.0,2.0,0.0,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,profile,arity_min,5,2,2,2,2.0,2.0,0.0,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,profile,batch_ms,5,0.316255,0.310782,0.329263,0.315232,0.316439,0.0012070000000000136,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,profile,commit_count,5,124,122,126,124.0,126.0,2.0,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,profile,commit_wall_ms,5,0.030803,0.029586,0.032843,0.030576,0.031067,0.0004910000000000019,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,profile,commit_worker_ms,5,0.029847,0.028342,0.031725,0.029305,0.030023,0.0007179999999999999,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,profile,dependency_worker_ms,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,profile,extract_ms,5,0.094842,0.093603,0.096892,0.094342,0.095422,0.0010800000000000115,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,profile,initial_core_size,5,4,4,12,4.0,4.0,0.0,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,profile,peak_rss_kib,5,8368,8284,8512,8300.0,8404.0,104.0,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,profile,read_wall_ms,5,0.123697,0.121878,0.125261,0.122193,0.124254,0.0020610000000000073,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,profile,read_worker_ms,5,0.122043,0.119876,0.123303,0.120337,0.122561,0.0022240000000000038,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,profile,reservation_worker_ms,5,0.017377,0.017291,0.017439,0.017292,0.01738,8.800000000000127e-05,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,profile,round_count,5,2,1,3,1.0,2.0,1.0,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,profile,runner_peak_rss_kib,5,8368,8284,8512,8300.0,8404.0,104.0,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,profile,selector.B,5,2,2,4,2.0,2.0,0.0,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,profile,selector.build_ms,5,0.019275,0.018274,0.026795,0.018316,0.022995,0.004679000000000003,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,profile,selector.certificate_ms,5,0.005508,0.005363,0.006258,0.00546,0.00552,6.000000000000016e-05,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,profile,selector.degree_queries,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,profile,selector.graph_bytes,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,profile,selector.heavy_subsets,5,2,0,2,2.0,2.0,0.0,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,profile,selector.heavy_updates,5,4,0,4,4.0,4.0,0.0,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,profile,selector.incidences,5,12,12,36,12.0,12.0,0.0,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,profile,selector.index_payload_bytes,5,4944,4944,6976,4944.0,4944.0,0.0,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,profile,selector.initial_core_size,5,4,4,12,4.0,4.0,0.0,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,profile,selector.kernel_ms,5,0.059832,0.057051,0.072126,0.057571,0.061322,0.0037510000000000043,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,profile,selector.light_scans,5,8,8,48,8.0,8.0,0.0,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,profile,selector.normalize_ms,5,0.094842,0.093603,0.096892,0.094342,0.095422,0.0010800000000000115,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,profile,selector.profile_links,5,2,0,2,2.0,2.0,0.0,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,profile,selector.profiles,5,2,1,2,2.0,2.0,0.0,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,profile,selector.select_ms,5,0.002648,0.002384,0.006288,0.002573,0.002931,0.0003579999999999998,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,profile,selector.subsets,5,10,10,30,10.0,10.0,0.0,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,profile,selector.switch_ms,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,profile,selector.switch_queries,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,profile,selector.switch_remaining,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,profile,selector.switch_round,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,profile,selector.switches,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,profile,selector.total_ms,5,0.161426,0.15889,0.172814,0.160423,0.161572,0.0011489999999999834,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,profile,selector.tree_updates,5,20,16,72,16.0,20.0,4.0,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,profile,selector.trim_key_visits,5,768,768,768,768.0,768.0,0.0,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,profile,selector.trim_ms,5,0.01504,0.014431,0.016413,0.014818,0.015071,0.00025299999999999975,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,profile,selector_ms,5,0.161426,0.15889,0.172814,0.160423,0.161572,0.0011489999999999834,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,profile,sync_wait_ms,5,0.003002,0.00261,0.00312,0.002964,0.0031,0.00013599999999999984,5
main-l2-n128-uniform-w1-k2,main,2,128,uniform,1,2,10000,False,profile,value_bytes,5,32,32,32,32.0,32.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,adaptive,abort_count,5,62,60,74,60.0,66.0,6.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,adaptive,actual_arity,5,2,2,2,2.0,2.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,adaptive,apply_worker_ms,5,0.014738,0.013616,0.016844,0.014464,0.016042,0.0015780000000000013,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,adaptive,arity_max,5,2,2,2,2.0,2.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,adaptive,arity_min,5,2,2,2,2.0,2.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,adaptive,batch_ms,5,0.405879,0.398954,0.414987,0.399968,0.407895,0.007927000000000017,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,adaptive,commit_count,5,66,54,68,62.0,68.0,6.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,adaptive,commit_wall_ms,5,0.024156,0.022761,0.026653,0.023883,0.024987,0.0011039999999999973,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,adaptive,commit_worker_ms,5,0.022862,0.021452,0.025579,0.022779,0.024053,0.0012740000000000008,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,adaptive,dependency_worker_ms,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,adaptive,extract_ms,5,0.094387,0.091557,0.101202,0.091959,0.096497,0.004538,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,adaptive,initial_core_size,5,83,77,90,81.0,88.0,7.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,adaptive,peak_rss_kib,5,8196,8056,8248,8184.0,8204.0,20.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,adaptive,read_wall_ms,5,0.1052,0.103238,0.106074,0.104587,0.105247,0.0006599999999999939,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,adaptive,read_worker_ms,5,0.103173,0.101218,0.104199,0.102648,0.103174,0.0005259999999999987,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,adaptive,reservation_worker_ms,5,0.016527,0.015909,0.016807,0.016495,0.016529,3.399999999999931e-05,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,adaptive,round_count,5,31,30,37,30.0,33.0,3.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,adaptive,runner_peak_rss_kib,5,8196,8056,8248,8184.0,8204.0,20.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,adaptive,selector.B,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,adaptive,selector.build_ms,5,0.079016,0.073471,0.084172,0.077086,0.079227,0.002141000000000004,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,adaptive,selector.certificate_ms,5,0.020605,0.0198,0.021239,0.020193,0.020849,0.0006560000000000003,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,adaptive,selector.degree_queries,5,334,312,436,331.0,385.0,54.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,adaptive,selector.graph_bytes,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,adaptive,selector.heavy_subsets,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,adaptive,selector.heavy_updates,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,adaptive,selector.incidences,5,249,231,270,243.0,264.0,21.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,adaptive,selector.index_payload_bytes,5,33840,33584,34272,33680.0,34152.0,472.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,adaptive,selector.initial_core_size,5,83,77,90,81.0,88.0,7.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,adaptive,selector.kernel_ms,5,0.171722,0.162261,0.188911,0.170004,0.179785,0.009781000000000012,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,adaptive,selector.light_scans,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,adaptive,selector.normalize_ms,5,0.094387,0.091557,0.101202,0.091959,0.096497,0.004538,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,adaptive,selector.profile_links,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,adaptive,selector.profiles,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,adaptive,selector.select_ms,5,0.038825,0.035557,0.049833,0.036822,0.045313,0.008490999999999999,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,adaptive,selector.subsets,5,162,153,178,158.0,164.0,6.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,adaptive,selector.switch_ms,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,adaptive,selector.switch_queries,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,adaptive,selector.switch_remaining,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,adaptive,selector.switch_round,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,adaptive,selector.switches,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,adaptive,selector.total_ms,5,0.273048,0.269766,0.286879,0.272384,0.278154,0.005769999999999997,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,adaptive,selector.tree_updates,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,adaptive,selector.trim_key_visits,5,768,768,768,768.0,768.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,adaptive,selector.trim_ms,5,0.013719,0.013359,0.014198,0.013504,0.014178,0.0006739999999999993,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,adaptive,selector_ms,5,0.273048,0.269766,0.286879,0.272384,0.278154,0.005769999999999997,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,adaptive,sync_wait_ms,5,0.00313,0.002873,0.003383,0.002949,0.003314,0.0003650000000000003,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,adaptive,value_bytes,5,32,32,32,32.0,32.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,graph,abort_count,5,62,60,74,60.0,66.0,6.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,graph,actual_arity,5,2,2,2,2.0,2.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,graph,apply_worker_ms,5,0.014971,0.012329,0.017242,0.014431,0.015698,0.0012670000000000008,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,graph,arity_max,5,2,2,2,2.0,2.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,graph,arity_min,5,2,2,2,2.0,2.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,graph,batch_ms,5,0.438268,0.402449,0.452415,0.419098,0.440919,0.02182099999999998,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,graph,commit_count,5,66,54,68,62.0,68.0,6.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,graph,commit_wall_ms,5,0.024238,0.020751,0.027631,0.02373,0.024899,0.001169,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,graph,commit_worker_ms,5,0.02333,0.019798,0.026365,0.022303,0.023818,0.001514999999999999,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,graph,dependency_worker_ms,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,graph,extract_ms,5,0.09409,0.092481,0.09525,0.093292,0.095136,0.0018439999999999984,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,graph,initial_core_size,5,83,77,90,81.0,88.0,7.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,graph,peak_rss_kib,5,8016,7916,8176,7916.0,8104.0,188.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,graph,read_wall_ms,5,0.106243,0.103994,0.108214,0.104294,0.107795,0.003501000000000004,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,graph,read_worker_ms,5,0.104544,0.101973,0.106385,0.102328,0.105863,0.0035349999999999965,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,graph,reservation_worker_ms,5,0.016481,0.01592,0.016695,0.016395,0.016522,0.00012699999999999864,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,graph,round_count,5,31,30,37,30.0,33.0,3.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,graph,runner_peak_rss_kib,5,8016,7916,8176,7916.0,8104.0,188.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,graph,selector.B,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,graph,selector.build_ms,5,0.031824,0.029761,0.036216,0.030249,0.032397,0.0021480000000000006,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,graph,selector.certificate_ms,5,0.005603,0.002766,0.005666,0.002901,0.005607,0.002706,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,graph,selector.degree_queries,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,graph,selector.graph_bytes,5,1328,1232,1440,1296.0,1408.0,112.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,graph,selector.heavy_subsets,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,graph,selector.heavy_updates,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,graph,selector.incidences,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,graph,selector.index_payload_bytes,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,graph,selector.initial_core_size,5,83,77,90,81.0,88.0,7.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,graph,selector.kernel_ms,5,0.20343,0.168096,0.228919,0.187709,0.210551,0.022842,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,graph,selector.light_scans,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,graph,selector.normalize_ms,5,0.09409,0.092481,0.09525,0.093292,0.095136,0.0018439999999999984,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,graph,selector.profile_links,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,graph,selector.profiles,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,graph,selector.select_ms,5,0.130583,0.096409,0.158367,0.117134,0.13452,0.017386,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,graph,selector.subsets,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,graph,selector.switch_ms,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,graph,selector.switch_queries,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,graph,selector.switch_remaining,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,graph,selector.switch_round,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,graph,selector.switches,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,graph,selector.total_ms,5,0.304979,0.268475,0.327572,0.287458,0.31226,0.02480199999999999,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,graph,selector.tree_updates,5,1170,830,1408,988.0,1200.0,212.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,graph,selector.trim_key_visits,5,768,768,768,768.0,768.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,graph,selector.trim_ms,5,0.015621,0.014454,0.01658,0.015614,0.016394,0.0007799999999999994,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,graph,selector_ms,5,0.304979,0.268475,0.327572,0.287458,0.31226,0.02480199999999999,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,graph,sync_wait_ms,5,0.002965,0.002874,0.003359,0.00291,0.002974,6.400000000000025e-05,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,graph,value_bytes,5,32,32,32,32.0,32.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,lazy,abort_count,5,62,60,74,60.0,66.0,6.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,lazy,actual_arity,5,2,2,2,2.0,2.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,lazy,apply_worker_ms,5,0.014914,0.01394,0.015099,0.014886,0.01501,0.00012400000000000085,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,lazy,arity_max,5,2,2,2,2.0,2.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,lazy,arity_min,5,2,2,2,2.0,2.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,lazy,batch_ms,5,0.398597,0.391311,0.411248,0.393453,0.401553,0.008099999999999996,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,lazy,commit_count,5,66,54,68,62.0,68.0,6.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,lazy,commit_wall_ms,5,0.023957,0.02296,0.024665,0.023899,0.024322,0.00042299999999999977,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,lazy,commit_worker_ms,5,0.02289,0.02176,0.023543,0.022867,0.023157,0.00029000000000000206,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,lazy,dependency_worker_ms,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,lazy,extract_ms,5,0.093853,0.091382,0.095763,0.093681,0.094071,0.00039000000000000146,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,lazy,initial_core_size,5,83,77,90,81.0,88.0,7.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,lazy,peak_rss_kib,5,8176,8012,8312,8120.0,8188.0,68.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,lazy,read_wall_ms,5,0.105471,0.104278,0.111744,0.104873,0.106926,0.0020529999999999993,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,lazy,read_worker_ms,5,0.103669,0.102293,0.109714,0.102897,0.105133,0.002236000000000002,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,lazy,reservation_worker_ms,5,0.016492,0.015898,0.022751,0.016435,0.01657,0.0001349999999999997,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,lazy,round_count,5,31,30,37,30.0,33.0,3.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,lazy,runner_peak_rss_kib,5,8176,8012,8312,8120.0,8188.0,68.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,lazy,selector.B,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,lazy,selector.build_ms,5,0.072529,0.07233,0.077698,0.07247,0.07741,0.00494,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,lazy,selector.certificate_ms,5,0.020399,0.019007,0.021447,0.0202,0.021113,0.0009130000000000006,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,lazy,selector.degree_queries,5,334,312,436,331.0,385.0,54.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,lazy,selector.graph_bytes,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,lazy,selector.heavy_subsets,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,lazy,selector.heavy_updates,5,0,0,0,0.0,0.0,0.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,lazy,selector.incidences,5,249,231,270,243.0,264.0,21.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,lazy,selector.index_payload_bytes,5,33840,33584,34272,33680.0,34152.0,472.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,lazy,selector.initial_core_size,5,83,77,90,81.0,88.0,7.0,5
main-l2-n128-zipf-w1-k2,main,2,128,zipf,1,2,10000,False,lazy,selector.kernel_ms,5,0.166999,0.159264,0.176081,0.164252,0.175397,0.011144999999999988,5
