condition,suite,arity,n,distribution,workers,policy_k,key_count,selector_only,baseline,mode,seed,metric,status,ratio,baseline_ms,baseline_status,mode_ms,mode_status
zero_commit-l1-n2-identical-w1-k2,zero_commit,1,2,identical,1,2,10000,False,graph,lazy,47,batch_ms,ok,1.0014450867052023,0.02079,ok,0.02076,ok
zero_commit-l1-n2-identical-w1-k2,zero_commit,1,2,identical,1,2,10000,False,graph,profile,47,selector_ms,ok,0.6430920194164623,0.012321,ok,0.019159,ok
zero_commit-l1-n2-identical-w1-k2,zero_commit,1,2,identical,1,2,10000,False,graph,profile,47,batch_ms,ok,0.747626582278481,0.02079,ok,0.027808,ok
zero_commit-l1-n2-identical-w1-k2,zero_commit,1,2,identical,1,2,10000,False,graph,adaptive,47,selector_ms,ok,0.6065275179679039,0.012321,ok,0.020314,ok
zero_commit-l1-n2-identical-w1-k2,zero_commit,1,2,identical,1,2,10000,False,graph,adaptive,47,batch_ms,ok,0.7264912464618932,0.02079,ok,0.028617,ok
zero_commit-l1-n2-identical-w1-k2,zero_commit,1,2,identical,1,2,10000,False,native,graph,47,batch_ms,ok,0.45012025012025014,0.009358,ok,0.02079,ok
zero_commit-l1-n2-identical-w1-k2,zero_commit,1,2,identical,1,2,10000,False,native,lazy,47,batch_ms,ok,0.4507707129094412,0.009358,ok,0.02076,ok
zero_commit-l1-n2-identical-w1-k2,zero_commit,1,2,identical,1,2,10000,False,native,profile,47,batch_ms,ok,0.33652186421173763,0.009358,ok,0.027808,ok
zero_commit-l1-n2-identical-w1-k2,zero_commit,1,2,identical,1,2,10000,False,native,adaptive,47,batch_ms,ok,0.3270084215675997,0.009358,ok,0.028617,ok
zero_commit-l1-n2-identical-w1-k2,zero_commit,1,2,identical,1,2,10000,False,graph,lazy,71,selector_ms,ok,1.0807854137447406,0.011559,ok,0.010695,ok
zero_commit-l1-n2-identical-w1-k2,zero_commit,1,2,identical,1,2,10000,False,graph,lazy,71,batch_ms,ok,1.0340065850901765,0.021041,ok,0.020349,ok
zero_commit-l1-n2-identical-w1-k2,zero_commit,1,2,identical,1,2,10000,False,graph,profile,71,selector_ms,ok,0.6050565326633166,0.011559,ok,0.019104,ok
zero_commit-l1-n2-identical-w1-k2,zero_commit,1,2,identical,1,2,10000,False,graph,profile,71,batch_ms,ok,0.7545092695521212,0.021041,ok,0.027887,ok
zero_commit-l1-n2-identical-w1-k2,zero_commit,1,2,identical,1,2,10000,False,graph,adaptive,71,selector_ms,ok,0.5767100733423141,0.011559,ok,0.020043,ok
zero_commit-l1-n2-identical-w1-k2,zero_commit,1,2,identical,1,2,10000,False,graph,adaptive,71,batch_ms,ok,0.7402547143259217,0.021041,ok,0.028424,ok
zero_commit-l1-n2-identical-w1-k2,zero_commit,1,2,identical,1,2,10000,False,native,graph,71,batch_ms,ok,0.4581531296041062,0.00964,ok,0.021041,ok
zero_commit-l1-n2-identical-w1-k2,zero_commit,1,2,identical,1,2,10000,False,native,lazy,71,batch_ms,ok,0.47373335299031893,0.00964,ok,0.020349,ok
zero_commit-l1-n2-identical-w1-k2,zero_commit,1,2,identical,1,2,10000,False,native,profile,71,batch_ms,ok,0.34568078316061246,0.00964,ok,0.027887,ok
zero_commit-l1-n2-identical-w1-k2,zero_commit,1,2,identical,1,2,10000,False,native,adaptive,71,batch_ms,ok,0.33915001407261464,0.00964,ok,0.028424,ok
zero_commit-l1-n2-identical-w1-k2,zero_commit,1,2,identical,1,2,10000,False,graph,lazy,101,selector_ms,ok,0.9971056439942112,0.011713,ok,0.011747,ok
zero_commit-l1-n2-identical-w1-k2,zero_commit,1,2,identical,1,2,10000,False,graph,lazy,101,batch_ms,ok,1.124248275862069,0.020377,ok,0.018125,ok
zero_commit-l1-n2-identical-w1-k2,zero_commit,1,2,identical,1,2,10000,False,graph,profile,101,selector_ms,ok,0.603887399463807,0.011713,ok,0.019396,ok
zero_commit-l1-n2-identical-w1-k2,zero_commit,1,2,identical,1,2,10000,False,graph,profile,101,batch_ms,ok,0.7161131611316113,0.020377,ok,0.028455,ok
zero_commit-l1-n2-identical-w1-k2,zero_commit,1,2,identical,1,2,10000,False,graph,adaptive,101,selector_ms,ok,0.5880020080321284,0.011713,ok,0.01992,ok
zero_commit-l1-n2-identical-w1-k2,zero_commit,1,2,identical,1,2,10000,False,graph,adaptive,101,batch_ms,ok,0.7161131611316113,0.020377,ok,0.028455,ok
zero_commit-l1-n2-identical-w1-k2,zero_commit,1,2,identical,1,2,10000,False,native,graph,101,batch_ms,ok,0.4718555233842077,0.009615,ok,0.020377,ok
zero_commit-l1-n2-identical-w1-k2,zero_commit,1,2,identical,1,2,10000,False,native,lazy,101,batch_ms,ok,0.5304827586206897,0.009615,ok,0.018125,ok
zero_commit-l1-n2-identical-w1-k2,zero_commit,1,2,identical,1,2,10000,False,native,profile,101,batch_ms,ok,0.3379019504480759,0.009615,ok,0.028455,ok
zero_commit-l1-n2-identical-w1-k2,zero_commit,1,2,identical,1,2,10000,False,native,adaptive,101,batch_ms,ok,0.3379019504480759,0.009615,ok,0.028455,ok
