condition,suite,arity,n,distribution,workers,policy_k,key_count,selector_only,mode,metric,count,median,minimum,maximum,q1,q3,iqr,expected_repetitions
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,adaptive,selector.trim_ms,5,0.723735,0.711725,0.73113,0.718155,0.728645,0.01049,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,adaptive,selector_ms,5,46.691949,46.226401,47.170801,46.57703,46.780789,0.20375899999999803,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,adaptive,sync_wait_ms,5,0.00419,0.003755,0.004536,0.00408,0.00444,0.0003600000000000001,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,adaptive,value_bytes,5,32,32,32,32.0,32.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,graph,abort_count,5,5986,5966,6004,5978.0,5988.0,10.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,graph,actual_arity,5,3,3,3,3.0,3.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,graph,apply_worker_ms,5,0.883327,0.820907,0.955279,0.843493,0.897259,0.05376599999999998,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,graph,arity_max,5,3,3,3,3.0,3.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,graph,arity_min,5,3,3,3,3.0,3.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,graph,batch_ms,5,57.566203,57.451672,57.880939,57.545429,57.838519,0.2930899999999994,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,graph,commit_count,5,2206,2188,2226,2204.0,2214.0,10.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,graph,commit_wall_ms,5,1.173936,1.096794,1.250364,1.122267,1.176949,0.05468200000000012,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,graph,commit_worker_ms,5,1.171466,1.094456,1.248049,1.120527,1.17486,0.054332999999999965,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,graph,dependency_worker_ms,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,graph,extract_ms,5,6.692041,6.574944,6.722055,6.622639,6.717599,0.09495999999999949,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,graph,initial_core_size,5,8186,8184,8187,8185.0,8186.0,1.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,graph,peak_rss_kib,5,30000,29944,30176,29996.0,30068.0,72.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,graph,read_wall_ms,5,8.024198,7.878924,8.068371,7.902176,8.057626,0.15545000000000098,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,graph,read_worker_ms,5,8.021893,7.876941,8.066059,7.899923,8.05546,0.15553699999999981,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,graph,reservation_worker_ms,5,2.021698,2.00881,2.070031,2.021118,2.056873,0.03575499999999998,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,graph,round_count,5,2993,2983,3002,2989.0,2994.0,5.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,graph,runner_peak_rss_kib,5,30000,29944,30176,29996.0,30068.0,72.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,graph,selector.B,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,graph,selector.build_ms,5,22.460219,22.234207,22.552392,22.40679,22.524306,0.1175159999999984,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,graph,selector.certificate_ms,5,0.776752,0.768878,0.833299,0.773408,0.785035,0.011627000000000054,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,graph,selector.degree_queries,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,graph,selector.graph_bytes,5,8382464,8380416,8383488,8381440.0,8382464.0,1024.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,graph,selector.heavy_subsets,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,graph,selector.heavy_updates,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,graph,selector.incidences,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,graph,selector.index_payload_bytes,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,graph,selector.initial_core_size,5,8186,8184,8187,8185.0,8186.0,1.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,graph,selector.kernel_ms,5,41.191608,41.122346,41.542649,41.166322,41.294659,0.12833700000000192,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,graph,selector.light_scans,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,graph,selector.normalize_ms,5,6.692041,6.574944,6.722055,6.622639,6.717599,0.09495999999999949,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,graph,selector.profile_links,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,graph,selector.profiles,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,graph,selector.select_ms,5,15.298939,15.276402,15.932418,15.289797,15.37497,0.08517299999999928,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,graph,selector.subsets,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,graph,selector.switch_ms,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,graph,selector.switch_queries,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,graph,selector.switch_remaining,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,graph,selector.switch_round,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,graph,selector.switches,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,graph,selector.total_ms,5,48.452551,48.344074,48.751513,48.386143,48.59605,0.20990700000000118,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,graph,selector.tree_updates,5,76770,76344,76926,76414.0,76836.0,422.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,graph,selector.trim_key_visits,5,73728,73728,73728,73728.0,73728.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,graph,selector.trim_ms,5,1.113971,1.09603,1.118359,1.10674,1.115299,0.008558999999999983,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,graph,selector_ms,5,48.452551,48.344074,48.751513,48.386143,48.59605,0.20990700000000118,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,graph,sync_wait_ms,5,0.004394,0.003906,0.004782,0.004298,0.004591,0.00029299999999999986,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,graph,value_bytes,5,32,32,32,32.0,32.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,lazy,abort_count,5,5986,5966,6004,5978.0,5988.0,10.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,lazy,actual_arity,5,3,3,3,3.0,3.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,lazy,apply_worker_ms,5,0.869517,0.837019,1.085633,0.843643,0.931261,0.08761799999999997,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,lazy,arity_max,5,3,3,3,3.0,3.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,lazy,arity_min,5,3,3,3,3.0,3.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,lazy,batch_ms,5,56.633582,56.00452,57.421762,56.220265,57.246541,1.0262760000000029,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,lazy,commit_count,5,2206,2188,2226,2204.0,2214.0,10.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,lazy,commit_wall_ms,5,1.155465,1.11023,1.408839,1.128785,1.230334,0.10154900000000011,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,lazy,commit_worker_ms,5,1.153006,1.10813,1.406688,1.126523,1.227887,0.10136400000000001,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,lazy,dependency_worker_ms,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,lazy,extract_ms,5,6.776448,6.604932,6.963773,6.679313,6.954773,0.2754600000000007,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,lazy,initial_core_size,5,8186,8184,8187,8185.0,8186.0,1.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,lazy,peak_rss_kib,5,31772,31716,31908,31764.0,31792.0,28.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,lazy,read_wall_ms,5,8.221421,7.861245,8.31741,7.916824,8.253048,0.33622399999999963,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,lazy,read_worker_ms,5,8.219297,7.859173,8.314811,7.914788,8.250342,0.33555400000000013,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,lazy,reservation_worker_ms,5,2.045223,2.010811,2.090791,2.020499,2.082927,0.06242800000000015,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,lazy,round_count,5,2993,2983,3002,2989.0,2994.0,5.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,lazy,runner_peak_rss_kib,5,31772,31716,31908,31764.0,31792.0,28.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,lazy,selector.B,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,lazy,selector.build_ms,5,23.654479,23.480667,24.029224,23.594423,23.951403,0.3569800000000001,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,lazy,selector.certificate_ms,5,4.570913,4.415551,4.623662,4.47183,4.621944,0.1501140000000003,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,lazy,selector.degree_queries,5,32012,31913,32091,32003.0,32012.0,9.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,lazy,selector.graph_bytes,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,lazy,selector.heavy_subsets,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,lazy,selector.heavy_updates,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,lazy,selector.incidences,5,57302,57288,57309,57295.0,57302.0,7.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,lazy,selector.index_payload_bytes,5,7966736,7965600,7967184,7966600.0,7966936.0,336.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,lazy,selector.initial_core_size,5,8186,8184,8187,8185.0,8186.0,1.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,lazy,selector.kernel_ms,5,39.922095,39.706353,40.376027,39.90222,40.07293,0.1707099999999997,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,lazy,selector.light_scans,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,lazy,selector.normalize_ms,5,6.776448,6.604932,6.963773,6.679313,6.954773,0.2754600000000007,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,lazy,selector.profile_links,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,lazy,selector.profiles,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,lazy,selector.select_ms,5,6.36056,6.296173,6.395361,6.296939,6.382016,0.08507700000000007,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,lazy,selector.subsets,5,41863,41838,41869,41851.0,41866.0,15.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,lazy,selector.switch_ms,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,lazy,selector.switch_queries,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,lazy,selector.switch_remaining,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,lazy,selector.switch_round,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,lazy,selector.switches,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,lazy,selector.total_ms,5,47.256509,46.958736,47.937898,47.248584,47.519979,0.2713949999999983,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,lazy,selector.tree_updates,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,lazy,selector.trim_key_visits,5,73728,73728,73728,73728.0,73728.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,lazy,selector.trim_ms,5,0.72763,0.724605,0.749636,0.727493,0.733835,0.00634200000000007,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,lazy,selector_ms,5,47.256509,46.958736,47.937898,47.248584,47.519979,0.2713949999999983,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,lazy,sync_wait_ms,5,0.004583,0.004172,0.005153,0.004298,0.00475,0.00045200000000000014,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,lazy,value_bytes,5,32,32,32,32.0,32.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,abort_count,5,7062,7045,7088,7053.0,7064.0,11.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,actual_arity,5,3,3,3,3.0,3.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,apply_worker_ms,5,0.397898,0.388333,0.403163,0.389505,0.400555,0.011050000000000004,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,arity_max,5,3,3,3,3.0,3.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,arity_min,5,3,3,3,3.0,3.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,batch_ms,5,9.710694,9.548465,9.912246,9.575049,9.781502,0.20645299999999978,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,commit_count,5,1130,1104,1147,1128.0,1139.0,11.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,commit_wall_ms,5,1.618672,1.592929,1.6294,1.616626,1.62599,0.00936400000000015,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,commit_worker_ms,5,1.615979,1.591638,1.626957,1.614697,1.62469,0.009992999999999919,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,dependency_worker_ms,5,0.745934,0.727464,0.748893,0.742891,0.748843,0.005952000000000068,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,extract_ms,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,initial_core_size,5,8186,8184,8187,8185.0,8186.0,1.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,peak_rss_kib,5,21872,21760,21992,21824.0,21872.0,48.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,read_wall_ms,5,8.084655,7.931741,8.282674,7.982021,8.162734,0.1807130000000008,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,read_worker_ms,5,8.082632,7.929444,8.280246,7.979923,8.160524,0.18060100000000023,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,reservation_worker_ms,5,2.046419,2.00877,2.082071,2.018852,2.065278,0.0464260000000003,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,round_count,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,runner_peak_rss_kib,5,21872,21760,21992,21824.0,21872.0,48.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,selector.B,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,selector.build_ms,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,selector.certificate_ms,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,selector.degree_queries,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,selector.graph_bytes,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,selector.heavy_subsets,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,selector.heavy_updates,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,selector.incidences,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,selector.index_payload_bytes,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,selector.initial_core_size,5,8186,8184,8187,8185.0,8186.0,1.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,selector.kernel_ms,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,selector.light_scans,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,selector.normalize_ms,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,selector.profile_links,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,selector.profiles,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,selector.select_ms,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,selector.subsets,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,selector.switch_ms,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,selector.switch_queries,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,selector.switch_remaining,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,selector.switch_round,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,selector.switches,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,selector.total_ms,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,selector.tree_updates,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,selector.trim_key_visits,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,selector.trim_ms,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,selector_ms,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,sync_wait_ms,5,0.004226,0.003323,0.004903,0.003389,0.004871,0.0014820000000000002,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,value_bytes,5,32,32,32,32.0,32.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,profile,abort_count,5,5986,5966,6004,5978.0,5988.0,10.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,profile,actual_arity,5,3,3,3,3.0,3.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,profile,apply_worker_ms,5,0.833177,0.814098,1.135476,0.831629,0.836621,0.0049919999999999964,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,profile,arity_max,5,3,3,3,3.0,3.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,profile,arity_min,5,3,3,3,3.0,3.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,profile,batch_ms,5,70.207514,69.720305,70.918109,70.062555,70.209754,0.14719900000000052,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,profile,commit_count,5,2206,2188,2226,2204.0,2214.0,10.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,profile,commit_wall_ms,5,1.111222,1.089402,1.463032,1.109686,1.115804,0.006118000000000068,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,profile,commit_worker_ms,5,1.109043,1.087688,1.460553,1.10758,1.113848,0.00626799999999994,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,profile,dependency_worker_ms,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,profile,extract_ms,5,6.743536,6.637518,6.792445,6.723189,6.755185,0.03199600000000036,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,profile,initial_core_size,5,8186,8184,8187,8185.0,8186.0,1.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,profile,peak_rss_kib,5,31728,31692,31792,31716.0,31780.0,64.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,profile,read_wall_ms,5,8.002387,7.982747,8.193469,7.99386,8.097822,0.103962000000001,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,profile,read_worker_ms,5,8.000535,7.980604,8.191077,7.991808,8.095679,0.10387100000000071,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,profile,reservation_worker_ms,5,2.022027,1.995154,2.087734,2.007556,2.031642,0.024086000000000052,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,profile,round_count,5,2993,2983,3002,2989.0,2994.0,5.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,profile,runner_peak_rss_kib,5,31728,31692,31792,31716.0,31780.0,64.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,profile,selector.B,5,407,407,407,407.0,407.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,profile,selector.build_ms,5,25.20196,25.155209,25.450872,25.156489,25.437135,0.28064600000000084,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,profile,selector.certificate_ms,5,4.631793,4.597759,4.735077,4.61198,4.710336,0.09835599999999989,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,profile,selector.degree_queries,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,profile,selector.graph_bytes,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,profile,selector.heavy_subsets,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,profile,selector.heavy_updates,5,0,0,0,0.0,0.0,0.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,profile,selector.incidences,5,57302,57288,57309,57295.0,57302.0,7.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,profile,selector.index_payload_bytes,5,7966736,7965600,7967184,7966600.0,7966936.0,336.0,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,profile,selector.initial_core_size,5,8186,8184,8187,8185.0,8186.0,1.0,5
