condition,suite,arity,n,distribution,workers,policy_k,key_count,selector_only,baseline,mode,seed,metric,status,ratio,baseline_ms,baseline_status,mode_ms,mode_status
arity-l3-n8192-zipf-w1-k2,arity,3,8192,zipf,1,2,10000,False,graph,adaptive,29,selector_ms,ok,24.011310808301378,1569.352886,ok,65.358901,ok
arity-l3-n8192-zipf-w1-k2,arity,3,8192,zipf,1,2,10000,False,graph,adaptive,29,batch_ms,ok,21.674823015741374,1577.791908,ok,72.793762,ok
arity-l3-n8192-zipf-w1-k2,arity,3,8192,zipf,1,2,10000,False,native,graph,29,batch_ms,ok,0.0052589305078372854,8.297498,ok,1577.791908,ok
arity-l3-n8192-zipf-w1-k2,arity,3,8192,zipf,1,2,10000,False,native,lazy,29,batch_ms,ok,0.11276500887680654,8.297498,ok,73.582205,ok
arity-l3-n8192-zipf-w1-k2,arity,3,8192,zipf,1,2,10000,False,native,profile,29,batch_ms,ok,0.02925909001863149,8.297498,ok,283.587015,ok
arity-l3-n8192-zipf-w1-k2,arity,3,8192,zipf,1,2,10000,False,native,adaptive,29,batch_ms,ok,0.11398638800945607,8.297498,ok,72.793762,ok
arity-l3-n8192-zipf-w1-k2,arity,3,8192,zipf,1,2,10000,False,graph,lazy,47,selector_ms,ok,22.502662615510644,1447.321146,ok,64.317773,ok
arity-l3-n8192-zipf-w1-k2,arity,3,8192,zipf,1,2,10000,False,graph,lazy,47,batch_ms,ok,20.200237538693084,1456.204137,ok,72.088466,ok
arity-l3-n8192-zipf-w1-k2,arity,3,8192,zipf,1,2,10000,False,graph,profile,47,selector_ms,ok,5.221655801285957,1447.321146,ok,277.176666,ok
arity-l3-n8192-zipf-w1-k2,arity,3,8192,zipf,1,2,10000,False,graph,profile,47,batch_ms,ok,5.107112335502139,1456.204137,ok,285.132584,ok
arity-l3-n8192-zipf-w1-k2,arity,3,8192,zipf,1,2,10000,False,graph,adaptive,47,selector_ms,ok,22.631589024103956,1447.321146,ok,63.951371,ok
arity-l3-n8192-zipf-w1-k2,arity,3,8192,zipf,1,2,10000,False,graph,adaptive,47,batch_ms,ok,20.360123691105166,1456.204137,ok,71.522362,ok
arity-l3-n8192-zipf-w1-k2,arity,3,8192,zipf,1,2,10000,False,native,graph,47,batch_ms,ok,0.0057026880977745775,8.304278,ok,1456.204137,ok
arity-l3-n8192-zipf-w1-k2,arity,3,8192,zipf,1,2,10000,False,native,lazy,47,batch_ms,ok,0.11519565418412428,8.304278,ok,72.088466,ok
arity-l3-n8192-zipf-w1-k2,arity,3,8192,zipf,1,2,10000,False,native,profile,47,batch_ms,ok,0.029124268729665774,8.304278,ok,285.132584,ok
arity-l3-n8192-zipf-w1-k2,arity,3,8192,zipf,1,2,10000,False,native,adaptive,47,batch_ms,ok,0.11610743504248364,8.304278,ok,71.522362,ok
arity-l3-n8192-zipf-w1-k2,arity,3,8192,zipf,1,2,10000,False,graph,lazy,71,selector_ms,ok,23.367598865551756,1546.529804,ok,66.182658,ok
arity-l3-n8192-zipf-w1-k2,arity,3,8192,zipf,1,2,10000,False,graph,lazy,71,batch_ms,ok,21.131448346980115,1555.414404,ok,73.606616,ok
arity-l3-n8192-zipf-w1-k2,arity,3,8192,zipf,1,2,10000,False,graph,profile,71,selector_ms,ok,5.6767768401306595,1546.529804,ok,272.430967,ok
arity-l3-n8192-zipf-w1-k2,arity,3,8192,zipf,1,2,10000,False,graph,profile,71,batch_ms,ok,5.551020846620412,1555.414404,ok,280.203308,ok
arity-l3-n8192-zipf-w1-k2,arity,3,8192,zipf,1,2,10000,False,graph,adaptive,71,selector_ms,ok,23.49112285069102,1546.529804,ok,65.834648,ok
arity-l3-n8192-zipf-w1-k2,arity,3,8192,zipf,1,2,10000,False,graph,adaptive,71,batch_ms,ok,21.23801841537886,1555.414404,ok,73.237266,ok
arity-l3-n8192-zipf-w1-k2,arity,3,8192,zipf,1,2,10000,False,native,graph,71,batch_ms,ok,0.005384507806062466,8.375141,ok,1555.414404,ok
arity-l3-n8192-zipf-w1-k2,arity,3,8192,zipf,1,2,10000,False,native,lazy,71,batch_ms,ok,0.11378244857772023,8.375141,ok,73.606616,ok
arity-l3-n8192-zipf-w1-k2,arity,3,8192,zipf,1,2,10000,False,native,profile,71,batch_ms,ok,0.029889515080243092,8.375141,ok,280.203308,ok
arity-l3-n8192-zipf-w1-k2,arity,3,8192,zipf,1,2,10000,False,native,adaptive,71,batch_ms,ok,0.11435627594290589,8.375141,ok,73.237266,ok
arity-l3-n8192-zipf-w1-k2,arity,3,8192,zipf,1,2,10000,False,graph,lazy,101,selector_ms,ok,22.521644122781936,1452.905225,ok,64.511508,ok
arity-l3-n8192-zipf-w1-k2,arity,3,8192,zipf,1,2,10000,False,graph,lazy,101,batch_ms,ok,20.36628893193497,1461.617295,ok,71.766501,ok
arity-l3-n8192-zipf-w1-k2,arity,3,8192,zipf,1,2,10000,False,graph,profile,101,selector_ms,ok,4.715878755891065,1452.905225,ok,308.087909,ok
arity-l3-n8192-zipf-w1-k2,arity,3,8192,zipf,1,2,10000,False,graph,profile,101,batch_ms,ok,4.630756683460259,1461.617295,ok,315.632497,ok
arity-l3-n8192-zipf-w1-k2,arity,3,8192,zipf,1,2,10000,False,graph,adaptive,101,selector_ms,ok,22.450560232099235,1452.905225,ok,64.715767,ok
arity-l3-n8192-zipf-w1-k2,arity,3,8192,zipf,1,2,10000,False,graph,adaptive,101,batch_ms,ok,20.259878309931967,1461.617295,ok,72.143439,ok
arity-l3-n8192-zipf-w1-k2,arity,3,8192,zipf,1,2,10000,False,native,graph,101,batch_ms,ok,0.00561572788450071,8.208045,ok,1461.617295,ok
arity-l3-n8192-zipf-w1-k2,arity,3,8192,zipf,1,2,10000,False,native,lazy,101,batch_ms,ok,0.11437153665886539,8.208045,ok,71.766501,ok
arity-l3-n8192-zipf-w1-k2,arity,3,8192,zipf,1,2,10000,False,native,profile,101,batch_ms,ok,0.026005069433645802,8.208045,ok,315.632497,ok
arity-l3-n8192-zipf-w1-k2,arity,3,8192,zipf,1,2,10000,False,native,adaptive,101,batch_ms,ok,0.11377396356167607,8.208045,ok,72.143439,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,graph,lazy,11,selector_ms,ok,0.4198393123563488,0.99954,ok,2.380768,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,graph,lazy,11,batch_ms,ok,0.5614393943019589,1.759683,ok,3.134235,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,graph,profile,11,selector_ms,ok,0.39411224987491034,0.99954,ok,2.536181,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,graph,profile,11,batch_ms,ok,0.5357342815102756,1.759683,ok,3.284619,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,graph,adaptive,11,selector_ms,ok,0.42432213060193175,0.99954,ok,2.355616,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,graph,adaptive,11,batch_ms,ok,0.5664382800994665,1.759683,ok,3.106575,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,native,graph,11,batch_ms,ok,0.4461354687179452,0.785057,ok,1.759683,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,native,lazy,11,batch_ms,ok,0.2504780273336237,0.785057,ok,3.134235,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,native,profile,11,batch_ms,ok,0.23901006478985842,0.785057,ok,3.284619,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,native,adaptive,11,batch_ms,ok,0.2527082075919622,0.785057,ok,3.106575,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,graph,lazy,29,selector_ms,ok,0.4878055094013036,0.998773,ok,2.047482,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,graph,lazy,29,batch_ms,ok,0.6266813191193155,1.760972,ok,2.809996,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,graph,profile,29,selector_ms,ok,0.4509416166522414,0.998773,ok,2.214861,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,graph,profile,29,batch_ms,ok,0.5912089424711987,1.760972,ok,2.978595,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,graph,adaptive,29,selector_ms,ok,0.4906745729571459,0.998773,ok,2.03551,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,graph,adaptive,29,batch_ms,ok,0.6294371827073234,1.760972,ok,2.797693,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,native,graph,29,batch_ms,ok,0.44905995098161694,0.790782,ok,1.760972,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,native,lazy,29,batch_ms,ok,0.28141748244481485,0.790782,ok,2.809996,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,native,profile,29,batch_ms,ok,0.26548825872601006,0.790782,ok,2.978595,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,native,adaptive,29,batch_ms,ok,0.28265503041255774,0.790782,ok,2.797693,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,graph,lazy,47,selector_ms,ok,0.4379617962347849,1.063913,ok,2.429237,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,graph,lazy,47,batch_ms,ok,0.5694035636629626,1.818429,ok,3.193568,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,graph,profile,47,selector_ms,ok,0.40014133967293297,1.063913,ok,2.658843,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,graph,profile,47,batch_ms,ok,0.5317477653878782,1.818429,ok,3.419721,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,graph,adaptive,47,selector_ms,ok,0.44258894102768903,1.063913,ok,2.40384,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,graph,adaptive,47,batch_ms,ok,0.5756558807831378,1.818429,ok,3.158882,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,native,graph,47,batch_ms,ok,0.4351123964696999,0.791221,ok,1.818429,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,native,lazy,47,batch_ms,ok,0.24775454914377898,0.791221,ok,3.193568,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,native,profile,47,batch_ms,ok,0.23137004451532742,0.791221,ok,3.419721,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,native,adaptive,47,batch_ms,ok,0.25047500982942694,0.791221,ok,3.158882,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,graph,lazy,71,selector_ms,ok,0.4293422740109883,1.013696,ok,2.361044,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,graph,lazy,71,batch_ms,ok,0.5672865103123599,1.762174,ok,3.106321,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,graph,profile,71,selector_ms,ok,0.3964277948719553,1.013696,ok,2.557076,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,graph,profile,71,batch_ms,ok,0.5317268038981804,1.762174,ok,3.314059,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,graph,adaptive,71,selector_ms,ok,0.4277288550391359,1.013696,ok,2.36995,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,graph,adaptive,71,batch_ms,ok,0.5657682370803591,1.762174,ok,3.114657,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,native,graph,71,batch_ms,ok,0.4406613648822421,0.776522,ok,1.762174,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,native,lazy,71,batch_ms,ok,0.2499812479135286,0.776522,ok,3.106321,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,native,profile,71,batch_ms,ok,0.23431145915024448,0.776522,ok,3.314059,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,native,adaptive,71,batch_ms,ok,0.24931220355885098,0.776522,ok,3.114657,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,graph,lazy,101,selector_ms,ok,0.4147499404743418,1.00159,ok,2.414925,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,graph,lazy,101,batch_ms,ok,0.55458309660504,1.756048,ok,3.166429,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,graph,profile,101,selector_ms,ok,0.3948447333273412,1.00159,ok,2.536668,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,graph,profile,101,batch_ms,ok,0.5345727614007615,1.756048,ok,3.284956,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,graph,adaptive,101,selector_ms,ok,0.4267949450542895,1.00159,ok,2.346771,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,graph,adaptive,101,batch_ms,ok,0.5679020570363762,1.756048,ok,3.092167,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,native,graph,101,batch_ms,ok,0.45649663334943,0.80163,ok,1.756048,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,native,lazy,101,batch_ms,ok,0.25316531651270247,0.80163,ok,3.166429,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,native,profile,101,batch_ms,ok,0.24403066585975577,0.80163,ok,3.284956,ok
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,native,adaptive,101,batch_ms,ok,0.2592453771093217,0.80163,ok,3.092167,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,graph,lazy,11,selector_ms,ok,1.872831486686608,7.390665,ok,3.946252,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,graph,lazy,11,batch_ms,ok,1.7627408844587755,7.955165,ok,4.512952,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,graph,profile,11,selector_ms,ok,0.8990476183524969,7.390665,ok,8.220549,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,graph,profile,11,batch_ms,ok,0.9052794621101462,7.955165,ok,8.787524,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,graph,adaptive,11,selector_ms,ok,1.8712027054295697,7.390665,ok,3.949687,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,graph,adaptive,11,batch_ms,ok,1.7644701852865978,7.955165,ok,4.508529,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,native,graph,11,batch_ms,ok,0.07369262611146343,0.586237,ok,7.955165,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,native,lazy,11,batch_ms,ok,0.1299010049298109,0.586237,ok,4.512952,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,native,profile,11,batch_ms,ok,0.06671242092766973,0.586237,ok,8.787524,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,native,adaptive,11,batch_ms,ok,0.13002844164914987,0.586237,ok,4.508529,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,graph,lazy,29,selector_ms,ok,1.7403597206397423,6.893403,ok,3.960907,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,graph,lazy,29,batch_ms,ok,1.6552914680698874,7.479216,ok,4.518368,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,graph,profile,29,selector_ms,ok,0.852035656590252,6.893403,ok,8.09051,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,graph,profile,29,batch_ms,ok,0.863864080993668,7.479216,ok,8.657862,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,graph,adaptive,29,selector_ms,ok,1.7403364335918565,6.893403,ok,3.96096,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,graph,adaptive,29,batch_ms,ok,1.6546685459890103,7.479216,ok,4.520069,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,native,graph,29,batch_ms,ok,0.07807355744238434,0.583929,ok,7.479216,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,native,lazy,29,batch_ms,ok,0.12923449351624305,0.583929,ok,4.518368,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,native,profile,29,batch_ms,ok,0.06744494194987169,0.583929,ok,8.657862,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,native,adaptive,29,batch_ms,ok,0.12918585977337957,0.583929,ok,4.520069,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,graph,lazy,47,selector_ms,ok,1.831683690805935,7.115505,ok,3.88468,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,graph,lazy,47,batch_ms,ok,1.7234325082894983,7.684708,ok,4.458955,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,graph,profile,47,selector_ms,ok,0.8659175318027171,7.115505,ok,8.217301,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,graph,profile,47,batch_ms,ok,0.8747036451771265,7.684708,ok,8.785499,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,graph,adaptive,47,selector_ms,ok,1.8226093046118346,7.115505,ok,3.904021,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,graph,adaptive,47,batch_ms,ok,1.7225744960521618,7.684708,ok,4.461176,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,native,graph,47,batch_ms,ok,0.07731796705873535,0.594166,ok,7.684708,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,native,lazy,47,batch_ms,ok,0.13325229790388107,0.594166,ok,4.458955,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,native,profile,47,batch_ms,ok,0.0676303076239608,0.594166,ok,8.785499,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,native,adaptive,47,batch_ms,ok,0.1331859581419787,0.594166,ok,4.461176,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,graph,lazy,71,selector_ms,ok,2.082158066715131,8.277432,ok,3.97541,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,graph,lazy,71,batch_ms,ok,1.9517864800523772,8.847979,ok,4.533272,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,graph,profile,71,selector_ms,ok,1.1870711934498084,8.277432,ok,6.972987,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,graph,profile,71,batch_ms,ok,1.1723876350971927,8.847979,ok,7.546974,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,graph,adaptive,71,selector_ms,ok,2.0889207427559087,8.277432,ok,3.96254,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,graph,adaptive,71,batch_ms,ok,1.9553518824063438,8.847979,ok,4.525006,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,native,graph,71,batch_ms,ok,0.06635899565313162,0.587143,ok,8.847979,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,native,lazy,71,batch_ms,ok,0.12951859054563677,0.587143,ok,4.533272,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,native,profile,71,batch_ms,ok,0.07779846598119988,0.587143,ok,7.546974,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,native,adaptive,71,batch_ms,ok,0.12975518706494532,0.587143,ok,4.525006,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,graph,lazy,101,selector_ms,ok,1.998678709031125,8.012619,ok,4.008958,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,graph,lazy,101,batch_ms,ok,1.879936090149844,8.586954,ok,4.567684,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,graph,profile,101,selector_ms,ok,1.1910755613059971,8.012619,ok,6.727213,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,graph,profile,101,batch_ms,ok,1.1776282081523521,8.586954,ok,7.291736,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,graph,adaptive,101,selector_ms,ok,1.980883185128801,8.012619,ok,4.044973,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,graph,adaptive,101,batch_ms,ok,1.865658810086996,8.586954,ok,4.602639,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,native,graph,101,batch_ms,ok,0.06897218734373096,0.592261,ok,8.586954,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,native,lazy,101,batch_ms,ok,0.12966330420405617,0.592261,ok,4.567684,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,native,profile,101,batch_ms,ok,0.08122359339394625,0.592261,ok,7.291736,ok
arity-l4-n512-zipf-w1-k2,arity,4,512,zipf,1,2,10000,False,native,adaptive,101,batch_ms,ok,0.12867856896880248,0.592261,ok,4.602639,ok
arity-l4-n8192-uniform-w1-k2,arity,4,8192,uniform,1,2,10000,False,graph,lazy,11,selector_ms,ok,0.687813536024801,64.689273,ok,94.050596,ok
arity-l4-n8192-uniform-w1-k2,arity,4,8192,uniform,1,2,10000,False,graph,lazy,11,batch_ms,ok,0.7185796471418122,74.966615,ok,104.326104,ok
arity-l4-n8192-uniform-w1-k2,arity,4,8192,uniform,1,2,10000,False,graph,profile,11,selector_ms,ok,0.5504357928023733,64.689273,ok,117.52374,ok
arity-l4-n8192-uniform-w1-k2,arity,4,8192,uniform,1,2,10000,False,graph,profile,11,batch_ms,ok,0.5871835210489067,74.966615,ok,127.671524,ok
arity-l4-n8192-uniform-w1-k2,arity,4,8192,uniform,1,2,10000,False,graph,adaptive,11,selector_ms,ok,0.688693740360415,64.689273,ok,93.930392,ok
arity-l4-n8192-uniform-w1-k2,arity,4,8192,uniform,1,2,10000,False,graph,adaptive,11,batch_ms,ok,0.7199625471959544,74.966615,ok,104.125715,ok
arity-l4-n8192-uniform-w1-k2,arity,4,8192,uniform,1,2,10000,False,native,graph,11,batch_ms,ok,0.14178652724282667,10.629256,ok,74.966615,ok
arity-l4-n8192-uniform-w1-k2,arity,4,8192,uniform,1,2,10000,False,native,lazy,11,batch_ms,ok,0.10188491271561334,10.629256,ok,104.326104,ok
arity-l4-n8192-uniform-w1-k2,arity,4,8192,uniform,1,2,10000,False,native,profile,11,batch_ms,ok,0.08325471230373971,10.629256,ok,127.671524,ok
arity-l4-n8192-uniform-w1-k2,arity,4,8192,uniform,1,2,10000,False,native,adaptive,11,batch_ms,ok,0.10208098931181409,10.629256,ok,104.125715,ok
arity-l4-n8192-uniform-w1-k2,arity,4,8192,uniform,1,2,10000,False,graph,lazy,29,selector_ms,ok,0.666309614966933,63.981965,ok,96.024376,ok
arity-l4-n8192-uniform-w1-k2,arity,4,8192,uniform,1,2,10000,False,graph,lazy,29,batch_ms,ok,0.6948069750340184,73.937302,ok,106.414162,ok
arity-l4-n8192-uniform-w1-k2,arity,4,8192,uniform,1,2,10000,False,graph,profile,29,selector_ms,ok,0.505036180097538,63.981965,ok,126.687884,ok
arity-l4-n8192-uniform-w1-k2,arity,4,8192,uniform,1,2,10000,False,graph,profile,29,batch_ms,ok,0.5367721934888261,73.937302,ok,137.744285,ok
arity-l4-n8192-uniform-w1-k2,arity,4,8192,uniform,1,2,10000,False,graph,adaptive,29,selector_ms,ok,0.6259000583151115,63.981965,ok,102.223932,ok
arity-l4-n8192-uniform-w1-k2,arity,4,8192,uniform,1,2,10000,False,graph,adaptive,29,batch_ms,ok,0.6487611075547671,73.937302,ok,113.966915,ok
arity-l4-n8192-uniform-w1-k2,arity,4,8192,uniform,1,2,10000,False,native,graph,29,batch_ms,ok,0.14554050132908555,10.760872,ok,73.937302,ok
arity-l4-n8192-uniform-w1-k2,arity,4,8192,uniform,1,2,10000,False,native,lazy,29,batch_ms,ok,0.10112255547339649,10.760872,ok,106.414162,ok
arity-l4-n8192-uniform-w1-k2,arity,4,8192,uniform,1,2,10000,False,native,profile,29,batch_ms,ok,0.07812209413987667,10.760872,ok,137.744285,ok
arity-l4-n8192-uniform-w1-k2,arity,4,8192,uniform,1,2,10000,False,native,adaptive,29,batch_ms,ok,0.09442101683633361,10.760872,ok,113.966915,ok
arity-l4-n8192-uniform-w1-k2,arity,4,8192,uniform,1,2,10000,False,graph,lazy,47,selector_ms,ok,0.622021411930882,65.018006,ok,104.526958,ok
arity-l4-n8192-uniform-w1-k2,arity,4,8192,uniform,1,2,10000,False,graph,lazy,47,batch_ms,ok,0.6463234833661122,75.229876,ok,116.396631,ok
arity-l4-n8192-uniform-w1-k2,arity,4,8192,uniform,1,2,10000,False,graph,profile,47,selector_ms,ok,0.5039518805600824,65.018006,ok,129.016298,ok
arity-l4-n8192-uniform-w1-k2,arity,4,8192,uniform,1,2,10000,False,graph,profile,47,batch_ms,ok,0.5344220966020786,75.229876,ok,140.768648,ok
arity-l4-n8192-uniform-w1-k2,arity,4,8192,uniform,1,2,10000,False,graph,adaptive,47,selector_ms,ok,0.6736240496009717,65.018006,ok,96.519722,ok
arity-l4-n8192-uniform-w1-k2,arity,4,8192,uniform,1,2,10000,False,graph,adaptive,47,batch_ms,ok,0.7054505508074709,75.229876,ok,106.640892,ok
arity-l4-n8192-uniform-w1-k2,arity,4,8192,uniform,1,2,10000,False,native,graph,47,batch_ms,ok,0.13980783379198974,10.517726,ok,75.229876,ok
arity-l4-n8192-uniform-w1-k2,arity,4,8192,uniform,1,2,10000,False,native,lazy,47,batch_ms,ok,0.09036108613830927,10.517726,ok,116.396631,ok
arity-l4-n8192-uniform-w1-k2,arity,4,8192,uniform,1,2,10000,False,native,profile,47,batch_ms,ok,0.0747163956565101,10.517726,ok,140.768648,ok
arity-l4-n8192-uniform-w1-k2,arity,4,8192,uniform,1,2,10000,False,native,adaptive,47,batch_ms,ok,0.0986275133557585,10.517726,ok,106.640892,ok
arity-l4-n8192-uniform-w1-k2,arity,4,8192,uniform,1,2,10000,False,graph,lazy,71,selector_ms,ok,0.6696728878997376,64.484575,ok,96.292647,ok
arity-l4-n8192-uniform-w1-k2,arity,4,8192,uniform,1,2,10000,False,graph,lazy,71,batch_ms,ok,0.6981615837585677,74.615474,ok,106.874219,ok
arity-l4-n8192-uniform-w1-k2,arity,4,8192,uniform,1,2,10000,False,graph,profile,71,selector_ms,ok,0.5497399521499304,64.484575,ok,117.300143,ok
