condition,suite,arity,n,distribution,workers,policy_k,key_count,selector_only,baseline,mode,metric,count,median,minimum,maximum,q1,q3,iqr,expected_pairs
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,graph,batch_ms,5,0.1690236969952763,0.1649673478863223,0.17218863644697913,0.16639113073603118,0.16911743538938126,0.002726304653350081,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,lazy,batch_ms,5,0.17086625373574973,0.16907016405919725,0.1733912548487158,0.16984027022996068,0.17262176663962348,0.002781496409662798,5
arity-l3-n8192-uniform-w1-k2,arity,3,8192,uniform,1,2,10000,False,native,profile,batch_ms,5,0.13928071599801523,0.13599912342663956,0.13977030887837125,0.13666428522339785,0.1393227226362124,0.002658437412814546,5
arity-l3-n8192-zipf-w1-k2,arity,3,8192,zipf,1,2,10000,False,native,adaptive,batch_ms,5,0.11398638800945607,0.11181574148088677,0.11610743504248364,0.11377396356167607,0.11435627594290589,0.0005823123812298131,5
arity-l3-n8192-zipf-w1-k2,arity,3,8192,zipf,1,2,10000,False,native,graph,batch_ms,5,0.005384507806062466,0.0052589305078372854,0.0057026880977745775,0.0053378370200131385,0.00561572788450071,0.0002778908644875712,5
arity-l3-n8192-zipf-w1-k2,arity,3,8192,zipf,1,2,10000,False,native,lazy,batch_ms,5,0.11378244857772023,0.11271725515680797,0.11519565418412428,0.11276500887680654,0.11437153665886539,0.0016065277820588447,5
arity-l3-n8192-zipf-w1-k2,arity,3,8192,zipf,1,2,10000,False,native,profile,batch_ms,5,0.029124268729665774,0.026005069433645802,0.029889515080243092,0.028360924954779737,0.02925909001863149,0.0008981650638517531,5
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,native,adaptive,batch_ms,5,0.2527082075919622,0.24931220355885098,0.28265503041255774,0.25047500982942694,0.2592453771093217,0.008770367279894775,5
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,native,graph,batch_ms,5,0.4461354687179452,0.4351123964696999,0.45649663334943,0.4406613648822421,0.44905995098161694,0.008398586099374827,5
arity-l4-n512-uniform-w1-k2,arity,4,512,uniform,1,2,10000,False,native,lazy,batch_ms,5,0.2504780273336237,0.24775454914377898,0.28141748244481485,0.2499812479135286,0.25316531651270247,0.0031840685991738615,5
